Time,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F2Distance,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay,S1F4Distance,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1C1Distance,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1F1Distance
1731068801.81,20.5,0.524,0.0,1.9,4224.347997518132,19.8,0.907,0.0,1.16,4323.976646294792,8.32,0.793,0.0,1.88,7750.337695225692,20.5,0.974,0.0,0.841,3944.349144154523
1731068802.31,19.8,0.678,0.0,1.74,4224.224710905789,20.5,0.782,0.0,0.972,4324.369957869411,7.68,0.842,0.0,2.3,7750.327881469812,19.9,0.759,0.0,0.991,3944.299204006572
1731068802.81,19.8,1.013,0.0,3.87,4223.976343989712,19.8,0.939,0.0,0.823,4324.45060736005,8.31,0.906,0.0,1.61,7750.060174478111,19.8,0.665,0.0,1.08,3944.073549206784
1731068803.31,19.8,0.754,0.0,1.96,4224.06702621177,19.8,0.904,0.0,1.02,4324.784150486108,7.68,0.956,0.0,1.79,7750.119283066245,19.8,0.304,0.0,1.02,3944.1937992541775
1731068803.81,20.5,0.702,0.0,1.68,4224.473871125297,20.5,1.128,0.0,1.22,4324.58872741074,8.31,0.547,0.0,1.54,7750.00442781871,20.5,0.569,0.0,0.922,3944.4688675431303
1731068804.31,19.8,0.834,0.0,1.84,4224.295936869337,19.8,1.046,0.0,0.965,4324.99004123357,7.69,1.103,0.0,4.92,7749.9724573984495,19.8,0.444,0.0,0.796,3944.3738701816224
1731068804.81,19.8,0.784,0.0,2.29,4224.78333818809,19.8,0.742,0.0,1.0,4325.746403446472,7.69,0.913,0.0,2.27,7750.4934201731985,19.9,0.442,0.0,0.757,3944.926697215308
1731068805.31,19.8,0.67,0.0,2.08,4224.700840619754,19.8,0.424,0.0,0.829,4325.936831379361,8.31,1.043,0.0,7.68,7750.376872145737,19.8,0.397,0.0,0.969,3944.867208569713
1731068805.81,20.5,0.654,0.0,1.63,4224.146805088738,20.5,0.511,0.0,0.92,4325.432477287086,7.69,1.078,0.0,1.74,7749.591041113431,20.5,0.544,0.0,1.11,3944.251381521808
1731068806.31,19.8,0.748,0.0,1.62,4224.451959625017,19.9,0.398,0.0,1.01,4326.147575473766,8.31,0.68,0.0,2.0,7749.995591686617,19.8,0.388,0.0,1.0,3944.639054662723
1731068806.81,19.8,0.831,0.0,1.88,4224.401012505095,19.8,0.48,0.0,1.11,4326.075199950907,7.69,1.12,0.0,1.73,7749.730228721092,19.8,0.496,0.0,1.08,3944.5489340941263
1731068807.31,19.2,0.697,0.0,1.93,4224.441231345012,19.8,0.464,0.0,7.76,4326.401871903327,8.31,0.632,0.0,1.84,7749.759953190782,19.8,0.481,0.0,1.34,3944.62444999624
1731068807.81,20.5,0.853,0.03,1.75,4224.698056480873,20.5,0.492,0.0,0.884,4326.728141314204,8.32,1.433,0.0,1.77,7749.897109434334,19.9,0.569,0.0,1.09,3944.885423864458
1731068808.31,19.9,0.913,0.0,1.63,4224.700060759179,19.8,0.555,0.0,1.02,4326.769819753827,7.68,1.285,0.0,1.9,7749.729459613412,20.5,0.502,0.0,0.777,3944.865678391116
1731068808.81,19.8,0.521,0.0,4.14,4224.756797385288,19.9,0.621,0.0,1.42,4327.079637000269,8.31,0.769,0.0,1.87,7749.756848334078,19.8,0.619,0.0,1.15,3944.951645550516
1731068809.31,19.8,0.536,0.0,5.19,4224.716686694743,19.8,0.751,0.0,1.11,4327.711109074912,7.68,1.163,0.0,7.03,7749.937393916258,19.8,0.63,0.0,1.81,3945.0252366710647
1731068809.81,20.5,0.296,0.0,1.61,4224.7159417083785,20.5,0.438,0.0,0.859,4327.532609137486,8.32,0.978,0.0,1.8,7749.630582151866,20.5,0.463,0.0,1.22,3944.95481615516
1731068810.31,19.8,0.367,0.0,2.6,4225.015774858263,19.9,0.417,0.0,0.833,4328.160440189477,7.68,1.251,0.0,2.05,7749.977865693112,19.8,0.54,0.0,0.861,3945.318802707073
1731068810.81,19.9,0.302,0.0,1.93,4225.192093757087,19.8,0.483,0.0,1.4,4328.187396951199,7.68,0.744,0.0,1.89,7749.887679624376,19.8,0.493,0.0,1.35,3945.445133157493
1731068811.31,19.8,0.361,0.0,1.89,4224.885158987207,19.8,0.441,0.0,1.21,4328.647023337067,8.33,0.624,0.0,1.65,7749.827991859808,19.8,0.465,0.0,1.52,3945.2524721220766
1731068811.81,20.5,0.75,0.0,1.96,4225.268649367338,20.5,0.476,0.0,0.79,4329.172597146399,8.31,1.413,0.0,2.27,7750.152873649681,20.5,0.491,0.0,1.05,3945.6656819401674
1731068812.31,19.8,0.443,0.0,8.3,4225.337327476507,19.8,0.477,0.0,0.728,4329.446915844108,7.68,0.73,0.0,1.9,7750.163977143225,19.8,0.684,0.0,0.744,3945.754095117949
1731068812.81,19.8,0.376,0.0,2.17,4225.158473965534,19.8,0.645,0.0,1.33,4329.193886268292,7.68,1.433,0.0,1.72,7749.721978021639,19.8,0.657,0.0,0.703,3945.514738641709
1731068813.31,19.8,0.567,0.0,1.75,4225.072882044993,19.8,0.55,0.0,1.92,4329.450705878171,8.32,0.984,0.0,2.18,7749.645415156611,19.8,0.617,0.0,1.03,3945.467167816479
1731068813.81,20.5,0.519,0.0,1.8,4225.160528891068,20.5,0.726,0.0,1.0,4329.589019794227,8.31,0.813,0.0,7.51,7749.580841782334,20.5,0.668,0.0,1.09,3945.5419725645143
1731068814.31,19.8,0.389,0.0,1.83,4225.136741400175,19.8,0.618,0.0,1.39,4329.730153938824,7.68,0.948,0.0,1.87,7749.462616770056,19.8,0.659,0.0,2.15,3945.5219456928608
1731068814.81,19.8,0.417,0.0,2.07,4225.381191876989,19.8,0.665,0.0,0.897,4330.067181543607,7.68,0.69,0.0,1.58,7749.600379836392,19.2,0.722,0.032,0.825,3945.774678103407
1731068815.31,19.8,0.594,0.0,1.73,4225.282205124986,19.8,0.813,0.0,0.908,4330.543865525277,8.32,1.293,0.0,1.92,7749.654732909232,19.9,0.545,0.0,1.06,3945.763902750595
1731068815.81,20.5,0.468,0.0,1.66,4225.045204176318,20.5,0.662,0.0,0.838,4330.613231001817,8.32,0.776,0.0,2.34,7749.385549409283,19.8,0.716,0.0,1.42,3945.545495581003
1731068816.31,19.8,0.457,0.0,1.81,4225.327615996405,19.9,0.685,0.0,0.965,4330.743714858767,7.68,0.692,0.0,4.48,7749.412955373839,20.5,0.529,0.0,0.856,3945.7853968141926
1731068816.81,19.8,0.624,0.0,4.21,4225.901532181264,19.8,1.016,0.0,1.18,4331.690837269525,8.32,0.571,0.0,4.99,7750.096350009648,19.8,0.554,0.0,0.836,3946.454271385217
1731068817.31,19.8,0.61,0.0,1.72,4225.446987700344,19.8,0.685,0.0,0.971,4331.477117226577,7.68,0.911,0.0,4.83,7749.541832539471,19.8,0.564,0.0,0.81,3945.9873827927686
1731068817.81,20.5,0.625,0.0,1.65,4226.0339427954805,19.8,0.484,0.0,1.06,4332.179747336497,7.68,1.047,0.0,4.64,7750.078728712752,19.9,0.512,0.0,1.02,3946.613748996564
1731068818.31,19.9,0.801,0.0,2.34,4225.821071892807,20.5,0.485,0.0,0.793,4331.876572919798,8.32,0.924,0.0,7.59,7749.588446294741,20.5,0.544,0.0,1.34,3946.33420956468
1731068818.81,19.8,0.597,0.0,1.75,4225.669785811809,19.2,0.668,0.032,0.979,4332.442760884581,8.32,0.842,0.0,3.39,7749.672757702119,19.9,0.63,0.0,0.874,3946.298314306635
1731068819.31,19.8,0.754,0.0,1.79,4225.655081301136,19.8,0.555,0.0,1.4,4332.397549318825,7.68,0.678,0.0,5.59,7749.44245661575,19.8,0.686,0.0,0.787,3946.2451397915647
1731068819.81,20.5,0.608,0.0,1.87,4226.039634113408,20.5,0.641,0.0,0.815,4332.712222789333,8.32,0.741,0.0,5.23,7749.6359432393565,20.5,0.656,0.0,0.771,3946.612959648175
1731068820.31,19.8,0.681,0.0,1.86,4225.750258621672,19.8,0.622,0.0,4.9,4333.34412217128,7.68,0.76,0.0,5.62,7749.692648349622,19.8,0.688,0.0,1.42,3946.4732397250814
1731068820.81,19.9,0.575,0.0,1.86,4225.8546234021205,19.2,0.675,0.032,1.42,4333.0534950957945,8.32,0.679,0.0,7.13,7749.368044987421,19.8,0.662,0.0,1.31,3946.468136550774
1731068821.31,19.8,0.542,0.0,1.62,4225.70248798984,19.8,0.642,0.0,1.02,4333.41550550241,7.68,0.839,0.0,6.79,7749.324157720601,19.8,0.743,0.0,1.38,3946.386686513254
1731068821.81,20.5,0.667,0.0,9.52,4225.988942457895,20.5,0.717,0.0,0.841,4333.676813144274,7.68,0.823,0.0,5.99,7749.435469214929,19.8,0.78,0.0,3.29,3946.65876237874
1731068822.31,19.8,0.573,0.0,1.83,4225.796626319258,19.9,0.687,0.0,1.07,4333.767909396744,8.32,1.023,0.0,2.57,7749.202088054255,20.5,0.728,0.0,0.873,3946.4833937878902
1731068822.81,19.8,0.675,0.0,1.52,4225.875355271394,19.8,0.759,0.0,1.06,4334.275232255692,8.32,0.969,0.0,2.33,7749.363964088287,19.8,0.79,0.0,1.04,3946.6316004870328
1731068823.31,19.8,0.804,0.0,2.05,4226.541645536682,19.8,0.876,0.0,0.835,4334.839529491973,7.68,0.986,0.0,2.2,7749.853827220846,19.8,0.993,0.0,1.42,3947.2955449103474
1731068823.81,20.5,0.599,0.0,2.23,4225.842099105392,19.9,0.843,0.0,0.794,4334.472332008263,8.32,0.918,0.0,1.9,7749.081347862878,20.5,0.829,0.0,0.986,3946.58507755728
1731068824.31,19.8,0.814,0.0,1.78,4226.514417079009,20.5,0.798,0.0,1.08,4335.401928374234,7.68,0.574,0.0,3.06,7749.802754316187,19.2,0.315,0.0,0.852,3947.3344416556815
1731068824.81,19.8,0.688,0.0,1.72,4226.664141122774,19.8,0.957,0.0,0.812,4335.496456678647,8.32,0.906,0.0,2.35,7749.741711720911,20.5,0.399,0.0,1.17,3947.4527682889775
1731068825.31,19.8,0.621,0.0,2.27,4226.158233380578,19.8,1.053,0.0,1.0,4335.665357141675,7.68,0.971,0.0,1.55,7749.400947599564,19.8,0.467,0.0,1.73,3947.025925971712
1731068825.81,20.5,0.625,0.0,1.78,4226.732367279478,20.5,0.901,0.0,1.55,4335.987735949744,8.32,0.832,0.0,1.69,7749.693643169204,20.5,0.401,0.0,1.3,3947.557790100849
1731068826.31,19.9,0.723,0.0,5.93,4226.222956579353,19.2,0.566,0.0,0.857,4335.878785381884,7.68,1.201,0.0,2.37,7749.177311489644,19.8,0.678,0.0,1.22,3947.0668953207646
1731068826.81,19.8,0.688,0.0,2.51,4226.778888526636,20.5,0.442,0.0,0.986,4336.744152905342,8.32,0.637,0.0,1.8,7749.800626318554,19.9,0.541,0.0,0.885,3947.702485323838
1731068827.31,19.8,0.819,0.0,1.76,4226.493141883142,19.8,0.397,0.0,1.32,4336.38115504909,7.68,1.073,0.0,1.8,7749.236678576796,19.8,0.382,0.0,0.781,3947.3473162283512
1731068827.81,20.5,0.742,0.0,1.59,4226.75108668476,20.5,0.464,0.0,3.09,4336.63620699936,7.68,0.603,0.0,8.95,7749.329921722749,20.5,0.579,0.0,0.912,3947.593589495389
1731068828.31,19.8,0.773,0.0,3.71,4227.033246835817,19.8,0.506,0.0,0.872,4337.364031591169,8.32,0.958,0.0,2.1,7749.730957800025,19.8,0.541,0.0,0.821,3947.964494161331
1731068828.81,19.8,1.009,0.0,2.56,4226.4070019854325,19.8,0.419,0.0,0.789,4337.413241186074,8.33,1.02,0.0,2.09,7749.255381593528,19.8,0.418,0.0,0.978,3947.4083036415104
1731068829.31,19.8,0.569,0.0,2.01,4226.98901056989,19.8,0.378,0.0,0.976,4337.777470716373,7.68,0.576,0.0,1.94,7749.57822197292,19.8,0.443,0.0,1.47,3947.956098014845
1731068829.81,19.8,0.454,0.0,1.7,4226.693811767875,20.5,0.411,0.0,1.1,4338.130115008163,7.69,1.021,0.0,1.76,7749.457198258627,19.9,0.447,0.0,0.799,3947.7501113468825
1731068830.31,20.5,0.489,0.0,1.6,4226.746917177501,19.8,0.535,0.0,1.93,4338.096001587477,8.32,0.689,0.0,1.53,7749.267632380958,20.5,0.56,0.0,0.726,3947.757395948763
1731068830.81,19.9,0.429,0.0,2.62,4226.796700925481,19.8,0.509,0.0,3.16,4338.526004698017,8.31,1.024,0.0,1.75,7749.366703341799,19.8,0.546,0.0,1.07,3947.8638555750495
1731068831.31,19.2,0.545,0.032,1.72,4226.640147109889,19.8,0.468,0.0,4.96,4338.543781551922,7.68,0.913,0.0,1.79,7749.105228314786,19.8,0.503,0.0,1.48,3947.7029934214215
1731068831.81,20.5,0.34,0.0,1.72,4226.831245117383,20.5,0.574,0.0,1.13,4338.793272446277,7.68,0.758,0.0,2.06,7749.161741655509,20.5,0.565,0.0,1.04,3947.89079103946
1731068832.31,19.2,0.413,0.032,2.63,4226.745531349929,19.8,0.518,0.0,1.11,4338.850313983549,8.32,1.347,0.0,9.14,7748.960087830935,19.8,0.539,0.0,0.735,3947.799222564137
1731068832.81,19.8,0.49,0.0,1.67,4226.866694356351,19.8,0.458,0.0,1.27,4339.127319269278,7.68,0.913,0.0,2.47,7748.998998225556,19.9,0.486,0.0,1.03,3947.933176708415
1731068833.31,19.9,0.426,0.0,1.76,4227.0769701043455,19.8,0.66,0.0,1.15,4339.569688939957,8.32,1.271,0.0,1.58,7749.185698243512,19.8,0.605,0.0,3.46,3948.17980150702
1731068833.81,20.5,0.344,0.0,1.97,4227.550301615029,20.5,0.635,0.0,1.16,4340.297537341353,8.32,0.994,0.0,1.74,7749.681898285272,19.9,0.676,0.0,2.104,3948.7144639927233
1731068834.31,19.8,0.424,0.0,1.88,4227.402403316947,19.8,0.522,0.0,0.965,4340.437503371222,7.68,0.76,0.0,1.48,7749.501153906861,20.5,0.548,0.0,0.747,3948.58787835007
1731068834.81,19.8,0.711,0.0,2.2,4227.477714617842,19.8,0.676,0.0,1.59,4340.377799664898,8.31,1.564,0.0,2.16,7749.306659767762,19.8,0.693,0.0,0.785,3948.6085315472815
1731068835.31,19.8,0.52,0.0,1.75,4227.615462459009,19.9,0.851,0.0,1.08,4340.703279925242,7.68,0.872,0.0,1.84,7749.384148884426,19.8,0.825,0.0,0.812,3948.767346431181
1731068835.81,20.5,0.447,0.0,7.98,4227.258761879704,20.5,0.613,0.0,3.26,4340.820920927232,8.33,1.283,0.0,1.67,7749.085477098579,20.5,0.705,0.0,1.46,3948.457039578497
1731068836.31,19.8,0.571,0.0,2.24,4227.564134023426,19.8,0.667,0.0,1.46,4341.184618495611,7.68,0.831,0.0,1.73,7749.270326985625,19.9,0.743,0.0,0.888,3948.767804296496
1731068836.81,19.8,0.737,0.0,1.89,4227.423150335126,19.8,0.721,0.0,1.2,4341.212168325497,8.32,0.802,0.0,3.98,7749.022712459505,19.8,0.788,0.0,0.806,3948.6224118011664
1731068837.31,19.8,0.632,0.0,1.73,4227.806670329575,19.8,0.7,0.0,1.2,4341.707599263423,7.68,0.623,0.0,1.73,7749.328860671025,19.9,0.53,0.0,1.04,3949.0290676838977
1731068837.81,20.5,0.446,0.0,2.19,4227.697411198595,20.5,0.678,0.0,1.3,4341.6835586760335,8.32,0.742,0.0,2.81,7749.064780482548,20.5,0.463,0.0,1.39,3948.8994940279367
1731068838.31,19.9,0.548,0.0,2.71,4227.778987074185,19.8,0.863,0.0,1.32,4342.351618031211,7.68,1.332,0.0,4.82,7749.328535427948,19.8,0.667,0.0,0.785,3949.0855571958255
1731068838.81,19.8,0.587,0.0,2.11,4227.69600486282,19.8,0.648,0.0,1.92,4342.100460129365,8.32,0.792,0.0,4.72,7748.935512004197,19.8,0.6,0.0,1.04,3948.928526228484
1731068839.31,19.8,0.53,0.0,2.37,4227.706346894807,19.8,0.516,0.0,1.15,4342.660268748633,7.68,0.911,0.0,4.21,7749.096095092545,19.8,0.545,0.0,1.63,3949.029786699108
1731068839.81,20.5,0.72,0.0,3.36,4227.648466059792,20.5,0.507,0.0,1.18,4342.68270462666,8.32,0.65,0.0,4.27,7748.886662113647,20.5,0.615,0.0,7.2,3948.9544238357535
1731068840.31,19.8,0.714,0.0,9.47,4228.158937362715,19.8,0.492,0.0,1.59,4343.255541104559,7.68,0.957,0.0,1.74,7749.304448634588,19.8,0.588,0.0,0.892,3949.486821175348
1731068840.81,19.9,0.62,0.0,2.73,4228.00628807216,19.8,0.511,0.0,1.06,4343.313705051493,7.68,0.892,0.0,1.93,7749.070166728377,19.8,0.572,0.0,0.977,3949.3381662016873
1731068841.31,19.8,1.052,0.0,1.63,4227.799052859723,19.2,0.582,0.032,1.79,4343.369614800514,8.32,0.756,0.0,1.72,7748.807284728534,19.8,0.596,0.0,1.48,3949.1422698601687
1731068841.81,20.5,0.995,0.0,2.4,4228.234113927358,20.5,0.754,0.0,0.874,4343.7218699010045,8.32,1.059,0.0,2.05,7749.049593612322,20.5,0.741,0.0,0.956,3949.561568534096
