Time,Bitrate,Jitter,Datagrams,Delay,S1_X,S1_Y,S1_Z,C1_X,C1_Y,C1_Z,Distance
1731068799.31,8.32,1.007,0.0,1.83,10808.5024958,10808.5957758,0.0,5267.39,5390.57,0.0,7749.76973840798
1731068799.81,8.32,1.077,0.0,6.18,10808.8881729,10808.6246207,0.0,5267.52,5390.76,0.0,7749.839887111336
1731068800.31,7.68,0.878,0.0,2.09,10809.0862866,10809.2114991,0.0,5267.65,5390.95,0.0,7750.166049258338
1731068800.81,8.33,0.841,0.0,1.7,10808.9810557,10809.4790437,0.0,5267.78,5391.14,0.0,7750.052072868582
1731068801.31,7.68,0.538,0.0,1.58,10809.3848251,10809.6983524,0.0,5267.91,5391.33,0.0,7750.268307581808
1731068801.81,8.32,0.793,0.0,1.88,10809.8498564,10809.6449437,0.0,5268.04,5391.52,0.0,7750.337695225692
1731068802.31,7.68,0.842,0.0,2.3,10809.7623595,10810.0433592,0.0,5268.17,5391.71,0.0,7750.327881469812
1731068802.81,8.31,0.906,0.0,1.61,10809.6232145,10810.1257004,0.0,5268.3,5391.9,0.0,7750.060174478111
1731068803.31,7.68,0.956,0.0,1.79,10809.7971277,10810.3553366,0.0,5268.43,5392.09,0.0,7750.119283066245
1731068803.81,8.31,0.547,0.0,1.54,10810.4854889,10809.8099267,0.0,5268.56,5392.28,0.0,7750.00442781871
1731068804.31,7.69,1.103,0.0,4.92,10810.333383,10810.2427625,0.0,5268.69,5392.47,0.0,7749.9724573984495
1731068804.81,7.69,0.913,0.0,2.27,10810.8366893,10810.7961437,0.0,5268.82,5392.66,0.0,7750.4934201731985
1731068805.31,8.31,1.043,0.0,7.68,10810.8547549,10810.9339185,0.0,5268.95,5392.85,0.0,7750.376872145737
1731068805.81,7.69,1.078,0.0,1.74,10810.5372304,10810.4575645,0.0,5269.08,5393.04,0.0,7749.591041113431
1731068806.31,8.31,0.68,0.0,2.0,10810.8447288,10811.0447074,0.0,5269.21,5393.23,0.0,7749.995591686617
1731068806.81,7.69,1.12,0.0,1.73,10810.9752262,10810.8545993,0.0,5269.34,5393.42,0.0,7749.730228721092
1731068807.31,8.31,0.632,0.0,1.84,10811.0936038,10811.0990093,0.0,5269.47,5393.61,0.0,7749.759953190782
1731068807.81,8.32,1.433,0.0,1.77,10811.4590964,10811.2443202,0.0,5269.6,5393.8,0.0,7749.897109434334
1731068808.31,7.68,1.285,0.0,1.9,10811.6167812,10811.1661649,0.0,5269.73,5393.99,0.0,7749.729459613412
1731068808.81,8.31,0.769,0.0,1.87,10811.7588993,10811.3829497,0.0,5269.86,5394.18,0.0,7749.756848334078
1731068809.31,7.68,1.163,0.0,7.03,10811.6970201,10812.0275116,0.0,5269.99,5394.37,0.0,7749.937393916258
1731068809.81,8.32,0.978,0.0,1.8,10811.9156238,10811.6879682,0.0,5270.12,5394.56,0.0,7749.630582151866
1731068810.31,7.68,1.251,0.0,2.05,10812.2424512,10812.1734272,0.0,5270.25,5394.75,0.0,7749.977865693112
1731068810.81,7.68,0.744,0.0,1.89,10812.6031872,10811.9983521,0.0,5270.38,5394.94,0.0,7749.887679624376
1731068811.31,8.33,0.624,0.0,1.65,10812.2870479,10812.559377,0.0,5270.51,5395.13,0.0,7749.827991859808
1731068811.81,8.31,1.413,0.0,2.27,10812.7389975,10812.8847912,0.0,5270.64,5395.32,0.0,7750.152873649681
1731068812.31,7.68,0.73,0.0,1.9,10812.9050554,10813.0537885,0.0,5270.77,5395.51,0.0,7750.163977143225
1731068812.81,7.68,1.433,0.0,1.72,10812.9422398,10812.7064195,0.0,5270.9,5395.7,0.0,7749.721978021639
1731068813.31,8.32,0.984,0.0,2.18,10812.9374816,10812.924754,0.0,5271.03,5395.89,0.0,7749.645415156611
1731068813.81,8.31,0.813,0.0,7.51,10813.1647155,10812.9228957,0.0,5271.16,5396.08,0.0,7749.580841782334
1731068814.31,7.68,0.948,0.0,1.87,10813.2640652,10812.9751156,0.0,5271.29,5396.27,0.0,7749.462616770056
1731068814.81,7.68,0.69,0.0,1.58,10813.6123084,10813.1389146,0.0,5271.42,5396.46,0.0,7749.600379836392
1731068815.31,8.32,1.293,0.0,1.92,10813.5283548,10813.6255763,0.0,5271.55,5396.65,0.0,7749.654732909232
1731068815.81,8.32,0.776,0.0,2.34,10813.4054727,10813.6891929,0.0,5271.68,5396.84,0.0,7749.385549409283
1731068816.31,7.68,0.692,0.0,4.48,10813.8570471,10813.5893951,0.0,5271.81,5397.03,0.0,7749.412955373839
1731068816.81,8.32,0.571,0.0,4.99,10814.4035559,10814.3309612,0.0,5271.94,5397.22,0.0,7750.096350009648
1731068817.31,7.68,0.911,0.0,4.83,10814.1149445,10814.1559279,0.0,5272.07,5397.41,0.0,7749.541832539471
1731068817.81,7.68,1.047,0.0,4.64,10814.7474054,10814.5999594,0.0,5272.2,5397.6,0.0,7750.078728712752
1731068818.31,8.32,0.924,0.0,7.59,10814.7603444,10814.2082782,0.0,5272.33,5397.79,0.0,7749.5884462947415
1731068818.81,8.32,0.842,0.0,3.39,10814.5907471,10814.8254504,0.0,5272.46,5397.98,0.0,7749.672757702119
1731068819.31,7.68,0.678,0.0,5.59,10814.7546411,10814.6512821,0.0,5272.59,5398.17,0.0,7749.44245661575
1731068819.81,8.32,0.741,0.0,5.23,10815.2691166,10814.7246981,0.0,5272.72,5398.36,0.0,7749.6359432393565
1731068820.31,7.68,0.76,0.0,5.62,10814.922958,10815.4830319,0.0,5272.85,5398.55,0.0,7749.692648349622
1731068820.81,8.32,0.679,0.0,7.13,10815.2939651,10814.9620236,0.0,5272.98,5398.74,0.0,7749.368044987421
1731068821.31,7.68,0.839,0.0,6.79,10815.1827795,10815.3360232,0.0,5273.11,5398.93,0.0,7749.324157720601
1731068821.81,7.68,0.823,0.0,5.99,10815.6009171,10815.3904471,0.0,5273.24,5399.12,0.0,7749.435469214929
1731068822.31,8.32,1.023,0.0,2.57,10815.5226688,10815.4596284,0.0,5273.37,5399.31,0.0,7749.202088054255
1731068822.81,8.32,0.969,0.0,2.33,10815.6324583,10815.9019111,0.0,5273.5,5399.5,0.0,7749.3639640882875
1731068823.31,7.68,0.986,0.0,2.2,10816.3955849,10816.1449305,0.0,5273.63,5399.69,0.0,7749.853827220846
1731068823.81,8.32,0.918,0.0,1.9,10815.8722484,10815.8982387,0.0,5273.76,5399.88,0.0,7749.081347862878
1731068824.31,7.68,0.574,0.0,3.06,10816.5360504,10816.5741762,0.0,5273.89,5400.07,0.0,7749.802754316187
1731068824.81,8.32,0.906,0.0,2.35,10816.8467848,10816.491885,0.0,5274.02,5400.26,0.0,7749.741711720911
1731068825.31,7.68,0.971,0.0,1.55,10816.3883872,10816.7964352,0.0,5274.15,5400.45,0.0,7749.400947599564
1731068825.81,8.32,0.832,0.0,1.69,10817.1167618,10816.7928962,0.0,5274.28,5400.64,0.0,7749.693643169204
1731068826.31,7.68,1.201,0.0,2.37,10816.7351425,10816.7676861,0.0,5274.41,5400.83,0.0,7749.177311489644
1731068826.81,8.32,0.637,0.0,1.8,10817.2849153,10817.4199623,0.0,5274.54,5401.02,0.0,7749.800626318554
1731068827.31,7.68,1.073,0.0,1.8,10817.232146,10816.9900877,0.0,5274.67,5401.21,0.0,7749.236678576796
1731068827.81,7.68,0.603,0.0,8.95,10817.6195791,10817.0500394,0.0,5274.8,5401.4,0.0,7749.329921722749
1731068828.31,8.32,0.958,0.0,2.1,10817.8972339,10817.6627619,0.0,5274.93,5401.59,0.0,7749.730957800025
1731068828.81,8.33,1.02,0.0,2.09,10817.3364505,10817.8792158,0.0,5275.06,5401.78,0.0,7749.255381593528
1731068829.31,7.68,0.576,0.0,1.94,10818.0616212,10817.9220686,0.0,5275.19,5401.97,0.0,7749.57822197292
1731068829.81,7.69,1.021,0.0,1.76,10817.7900583,10818.3498527,0.0,5275.32,5402.16,0.0,7749.457198258627
1731068830.31,8.32,0.689,0.0,1.53,10818.0280253,10818.1581273,0.0,5275.45,5402.35,0.0,7749.267632380958
1731068830.81,8.31,1.024,0.0,1.75,10818.1272959,10818.5213308,0.0,5275.58,5402.54,0.0,7749.366703341799
1731068831.31,7.68,0.913,0.0,1.79,10818.111149,10818.4867655,0.0,5275.71,5402.73,0.0,7749.105228314786
1731068831.81,7.68,0.758,0.0,2.06,10818.4239913,10818.5705055,0.0,5275.84,5402.92,0.0,7749.161741655509
1731068832.31,8.32,1.347,0.0,9.14,10818.4771823,10818.5505709,0.0,5275.97,5403.11,0.0,7748.960087830935
1731068832.81,7.68,0.913,0.0,2.47,10818.702298,10818.6988995,0.0,5276.1,5403.3,0.0,7748.9989982255565
1731068833.31,8.32,1.271,0.0,1.58,10818.9809545,10819.0039038,0.0,5276.23,5403.49,0.0,7749.185698243512
1731068833.81,8.32,0.994,0.0,1.74,10819.4765332,10819.5297601,0.0,5276.36,5403.68,0.0,7749.681898285272
1731068834.31,7.68,0.76,0.0,1.48,10819.4347371,10819.636961,0.0,5276.49,5403.87,0.0,7749.501153906861
1731068834.81,8.31,1.564,0.0,2.16,10819.7054292,10819.4046457,0.0,5276.62,5404.06,0.0,7749.3066597677625
1731068835.31,7.68,0.872,0.0,1.84,10819.9353676,10819.6032357,0.0,5276.75,5404.25,0.0,7749.384148884426
1731068835.81,8.33,1.283,0.0,1.67,10819.6620259,10819.7786916,0.0,5276.88,5404.44,0.0,7749.085477098579
1731068836.31,7.68,0.831,0.0,1.73,10820.071949,10819.9466879,0.0,5277.01,5404.63,0.0,7749.270326985625
1731068836.81,8.32,0.802,0.0,3.98,10820.0706965,10819.916702,0.0,5277.14,5404.82,0.0,7749.022712459505
1731068837.31,7.68,0.623,0.0,1.73,10820.5314346,10820.206253,0.0,5277.27,5405.01,0.0,7749.328860671025
1731068837.81,8.32,0.742,0.0,2.81,10820.5813257,10820.1003465,0.0,5277.4,5405.2,0.0,7749.064780482548
1731068838.31,7.68,1.332,0.0,4.82,10820.6477078,10820.7329095,0.0,5277.53,5405.39,0.0,7749.328535427948
1731068838.81,8.32,0.792,0.0,4.72,10820.7935365,10820.3442761,0.0,5277.66,5405.58,0.0,7748.935512004197
1731068839.31,7.68,0.911,0.0,4.21,10820.8101765,10820.8801202,0.0,5277.79,5405.77,0.0,7749.096095092545
1731068839.81,8.32,0.65,0.0,4.27,10820.9051429,10820.8062774,0.0,5277.92,5405.96,0.0,7748.886662113647
1731068840.31,7.68,0.957,0.0,1.74,10821.4881095,10821.1304583,0.0,5278.05,5406.15,0.0,7749.304448634588
1731068840.81,7.68,0.892,0.0,1.93,10821.4646625,10821.1422678,0.0,5278.18,5406.34,0.0,7749.070166728377
1731068841.31,8.32,0.756,0.0,1.72,10821.3796474,10821.1761768,0.0,5278.31,5406.53,0.0,7748.807284728534
1731068841.81,8.32,1.059,0.0,2.05,10821.940713,10821.2716388,0.0,5278.44,5406.72,0.0,7749.049593612322
1731068842.31,7.68,0.838,0.0,2.05,10821.6848359,10821.7243911,0.0,5278.57,5406.91,0.0,7748.957153968419
1731068842.81,8.32,0.86,0.0,1.73,10821.9427047,10822.203503,0.0,5278.7,5407.1,0.0,7749.250649670113
1731068843.31,7.68,0.84,0.0,2.02,10821.9699208,10821.8105381,0.0,5278.83,5407.29,0.0,7748.769762941299
1731068843.81,8.32,0.907,0.0,1.67,10822.3384187,10822.1139038,0.0,5278.96,5407.48,0.0,7749.0195899280925
1731068844.31,7.68,0.885,0.0,2.24,10822.0657198,10822.0552504,0.0,5279.09,5407.67,0.0,7748.55776709714
1731068844.81,7.69,0.736,0.0,2.28,10822.3561858,10822.4527434,0.0,5279.22,5407.86,0.0,7748.817545355246
1731068845.31,8.32,1.021,0.0,2.52,10822.7289144,10822.4097305,0.0,5279.35,5408.05,0.0,7748.828368203451
1731068845.81,7.68,1.067,0.0,1.66,10822.8055429,10822.7241942,0.0,5279.48,5408.24,0.0,7748.87715503409
1731068846.31,8.32,0.879,0.0,9.81,10823.2935352,10822.8851703,0.0,5279.61,5408.43,0.0,7749.112976956522
1731068846.81,8.31,0.839,0.0,1.99,10823.119573,10823.3705503,0.0,5279.74,5408.62,0.0,7749.101922953899
1731068847.31,7.68,0.446,0.0,2.5,10823.5760367,10822.8942968,0.0,5279.87,5408.81,0.0,7748.869943043332
1731068847.81,7.68,1.044,0.0,1.73,10823.6252531,10823.0737706,0.0,5280.0,5409.0,0.0,7748.8047943090505
1731068848.31,8.32,0.754,0.0,1.76,10823.1579405,10823.6561585,0.0,5280.13,5409.19,0.0,7748.651658882686
1731068848.81,7.68,1.167,0.0,2.99,10823.4982148,10823.6365405,0.0,5280.26,5409.38,0.0,7748.655611934635
1731068849.31,8.31,1.244,0.0,2.01,10824.1906542,10823.7734342,0.0,5280.39,5409.57,0.0,7749.020874950036
1731068849.81,8.32,0.625,0.0,1.74,10823.9744843,10823.6353702,0.0,5280.52,5409.76,0.0,7748.544001524671
1731068850.31,7.68,1.155,0.0,2.05,10823.996543,10824.4898192,0.0,5280.65,5409.95,0.0,7748.931045601865
1731068850.81,8.32,0.628,0.0,5.08,10824.1605612,10824.3650845,0.0,5280.78,5410.14,0.0,7748.735465346526
1731068851.31,7.68,1.358,0.0,2.49,10824.1938778,10824.1579673,0.0,5280.91,5410.33,0.0,7748.388826678554
1731068851.81,8.32,1.232,0.0,4.5,10824.8941811,10824.7723378,0.0,5281.04,5410.52,0.0,7749.093337847513
1731068852.31,7.68,0.729,0.0,4.14,10824.6396852,10824.6149573,0.0,5281.17,5410.71,0.0,7748.57554892568
1731068852.81,8.32,1.217,0.0,3.7,10824.8467956,10824.8159176,0.0,5281.3,5410.9,0.0,7748.638373149807
1731068853.31,7.68,0.695,0.0,1.74,10824.8398679,10825.1143948,0.0,5281.43,5411.09,0.0,7748.6162062022795
1731068853.81,8.32,1.097,0.0,1.84,10825.3306513,10825.3362463,0.0,5281.56,5411.28,0.0,7748.8965712748595
1731068854.31,7.68,0.642,0.0,2.12,10825.4134641,10825.3952729,0.0,5281.69,5411.47,0.0,7748.771303049164
1731068854.81,7.69,0.671,0.0,2.54,10825.715321,10825.733196,0.0,5281.82,5411.66,0.0,7748.997606261815
1731068855.31,8.32,1.133,0.0,1.65,10825.6883868,10825.3483006,0.0,5281.95,5411.85,0.0,7748.4836679107075
1731068855.81,7.68,0.772,0.0,6.88,10825.9975242,10825.9779642,0.0,5282.08,5412.04,0.0,7748.919008180295
1731068856.31,8.32,1.245,0.0,2.0,10825.9665961,10825.5673149,0.0,5282.21,5412.23,0.0,7748.384223932819
1731068856.81,8.32,0.693,0.0,1.84,10826.1003414,10826.2767989,0.0,5282.34,5412.42,0.0,7748.749845095996
1731068857.31,7.68,0.921,0.0,1.57,10825.9820303,10826.5229635,0.0,5282.47,5412.61,0.0,7748.611437311473
1731068857.81,7.66,0.688,0.0,2.01,10826.6088109,10826.5266162,0.0,5282.6,5412.8,0.0,7748.836659156595
1731068858.31,8.34,0.813,0.0,2.9,10826.2347009,10826.5473763,0.0,5282.73,5412.99,0.0,7748.357750865183
1731068858.81,8.32,1.449,0.0,4.08,10826.5105731,10826.9887014,0.0,5282.86,5413.18,0.0,7748.637708138529
1731068859.31,7.68,0.826,0.0,3.57,10826.5094944,10826.7734356,0.0,5282.99,5413.37,0.0,7748.260781708287
1731068859.81,8.32,0.976,0.0,4.44,10827.1853286,10827.1267274,0.0,5283.12,5413.56,0.0,7748.765390679794
1731068860.31,7.68,1.319,0.0,8.92,10827.4447181,10827.2392436,0.0,5283.25,5413.75,0.0,7748.803834320548
1731068860.81,7.68,1.067,0.0,3.82,10827.4245523,10827.4768772,0.0,5283.38,5413.94,0.0,7748.729671287524
1731068861.31,8.32,1.185,0.0,3.03,10827.1008264,10827.3405483,0.0,5283.51,5414.13,0.0,7748.177055977271
1731068861.81,7.68,0.751,0.0,4.19,10827.8846702,10827.2364181,0.0,5283.64,5414.32,0.0,7748.439398509718
1731068862.31,8.32,0.871,0.0,3.7,10827.9990894,10827.4192396,0.0,5283.77,5414.51,0.0,7748.423235207031
1731068862.81,8.32,0.708,0.0,3.59,10827.7328014,10828.0180784,0.0,5283.9,5414.7,0.0,7748.425307622888
1731068863.31,7.68,0.904,0.0,3.84,10827.9885753,10828.0489439,0.0,5284.03,5414.89,0.0,7748.404121918717
1731068863.81,8.32,0.902,0.0,3.84,10828.4222703,10828.0315242,0.0,5284.16,5415.08,0.0,7748.476516400577
1731068864.31,7.68,1.191,0.0,3.39,10828.5109358,10828.268726,0.0,5284.29,5415.27,0.0,7748.4799149665905
1731068864.81,8.32,1.033,0.0,7.76,10828.4691795,10828.1312883,0.0,5284.42,5415.46,0.0,7748.128275906497
1731068865.31,7.68,0.768,0.0,3.61,10828.2578479,10828.765899,0.0,5284.55,5415.65,0.0,7748.194656749057
1731068865.81,8.32,1.056,0.0,2.02,10828.5406307,10828.4149716,0.0,5284.68,5415.84,0.0,7747.926078365495
1731068866.31,7.68,0.937,0.0,1.93,10829.2525237,10828.8438223,0.0,5284.81,5416.03,0.0,7748.509300084421
1731068866.81,8.32,0.954,0.0,1.78,10828.973704,10829.0451109,0.0,5284.94,5416.22,0.0,7748.224660674055
1731068867.31,7.68,1.087,0.0,2.28,10829.5939,10829.4643633,0.0,5285.07,5416.41,0.0,7748.735562510336
1731068867.81,8.32,0.58,0.0,1.74,10829.4342842,10829.6667358,0.0,5285.2,5416.6,0.0,7748.536977024964
1731068868.31,7.68,1.043,0.0,2.01,10829.6258013,10829.7344865,0.0,5285.33,5416.79,0.0,7748.495592451709
1731068868.81,8.32,1.122,0.0,1.97,10829.5313222,10829.426028,0.0,5285.46,5416.98,0.0,7747.986759904372
1731068869.31,7.69,1.203,0.0,3.31,10829.8497977,10830.0030085,0.0,5285.59,5417.17,0.0,7748.391954612235
1731068869.81,7.68,1.149,0.0,1.9,10829.7026024,10830.3065567,0.0,5285.72,5417.36,0.0,7748.272937978131
1731068870.31,8.31,0.578,0.0,1.63,10829.9466936,10830.0164274,0.0,5285.85,5417.55,0.0,7748.019164645798
1731068870.81,8.32,1.039,0.0,1.72,10830.2052547,10830.3244001,0.0,5285.98,5417.74,0.0,7748.193567733008
1731068871.31,7.68,0.512,0.0,2.03,10830.5771097,10830.1843847,0.0,5286.11,5417.93,0.0,7748.136102008627
1731068871.81,8.32,0.893,0.0,1.74,10830.2589925,10830.6203185,0.0,5286.24,5418.12,0.0,7747.98724101707
1731068872.31,7.68,0.942,0.0,1.93,10830.631311,10830.3897127,0.0,5286.37,5418.31,0.0,7747.86682263385
1731068872.81,7.69,0.609,0.0,1.63,10830.6023065,10830.6885555,0.0,5286.5,5418.5,0.0,7747.829073051613
1731068873.31,8.32,1.115,0.0,1.85,10831.280909,10830.6685393,0.0,5286.63,5418.69,0.0,7748.074948819112
1731068873.81,8.32,0.746,0.0,6.06,10831.4310638,10830.8771596,0.0,5286.76,5418.88,0.0,7748.102378083262
1731068874.31,7.68,1.13,0.0,7.04,10831.230439,10831.167518,0.0,5286.89,5419.07,0.0,7747.9358830512065
1731068874.81,7.69,0.863,0.0,1.73,10831.5719022,10831.3095449,0.0,5287.02,5419.26,0.0,7748.05369577689
1731068875.31,8.31,0.745,0.0,1.52,10831.7455767,10831.9416618,0.0,5287.15,5419.45,0.0,7748.393775371495
1731068875.81,8.32,1.27,0.0,1.86,10831.9911072,10832.0744862,0.0,5287.28,5419.64,0.0,7748.436508723169
1731068876.31,7.68,0.638,0.0,1.85,10831.8804015,10832.1439801,0.0,5287.41,5419.83,0.0,7748.180086465175
1731068876.81,8.32,1.104,0.0,1.7,10831.7085864,10832.2230525,0.0,5287.54,5420.02,0.0,7747.8866277143525
1731068877.31,7.68,0.73,0.0,2.21,10832.1128734,10832.5563002,0.0,5287.67,5420.21,0.0,7748.182964391372
1731068877.81,8.31,0.68,0.0,2.88,10832.3243419,10832.3729308,0.0,5287.8,5420.4,0.0,7747.980458263532
1731068878.31,7.69,0.963,0.0,1.77,10832.6470644,10832.7581578,0.0,5287.93,5420.59,0.0,7748.254738491295
1731068878.81,8.31,0.882,0.0,8.77,10832.8379163,10832.8649241,0.0,5288.06,5420.78,0.0,7748.240146430588
1731068879.31,7.68,1.329,0.0,2.62,10832.9166739,10832.745937,0.0,5288.19,5420.97,0.0,7747.987653613703
1731068879.81,8.32,1.116,0.0,2.02,10832.714558,10832.8099213,0.0,5288.32,5421.16,0.0,7747.661962520456
1731068880.31,7.68,0.957,0.0,2.3,10833.3272973,10833.3357098,0.0,5288.45,5421.35,0.0,7748.241966097365
1731068880.81,8.32,0.644,0.0,1.71,10832.9018243,10833.2730085,0.0,5288.58,5421.54,0.0,7747.667948918419
1731068881.31,7.68,0.705,0.0,2.47,10833.4540673,10833.331451,0.0,5288.71,5421.73,0.0,7747.878228026293
1731068881.81,8.32,1.307,0.0,2.2,10833.5789786,10833.4949125,0.0,5288.84,5421.92,0.0,7747.856050186114
1731068882.31,7.68,0.79,0.0,2.03,10833.5142106,10833.4800686,0.0,5288.97,5422.11,0.0,7747.573589365767
1731068882.81,8.32,0.733,0.0,1.7,10833.9454676,10833.6860888,0.0,5289.1,5422.3,0.0,7747.800375695183
1731068883.31,7.68,0.883,0.0,8.83,10833.6579904,10833.9912329,0.0,5289.23,5422.49,0.0,7747.582031473381
1731068883.81,8.32,0.811,0.0,2.62,10834.0982365,10833.8667018,0.0,5289.36,5422.68,0.0,7747.584374051198
1731068884.31,7.68,0.916,0.0,1.76,10834.3946574,10834.3368783,0.0,5289.49,5422.87,0.0,7747.899162650103
1731068884.81,8.32,0.77,0.0,2.32,10834.6956673,10834.4287737,0.0,5289.62,5423.06,0.0,7747.953030385379
1731068885.31,7.68,1.025,0.0,2.24,10834.5575911,10834.271554,0.0,5289.75,5423.25,0.0,7747.518666009961
1731068885.81,7.68,0.67,0.0,1.71,10834.7729338,10834.8528724,0.0,5289.88,5423.44,0.0,7747.853052483741
1731068886.31,8.32,0.898,0.0,1.63,10835.0404607,10834.6571421,0.0,5290.01,5423.63,0.0,7747.682075474816
