Time,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance
1731070785.55,40.3,1.352,0.0,1.78,7697.679726402431,20.5,0.666,0.0,1.06,3907.348050276554,20.5,0.966,0.0,2.42,4458.347515616073,19.8,0.624,0.0,1.63,3827.4160735409982
1731070786.05,39.7,1.535,0.0,2.08,7697.9272528011825,19.8,0.816,0.0,2.58,3907.2544336144783,19.8,0.681,0.0,9.67,4458.300430937781,20.5,0.511,0.0,0.972,3827.3668840339824
1731070786.55,39.7,0.97,0.0,1.65,7697.95737621851,19.8,0.796,0.0,0.763,3907.160817012783,19.8,0.596,0.0,1.72,4458.253346322975,19.8,0.367,0.0,1.0,3827.317716103538
1731070787.05,40.3,0.857,0.0,2.82,7698.158137888739,19.8,0.849,0.0,1.22,3907.0672004714743,19.9,0.703,0.0,2.57,4458.206261771656,19.8,0.35,0.0,1.42,3827.268569750496
1731070787.55,40.3,1.04,0.0,1.95,7697.432511492863,20.5,0.876,0.0,0.932,3906.973583990555,20.5,1.198,0.0,1.9,4458.159177283825,20.5,0.641,0.0,0.954,3827.219444975688
1731070788.05,39.7,1.007,0.0,5.92,7697.943835456561,19.8,0.493,0.0,3.68,3906.8799675700297,19.8,0.813,0.0,2.06,4458.112092859488,19.8,0.371,0.0,0.701,3827.1703417799417
1731070788.55,40.3,1.05,0.0,2.09,7697.715423065087,19.8,0.523,0.0,1.43,3906.786351209904,19.8,0.714,0.0,2.03,4458.065008498643,19.8,0.411,0.0,0.927,3827.1212601640937
1731070789.05,39.7,1.13,0.0,3.25,7697.600283573703,19.8,0.353,0.0,1.61,3906.6927349101834,19.8,0.74,0.0,1.7,4458.017924201293,19.8,0.438,0.0,0.796,3827.0722001289705
1731070789.55,40.3,1.24,0.0,2.71,7697.705867242239,20.5,0.484,0.0,0.957,3906.599118670869,20.5,0.645,0.0,2.7,4457.97083996744,20.5,0.411,0.0,0.849,3827.023161675404
1731070790.05,39.7,1.289,0.0,1.73,7697.558843395123,19.8,0.377,0.0,1.03,3906.5055024919657,19.8,0.765,0.0,1.68,4457.9237557970855,19.8,0.431,0.0,0.809,3826.974144804221
1731070790.55,40.3,1.284,0.0,1.46,7697.732180610878,19.8,0.357,0.0,1.1,3906.411886373478,19.8,0.728,0.0,6.71,4457.876671690236,19.8,0.402,0.0,0.769,3826.925149516253
1731070791.05,39.7,0.986,0.0,3.68,7697.674236270971,19.8,0.434,0.0,1.72,3906.318270315412,19.8,0.769,0.0,3.41,4457.829587646886,19.8,0.453,0.0,0.983,3826.8761758123287
1731070791.55,40.3,1.251,0.0,2.18,7697.740485197883,20.5,0.345,0.0,1.0,3906.224654317773,20.5,0.894,0.0,2.08,4457.782503667042,20.5,0.458,0.0,0.794,3826.827223693278
1731070792.05,39.7,1.147,0.0,1.77,7698.086049029454,19.8,0.43,0.0,0.936,3906.131038380561,19.8,0.824,0.0,2.2,4457.735419750705,19.8,0.45,0.0,0.847,3826.778293159927
1731070792.55,40.3,1.261,0.0,3.31,7697.844494563019,19.8,0.441,0.0,0.779,3906.037422503785,19.9,0.885,0.0,1.52,4457.688335897879,19.8,0.582,0.0,1.04,3826.729384213105
1731070793.05,39.7,1.03,0.0,7.25,7697.805904606404,19.9,0.384,0.0,0.766,3905.9438066874422,19.8,0.883,0.0,2.03,4457.641252108564,19.8,0.531,0.0,0.851,3826.6804968536367
1731070793.55,40.3,1.303,0.0,1.73,7697.500873353035,20.5,0.326,0.0,0.725,3905.850190931546,20.5,0.793,0.0,2.38,4457.594168382761,20.5,0.457,0.0,0.813,3826.631631082354
1731070794.05,39.7,1.143,0.0,2.83,7697.2575768995075,19.8,0.384,0.0,0.799,3905.756575236097,19.8,0.885,0.0,2.09,4457.547084720475,19.8,0.607,0.0,0.849,3826.582786900082
1731070794.55,39.7,1.318,0.016,1.48,7697.642885959864,19.8,0.3,0.0,1.18,3905.6629596010976,19.8,0.909,0.0,2.31,4457.500001121704,19.8,0.524,0.0,1.55,3826.533964307648
1731070795.05,39.0,0.664,0.0,1.91,7697.7636154090205,19.8,0.566,0.0,5.01,3905.5693440265536,19.8,1.349,0.0,5.36,4457.452917586455,19.8,0.83,0.0,0.789,3826.485163305877
1731070795.55,41.0,0.71,0.0,1.88,7697.394783242605,20.5,0.511,0.0,2.75,3905.475728512468,20.5,1.274,0.0,1.72,4457.405834114727,20.5,0.744,0.0,0.729,3826.436383895595
1731070796.05,39.7,0.729,0.0,1.87,7697.655672546994,19.8,0.452,0.0,1.05,3905.382113058849,19.8,1.187,0.0,3.18,4457.358750706521,19.8,0.602,0.0,0.847,3826.38762607763
1731070796.55,40.3,0.913,0.0,2.36,7697.304098914399,19.8,0.538,0.0,1.58,3905.2884976656974,19.8,1.412,0.0,1.68,4457.3116673618415,19.8,0.853,0.0,0.858,3826.3388898528056
1731070797.05,39.7,0.841,0.0,2.28,7697.718677762592,19.8,0.5,0.0,2.37,3905.19488233302,19.8,1.323,0.0,1.81,4457.264584080689,19.8,0.89,0.0,0.849,3826.290175221948
1731070797.55,40.3,0.707,0.0,9.28,7697.593291532098,20.5,0.411,0.0,1.75,3905.1012670608175,19.8,0.79,0.0,1.99,4457.217500863067,20.5,0.716,0.0,0.816,3826.241482185881
1731070798.05,39.7,0.802,0.0,1.64,7697.349683125066,19.9,0.484,0.0,2.69,3905.007651849097,20.5,0.988,0.0,2.09,4457.170417708976,19.8,0.707,0.0,0.877,3826.1928107454273
1731070798.55,40.3,0.754,0.0,2.12,7697.386239991374,19.8,0.454,0.0,1.39,3904.914036697863,19.8,1.076,0.0,2.34,4457.123334618417,19.8,0.636,0.0,1.07,3826.144160901416
1731070799.05,39.7,0.794,0.0,2.37,7697.398689103093,19.8,0.506,0.0,0.829,3904.820421607119,19.8,0.877,0.0,1.9,4457.076251591395,19.8,0.646,0.0,0.763,3826.0955326546655
1731070799.55,40.3,1.288,0.0,1.79,7697.471194437093,20.5,0.824,0.0,0.86,3904.726806576871,20.5,0.993,0.0,2.58,4457.029168627911,20.5,0.529,0.0,0.865,3826.046926006006
1731070800.05,39.7,0.751,0.0,1.54,7697.4635217106415,19.8,0.556,0.0,0.84,3904.63319160712,19.8,1.114,0.0,2.18,4456.982085727964,19.8,0.761,0.0,0.792,3825.998340956254
1731070800.55,40.3,0.974,0.0,3.07,7697.534097732954,19.8,0.63,0.0,1.13,3904.539576697872,19.9,0.977,0.0,1.8,4456.935002891562,19.8,0.568,0.0,0.769,3825.949777506233
1731070801.05,39.0,0.894,0.016,1.76,7697.165994987328,19.9,0.644,0.0,1.25,3904.445961849132,19.8,1.0,0.0,2.05,4456.887920118701,19.8,0.558,0.0,0.888,3825.90123565677
1731070801.55,40.3,0.869,0.0,1.65,7697.684817215821,20.5,0.431,0.0,8.45,3904.352347060905,20.5,1.457,0.0,1.94,4456.840837409386,20.5,0.849,0.0,0.823,3825.852715408684
1731070802.05,39.7,0.995,0.0,5.09,7697.185210226748,19.8,0.425,0.0,0.769,3904.258732333195,19.8,1.096,0.0,1.49,4456.793754763619,19.8,0.622,0.0,0.697,3825.8042167627978
1731070802.55,39.7,0.902,0.016,1.41,7697.7368691986,19.8,0.921,0.0,0.695,3904.165117666004,19.8,1.086,0.0,3.54,4456.746672181401,19.8,0.653,0.0,1.92,3825.755739719932
1731070803.05,39.6,0.925,0.0,1.77,7697.093748823295,19.8,0.593,0.0,0.791,3904.0715030593374,19.8,1.488,0.0,2.2,4456.699589662737,19.8,0.86,0.0,1.33,3825.707284280907
1731070803.55,39.7,0.84,0.0,1.72,7697.398303409049,20.5,0.482,0.0,0.926,3903.9778885132014,20.5,1.121,0.0,1.71,4456.652507207624,20.5,0.84,0.0,1.64,3825.6588504465462
1731070804.05,40.3,0.945,0.0,1.58,7697.4437688534945,19.8,0.631,0.0,1.06,3903.8842740276,19.8,1.195,0.0,2.81,4456.605424816068,19.8,0.778,0.0,5.94,3825.6104382176713
1731070804.55,40.3,1.239,0.0,2.22,7697.305755800631,19.8,0.582,0.0,0.907,3903.790659602536,19.8,1.694,0.0,8.04,4456.558342488068,19.8,1.065,0.0,1.12,3825.562047595098
1731070805.05,39.7,1.071,0.0,2.0,7697.189885057378,19.9,0.543,0.0,1.44,3903.697045238015,19.8,1.638,0.0,2.29,4456.511260223629,19.8,1.019,0.0,1.15,3825.5136785796494
1731070805.55,40.3,1.192,0.0,1.79,7697.2736770890915,20.5,0.662,0.0,1.08,3903.603430934038,20.5,1.615,0.0,1.6,4456.464178022752,20.5,0.899,0.0,1.0,3825.465331172143
1731070806.05,39.6,1.153,0.0,2.08,7697.018335084039,19.8,0.868,0.0,0.843,3903.509816690615,19.2,0.604,0.0,1.74,4456.417095885437,19.8,0.871,0.0,1.73,3825.417005373401
1731070806.55,40.4,1.53,0.0,1.59,7697.251322347505,19.8,0.93,0.0,0.846,3903.416202507747,20.5,0.734,0.0,1.93,4456.37001381169,19.8,0.709,0.0,1.9,3825.36870118424
1731070807.05,39.7,1.48,0.0,7.95,7696.860024921877,19.8,0.728,0.0,2.28,3903.322588385439,19.8,0.628,0.0,1.76,4456.322931801509,19.8,0.462,0.0,1.32,3825.32041860548
1731070807.55,40.3,1.53,0.0,2.07,7697.084819660839,20.5,0.725,0.0,0.825,3903.228974323695,20.5,0.539,0.0,1.63,4456.275849854898,20.5,0.343,0.0,1.17,3825.2721576379377
1731070808.05,39.7,1.045,0.0,2.04,7697.354391319676,19.8,0.776,0.0,1.72,3903.1353603225184,19.9,0.876,0.0,2.44,4456.228767971861,19.8,0.745,0.0,1.08,3825.223918282432
1731070808.55,40.3,1.125,0.0,2.59,7697.095829121545,19.8,0.873,0.0,0.856,3903.041746381916,19.8,0.676,0.0,1.97,4456.181686152396,19.8,0.382,0.0,5.43,3825.17570053978
1731070809.05,39.7,1.214,0.0,1.76,7697.392246307349,19.8,0.57,0.0,0.796,3902.948132501891,19.9,0.716,0.0,5.57,4456.134604396505,19.9,0.343,0.0,1.03,3825.1275044108006
1731070809.55,39.0,1.004,0.032,1.55,7696.867856220504,19.8,0.512,0.0,0.833,3902.854518682448,20.5,0.702,0.0,2.21,4456.087522704193,20.5,0.343,0.0,0.941,3825.07932989631
1731070810.05,39.7,1.05,0.0,1.49,7696.856860834934,20.5,0.449,0.0,0.793,3902.760904923591,19.9,0.956,0.0,1.62,4456.040441075462,19.8,0.535,0.0,1.05,3825.031176997125
1731070810.55,40.3,1.322,0.0,1.5,7697.508898741756,19.8,0.585,0.0,0.755,3902.667291225322,19.8,0.712,0.0,2.18,4455.993359510313,19.8,0.409,0.0,0.807,3824.9830457140574
1731070811.05,39.0,1.407,0.016,2.09,7697.12138801597,19.8,0.392,0.0,0.776,3902.5736775876494,19.8,0.696,0.0,1.87,4455.946278008747,19.8,0.461,0.0,0.843,3824.934936047932
1731070811.55,40.3,1.278,0.0,9.38,7696.869314227952,20.5,0.372,0.0,0.802,3902.480064010577,20.5,0.778,0.0,1.82,4455.8991965707655,20.5,0.45,0.0,0.865,3824.886847999559
1731070812.05,39.0,0.945,0.0,1.6,7697.071867307964,19.8,0.361,0.0,0.788,3902.386450494109,19.8,0.79,0.0,3.38,4455.852115196374,19.8,0.451,0.0,0.872,3824.8387815697542
1731070812.55,40.8,1.337,0.0,2.28,7697.049070544554,19.8,0.561,0.0,0.785,3902.292837038246,19.8,0.773,0.0,2.24,4455.805033885571,19.8,0.56,0.0,0.8,3824.790736759334
1731070813.05,39.8,1.128,0.0,1.72,7696.884099081798,19.8,0.402,0.0,4.0,3902.199223642996,19.8,1.064,0.0,1.7,4455.757952638362,19.9,0.688,0.0,0.611,3824.7427135691096
1731070813.55,40.3,1.084,0.0,1.79,7697.477075863882,20.5,0.324,0.0,0.816,3902.105610308362,20.5,0.959,0.0,3.34,4455.710871454745,20.5,0.494,0.0,0.823,3824.6947119999
1731070814.05,39.7,1.044,0.0,3.14,7696.853053918547,19.8,0.385,0.0,0.765,3902.0119970343503,19.8,0.949,0.0,1.42,4455.663790334724,19.8,0.467,0.0,0.761,3824.646732052517
1731070814.55,40.3,1.281,0.0,1.94,7697.446149440948,19.8,0.317,0.0,0.933,3901.918383820964,19.8,0.886,0.0,2.57,4455.616709278302,19.8,0.479,0.0,0.893,3824.598773727775
1731070815.05,39.7,1.52,0.0,3.27,7697.329373359015,19.8,0.489,0.0,0.779,3901.8247706682064,19.8,0.969,0.0,1.72,4455.569628285478,19.8,0.502,0.0,0.807,3824.550837026488
1731070815.55,40.3,1.204,0.0,1.66,7697.0299328854835,20.5,0.376,0.0,0.783,3901.7311575760814,20.5,0.871,0.0,2.05,4455.52254735626,20.5,0.483,0.0,0.803,3824.502921949465
1731070816.05,39.7,1.664,0.0,7.92,7696.880484410019,19.8,0.334,0.0,0.784,3901.637544544597,19.8,1.061,0.0,2.33,4455.475466490641,19.8,0.593,0.0,0.771,3824.455028497524
1731070816.55,39.7,0.722,0.0,3.48,7696.643316346624,19.8,0.354,0.0,0.683,3901.543931573756,19.8,0.934,0.0,1.95,4455.428385688631,19.8,0.531,0.0,0.686,3824.407156671476
1731070817.05,40.3,0.797,0.0,2.06,7697.337536175623,19.9,0.624,0.0,0.934,3901.450318663561,19.8,1.054,0.0,2.2,4455.381304950228,19.8,0.57,0.0,0.837,3824.359306472132
1731070817.55,40.3,0.761,0.0,1.77,7697.046502560402,20.5,0.455,0.0,0.817,3901.356705814018,20.5,1.021,0.0,2.67,4455.334224275435,20.5,0.562,0.0,0.758,3824.311477900304
1731070818.05,39.7,0.722,0.0,2.37,7697.107525602498,19.8,0.505,0.0,0.859,3901.263093025129,19.8,1.124,0.0,1.88,4455.287143664255,19.8,0.602,0.0,0.789,3824.263670956802
1731070818.55,40.3,0.67,0.0,1.71,7696.674282846678,19.8,0.463,0.0,1.16,3901.169480296901,19.8,0.985,0.0,11.3,4455.240063116689,19.8,0.729,0.0,0.82,3824.2158856424408
1731070819.05,39.0,0.729,0.016,2.09,7697.156671225198,19.8,0.446,0.0,0.82,3901.0758676293394,19.8,0.829,0.0,1.63,4455.19298263274,19.8,0.677,0.0,1.35,3824.168121958029
1731070819.55,40.3,1.313,0.0,1.72,7697.078708078204,20.5,0.611,0.0,0.968,3900.982255022445,20.5,0.752,0.0,1.96,4455.145902212406,19.8,0.478,0.0,1.0,3824.1203799043774
1731070820.05,39.7,0.903,0.0,1.84,7697.434916206594,19.8,0.558,0.0,0.851,3900.888642476225,19.8,0.836,0.0,3.79,4455.098821855694,20.5,0.484,0.0,1.59,3824.072659482296
1731070820.55,40.3,0.648,0.0,3.34,7696.790656478038,19.9,0.503,0.0,0.989,3900.7950299906806,19.9,0.833,0.0,1.79,4455.0517415626055,19.8,0.496,0.0,0.841,3824.024960692594
1731070821.05,39.7,0.69,0.0,1.73,7697.1264198220015,19.8,0.531,0.0,0.856,3900.70141756582,19.8,0.87,0.0,2.43,4455.00466133314,19.8,0.636,0.0,0.941,3823.977283536083
1731070821.55,40.3,0.867,0.0,1.71,7696.894336401639,20.5,0.492,0.0,1.61,3900.6078052016455,20.5,0.896,0.0,2.62,4454.9575811673,20.5,0.555,0.0,0.933,3823.9296280135695
1731070822.05,39.7,0.832,0.0,2.4,7696.981268496675,19.8,0.464,0.0,0.958,3900.5141928981625,19.2,1.014,0.032,1.79,4454.910501065088,19.8,0.731,0.0,1.61,3823.881994125865
1731070822.55,40.3,0.999,0.0,1.98,7696.816162293615,19.9,0.399,0.0,1.0,3900.420580655375,19.8,1.013,0.0,3.02,4454.863421026507,19.8,0.777,0.0,0.953,3823.834381873776
1731070823.05,39.7,0.841,0.0,2.53,7696.891886071462,19.8,0.473,0.0,5.26,3900.326968473284,19.8,1.079,0.0,8.83,4454.81634105156,19.9,0.816,0.0,4.72,3823.78679125811
1731070823.55,40.3,1.219,0.0,2.12,7696.987340640187,20.5,0.453,0.0,0.853,3900.2333563518982,20.5,1.048,0.0,2.0,4454.769261140245,20.5,0.635,0.0,1.33,3823.739222279678
1731070824.05,39.1,0.876,0.016,2.4,7696.924099259167,19.8,0.568,0.0,0.804,3900.1397442912216,19.8,1.092,0.0,2.2,4454.722181292566,19.8,0.597,0.0,0.919,3823.691674939285
1731070824.55,40.3,1.029,0.0,2.86,7696.963112204627,19.8,0.578,0.0,0.821,3900.046132291259,19.8,1.255,0.0,2.52,4454.675101508527,19.8,0.784,0.0,0.901,3823.6441492377407
1731070825.05,39.7,1.134,0.0,1.66,7696.945072728306,19.8,0.477,0.0,0.713,3899.952520352011,19.8,1.268,0.0,2.66,4454.628021788126,19.8,0.75,0.0,0.816,3823.596645175849
1731070825.55,40.3,0.98,0.0,10.7,7696.581098896077,20.5,0.735,0.0,2.58,3899.858908473485,20.5,1.27,0.0,2.09,4454.580942131371,20.5,0.716,0.0,2.7,3823.549162754416
1731070826.05,39.7,0.973,0.0,1.62,7696.896969303285,19.9,0.559,0.0,1.21,3899.765296655684,19.8,1.301,0.0,1.83,4454.5338625382565,19.8,0.733,0.0,1.26,3823.501701974252
1731070826.55,40.3,1.018,0.0,1.57,7696.5999957732,19.8,0.673,0.0,1.52,3899.671684898615,19.8,1.351,0.0,2.97,4454.486783008791,19.2,0.824,0.032,1.49,3823.45426283616
1731070827.05,39.7,1.14,0.0,2.1,7696.687691874766,19.8,0.61,0.0,0.881,3899.57807320228,19.8,1.143,0.0,1.65,4454.439703542972,19.8,1.078,0.0,0.893,3823.4068453409454
1731070827.55,40.3,1.099,0.0,1.85,7696.794103622524,20.5,0.6,0.0,0.873,3899.484461566683,19.8,0.557,0.0,1.58,4454.392624140804,20.5,0.875,0.0,0.815,3823.359449489415
1731070828.05,39.7,1.274,0.0,1.67,7696.5396058893375,19.8,0.796,0.0,0.849,3899.390849991829,20.5,0.535,0.0,2.78,4454.34554480229,19.2,0.348,0.0,1.01,3823.312075282371
1731070828.55,40.3,1.308,0.0,3.0,7696.534089170679,19.9,0.959,0.0,0.868,3899.297238477722,19.8,1.043,0.0,2.07,4454.298465527428,20.5,0.586,0.0,0.794,3823.2647227206216
1731070829.05,39.7,1.212,0.0,2.63,7696.578515211743,19.8,0.895,0.0,0.795,3899.20362702437,19.8,0.774,0.0,1.76,4454.251386316224,19.8,0.397,0.0,0.861,3823.2173918049702
1731070829.55,40.3,0.993,0.0,2.46,7697.0421498079295,20.5,0.883,0.0,0.771,3899.110015631773,20.5,0.699,0.0,3.44,4454.204307168678,20.5,0.427,0.0,0.81,3823.17008253622
1731070830.05,39.7,0.997,0.0,6.21,7696.653494838431,19.8,0.874,0.0,0.906,3899.016404299936,19.8,0.691,0.0,1.55,4454.157228084792,19.8,0.387,0.0,2.02,3823.1227949151735
1731070830.55,40.3,0.993,0.0,1.99,7696.87737500373,19.8,0.622,0.0,1.04,3898.922793028864,19.9,0.638,0.0,1.66,4454.11014906457,19.8,0.428,0.0,0.826,3823.075528942634
1731070831.05,39.7,1.122,0.0,3.5,7696.442624899522,19.8,0.366,0.0,0.91,3898.8291818185617,19.8,0.724,0.0,2.47,4454.063070108012,19.8,0.502,0.0,2.81,3823.028284619406
1731070831.55,40.3,1.066,0.0,1.69,7696.563535878036,20.5,0.282,0.0,1.54,3898.735570669034,19.9,0.647,0.0,1.52,4454.015991215119,20.5,0.353,0.0,0.892,3822.981061946292
1731070832.05,39.6,1.246,0.0,1.73,7696.546568416626,19.8,0.393,0.0,0.945,3898.641959580285,20.5,0.596,0.0,1.96,4453.968912385895,19.8,0.567,0.0,0.842,3822.933860924094
1731070832.55,40.4,1.17,0.0,2.62,7696.425563020214,19.8,0.364,0.0,0.906,3898.5483485523177,19.8,0.721,0.0,9.35,4453.921833620342,19.8,0.551,0.0,0.826,3822.886681553614
1731070833.05,39.6,1.461,0.0,1.85,7696.776681072277,19.8,0.356,0.0,1.67,3898.4547375851366,19.8,0.684,0.0,1.35,4453.874754918464,19.8,0.448,0.0,1.25,3822.839523835653
1731070833.55,39.7,0.909,0.0,1.69,7696.598494271545,20.5,0.355,0.0,7.08,3898.361126678748,20.5,0.72,0.0,2.4,4453.827676280258,20.5,0.444,0.0,1.27,3822.792387771012
1731070834.05,40.3,0.88,0.0,3.22,7696.230724006451,19.8,0.297,0.0,2.43,3898.2675158331554,19.8,0.791,0.0,2.06,4453.780597705729,19.8,0.424,0.0,1.23,3822.745273360494
1731070834.55,40.3,0.931,0.0,2.91,7696.863920201765,19.8,0.372,0.0,1.88,3898.173905048363,19.8,0.742,0.0,2.53,4453.733519194879,19.8,0.415,0.0,1.05,3822.698180604899
1731070835.05,39.6,1.124,0.0,1.6,7696.964249499754,19.8,0.317,0.0,3.14,3898.0802943243752,19.8,0.774,0.0,1.78,4453.686440747709,19.8,0.436,0.0,0.854,3822.651109505026
1731070835.55,39.7,1.095,0.016,2.32,7696.951736297945,20.5,0.313,0.0,0.965,3897.986683661194,20.5,0.861,0.0,1.72,4453.639362364223,20.5,0.488,0.0,0.864,3822.604060061674
1731070836.05,39.7,1.252,0.0,1.58,7696.483453082156,19.8,0.707,0.0,0.79,3897.8930730588286,19.8,1.024,0.0,2.18,4453.592284044421,19.9,0.532,0.0,1.33,3822.557032275646
1731070836.55,40.3,1.179,0.0,2.0,7696.496383731213,19.8,0.375,0.0,2.02,3897.79946251728,19.8,1.0,0.0,1.58,4453.545205788305,19.9,0.656,0.0,0.742,3822.51002614774
1731070837.05,39.7,1.153,0.0,2.17,7696.560990665089,19.9,0.361,0.0,1.16,3897.705852036555,19.8,0.895,0.0,4.53,4453.498127595879,19.8,0.518,0.0,0.818,3822.463041678756
1731070837.55,39.1,1.137,0.016,1.94,7696.618247337431,20.5,0.444,0.0,1.91,3897.6122416166554,20.5,1.048,0.0,2.98,4453.451049467142,20.5,0.616,0.0,0.936,3822.41607886949
1731070838.05,40.3,0.696,0.0,1.93,7696.337001040215,19.8,0.366,0.0,4.42,3897.518631257585,19.8,0.989,0.0,2.07,4453.403971402101,19.8,0.6,0.0,1.44,3822.36913772074
1731070838.55,40.3,0.757,0.0,1.67,7696.309869011793,19.8,0.448,0.0,0.944,3897.42502095935,19.8,1.203,0.0,1.81,4453.356893400753,19.8,0.655,0.0,10.0,3822.322218233309
1731070839.05,39.7,0.685,0.0,2.98,7696.388850766769,19.8,0.512,0.0,1.51,3897.331410721957,19.9,1.172,0.0,3.36,4453.309815463102,19.8,0.647,0.0,0.871,3822.2753204079895
1731070839.55,40.3,0.699,0.0,7.02,7696.674868050094,20.5,0.427,0.0,0.862,3897.237800545408,20.5,1.109,0.0,1.73,4453.262737589149,20.5,0.625,0.0,0.876,3822.228444245582
1731070840.05,39.7,0.863,0.0,1.72,7696.627380552742,19.8,0.433,0.0,1.27,3897.144190429705,19.8,0.904,0.0,1.96,4453.215659778896,19.8,0.712,0.0,0.862,3822.1815897468814
1731070840.55,40.3,0.864,0.0,3.0,7696.537359717395,19.8,0.508,0.0,0.832,3897.050580374855,19.8,0.838,0.0,1.54,4453.168582032349,19.8,0.767,0.0,0.804,3822.134756912685
1731070841.05,39.7,0.823,0.0,1.52,7696.139059256669,19.8,0.47,0.0,1.78,3896.956970380863,19.8,0.931,0.0,1.55,4453.121504349505,19.8,0.529,0.0,0.699,3822.087945743791
1731070841.55,40.3,0.882,0.0,1.97,7696.242049455917,20.5,0.527,0.0,1.86,3896.8633604477336,20.5,0.957,0.0,3.16,4453.074426730369,20.5,0.45,0.0,0.752,3822.0411562409954
1731070842.05,39.7,0.832,0.0,1.8,7696.340991049921,19.8,0.606,0.0,1.75,3896.769750575469,19.8,0.861,0.0,2.67,4453.02734917494,19.8,0.486,0.0,0.841,3821.994388405091
1731070842.55,39.7,1.082,0.0,1.7,7696.32680016259,19.8,0.538,0.0,1.44,3896.676140764075,19.8,1.131,0.0,1.89,4452.980271683224,19.8,0.602,0.0,0.759,3821.947642236875
1731070843.05,40.3,0.905,0.0,2.44,7696.419337017947,19.9,0.616,0.0,1.19,3896.5825310135538,19.9,1.246,0.0,1.75,4452.933194255221,19.8,0.703,0.0,0.886,3821.900917737141
1731070843.55,40.3,0.688,0.0,1.57,7695.979106942347,19.8,0.471,0.0,1.96,3896.4889213239135,20.5,0.978,0.0,1.5,4452.886116890932,20.5,0.554,0.0,0.765,3821.854214906685
1731070844.05,39.7,0.852,0.0,8.11,7696.152216799755,20.5,0.436,0.0,0.862,3896.3953116951575,19.9,1.083,0.0,2.86,4452.839039590361,19.8,0.618,0.0,1.24,3821.807533746303
1731070844.55,40.4,0.978,0.0,2.73,7696.48401927013,19.8,0.486,0.0,0.707,3896.301702127288,19.8,1.039,0.0,1.63,4452.791962353507,19.8,0.631,0.0,0.798,3821.760874256787
1731070845.05,39.7,0.993,0.0,1.9,7696.210772802807,19.8,0.462,0.0,0.832,3896.208092620312,19.8,1.129,0.0,1.66,4452.744885180376,19.8,0.697,0.0,0.851,3821.714236438931
1731070845.55,40.3,0.928,0.0,1.59,7696.460331141933,20.5,0.47,0.0,1.03,3896.1144831742295,20.5,1.109,0.0,2.67,4452.697808070968,20.5,0.622,0.0,1.24,3821.667620293528
