Time,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,F1C1Distance,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F4Distance,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1F2Distance,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1S1Distance
1731071801.23,8.32,0.735,0.0,0.876,3717.623896254166,19.8,0.573,0.0,0.897,4126.054397363177,19.8,0.624,0.0,1.04,1031.816621304386,40.3,0.964,0.0,1.23,4341.963274864448
1731071801.73,7.68,0.891,0.0,1.34,3717.53041157702,20.5,0.841,0.0,5.67,4126.229345298199,19.8,0.677,0.0,0.943,1031.8603454440904,39.7,0.507,0.0,1.1,4342.226027492705
1731071802.23,7.68,0.471,0.0,1.48,3717.436926969978,19.8,0.726,0.0,1.11,4126.404295509589,19.8,0.756,0.0,0.823,1031.9040701538115,39.7,0.67,0.016,0.924,4341.715948783352
1731071802.73,8.32,0.603,0.0,0.761,3717.3434424330494,19.8,0.63,0.0,0.727,4126.579247997061,19.8,0.584,0.0,1.27,1031.9477954334711,39.7,0.573,0.0,5.14,4342.404924821626
1731071803.23,8.32,0.562,0.0,5.73,3717.249957966238,20.5,0.717,0.0,1.13,4126.754202760324,20.5,0.534,0.0,1.4,1031.9915212829997,40.3,0.571,0.0,1.44,4341.96159471508
1731071803.73,7.68,0.713,0.0,1.05,3717.156473569549,19.9,0.717,0.0,1.47,4126.929159799088,19.8,0.606,0.0,0.767,1032.0352477023246,39.7,0.745,0.0,0.828,4342.033718162697
1731071804.23,8.32,0.654,0.0,0.754,3717.062989242986,19.8,0.556,0.0,0.817,4127.104119113063,19.8,0.618,0.0,1.18,1032.0789746913738,40.3,0.664,0.0,1.64,4342.609440886605
1731071804.73,7.68,0.418,0.0,1.27,3716.9695049865554,19.8,0.498,0.0,1.21,4127.279080701957,19.8,0.649,0.0,1.26,1032.1227022500775,39.4,0.795,0.0,1.63,4342.41699732366
1731071805.23,7.69,0.655,0.0,1.27,3716.8760208002623,19.9,0.472,0.0,1.35,4127.454044565487,20.5,0.705,0.0,0.869,1032.1664303783575,40.6,0.769,0.0,0.827,4342.138677069602
1731071805.73,8.31,0.457,0.0,0.765,3716.7825366841134,20.5,0.473,0.0,0.839,4127.62901070336,19.8,0.728,0.0,0.995,1032.2101590761447,39.1,0.45,0.0,1.76,4342.584495177685
1731071806.23,7.68,0.717,0.0,1.14,3716.689052638114,19.8,0.532,0.0,1.28,4127.803979115288,19.8,0.849,0.0,1.54,1032.2538883433665,40.9,0.325,0.0,1.59,4342.447484459427
1731071806.73,8.31,0.97,0.0,1.51,3716.595568662268,19.8,0.626,0.0,1.44,4127.97894980098,20.5,0.858,0.0,0.784,1032.2976181799495,39.7,0.417,0.0,0.848,4342.839758858054
1731071807.23,7.69,0.557,0.0,0.788,3716.5020847565775,20.5,0.672,0.0,0.808,4128.153922760148,19.8,0.908,0.0,1.17,1032.3413485858264,40.3,0.32,0.0,1.13,4342.750366072991
1731071807.73,8.31,0.918,0.0,1.19,3716.408600921055,19.8,0.796,0.0,1.21,4128.328897992503,19.8,0.979,0.0,1.4,1032.3850795609171,39.7,0.319,0.0,6.76,4342.631671625652
1731071808.23,7.69,0.718,0.0,1.32,3716.3151171557024,19.8,0.726,0.0,1.26,4128.503875497757,19.8,0.93,0.0,0.72,1032.428811105153,40.3,0.416,0.0,1.66,4343.274985169126
1731071808.73,8.31,0.922,0.0,0.757,3716.221633460524,19.8,0.806,0.0,0.826,4128.67885527562,20.5,0.91,0.0,1.18,1032.472543218462,39.7,0.737,0.0,2.22,4342.999693414025
1731071809.23,8.33,0.816,0.0,1.32,3716.128149835525,20.5,0.719,0.0,1.18,4128.8538373258025,19.8,1.024,0.0,4.85,1032.5162759007712,40.3,0.343,0.0,2.67,4343.037134882304
1731071809.73,7.68,0.56,0.0,1.42,3716.034666280711,19.8,0.782,0.0,1.08,4129.028821648015,19.8,1.034,0.0,0.768,1032.5600091520118,39.7,0.414,0.0,0.965,4342.702046859737
1731071810.23,8.32,0.778,0.0,0.81,3715.941182796089,19.9,0.849,0.0,0.819,4129.203808241971,19.8,1.068,0.0,1.36,1032.603742972105,40.3,0.401,0.0,1.0,4343.382265299031
1731071810.73,7.68,0.434,0.0,1.14,3715.847699381663,19.8,0.807,0.0,1.22,4129.378797107381,20.5,1.209,0.0,1.49,1032.647477360982,39.7,0.4,0.0,1.12,4343.034110654192
1731071811.23,8.32,0.875,0.0,1.35,3715.754216037439,20.5,0.957,0.0,4.53,4129.553788243956,19.8,1.018,0.0,0.881,1032.6912123185705,40.3,0.538,0.0,0.844,4343.454798942948
1731071811.73,7.68,0.649,0.0,0.821,3715.6607327634215,19.8,0.829,0.0,0.886,4129.728781651406,19.8,0.712,0.0,1.28,1032.734947844798,39.7,0.652,0.0,1.64,4343.195677478383
1731071812.23,7.68,0.511,0.0,1.27,3715.567249559614,19.9,1.016,0.0,0.83,4129.903777329442,19.8,0.817,0.0,1.85,1032.778683939595,40.3,0.501,0.0,6.76,4343.694391981426
1731071812.73,8.32,0.799,0.0,4.49,3715.473766426026,19.8,0.619,0.0,1.3,4130.078775277779,20.5,0.716,0.0,0.844,1032.8224206028842,39.7,0.599,0.0,0.959,4343.4617255291005
1731071813.23,7.68,0.44,0.0,0.875,3715.38028336266,19.8,0.41,0.0,1.05,4130.253775496126,19.8,0.787,0.0,1.13,1032.8661578345957,40.3,0.59,0.0,1.06,4343.58423090796
1731071813.73,8.32,0.95,0.0,0.811,3715.286800369523,20.5,0.384,0.0,0.839,4130.428777984194,19.8,0.95,0.0,1.0,1032.9098956346572,39.7,0.82,0.0,1.58,4343.2692910109845
1731071814.23,8.32,0.796,0.0,1.26,3715.1933174466176,19.8,0.582,0.0,1.32,4130.603782741696,19.8,0.83,0.0,6.3,1032.953634002997,39.6,0.423,0.0,3.35,4343.544903751614
1731071814.73,7.68,0.596,0.0,1.1,3715.099834593951,19.8,0.427,0.0,1.45,4130.77878976834,20.5,0.864,0.0,1.78,1032.9973729395456,40.3,0.483,0.0,1.83,4343.877521925951
1731071815.23,7.68,0.36,0.0,0.814,3715.006351811528,20.5,0.531,0.0,0.729,4130.953799063843,19.8,0.953,0.0,0.921,1033.0411124442246,40.3,0.476,0.0,2.07,4343.615285396841
1731071815.73,8.32,0.506,0.0,1.19,3714.912869099355,19.9,0.651,0.0,1.28,4131.1288106279135,19.8,0.874,0.0,0.813,1033.0848525169654,39.7,0.647,0.0,2.34,4343.960633350123
1731071816.23,8.32,0.988,0.0,1.14,3714.819386457437,19.8,0.506,0.0,1.09,4131.303824460264,19.8,0.903,0.0,1.2,1033.1285931576951,40.3,0.607,0.0,1.03,4344.11664096847
1731071816.73,7.68,0.608,0.0,0.848,3714.725903885777,19.9,0.511,0.0,7.12,4131.478840560606,20.5,0.938,0.0,1.11,1033.1723343663425,39.7,0.624,0.0,4.19,4344.3699323604815
1731071817.23,7.68,0.522,0.0,1.32,3714.632421384382,19.8,0.41,0.0,1.04,4131.653858928648,19.8,0.95,0.0,0.819,1033.216076142838,40.3,0.697,0.0,1.44,4344.432588575375
1731071817.73,8.32,0.345,0.0,1.24,3714.538938953258,20.5,0.61,0.0,1.01,4131.828879564108,19.8,1.067,0.0,1.2,1033.2598184871033,39.7,0.694,0.0,1.31,4344.363359909864
1731071818.23,7.68,0.606,0.0,6.02,3714.44545659241,19.2,0.474,0.0,1.08,4132.003902466696,19.9,1.069,0.0,1.51,1033.3035613990692,40.3,0.79,0.0,1.18,4344.461577150287
1731071818.73,8.31,0.891,0.0,0.932,3714.3519743018433,19.8,0.427,0.031,1.25,4132.178927636121,19.8,1.249,0.0,2.37,1033.347304878664,39.7,0.503,0.0,1.41,4344.225755854784
1731071819.23,7.68,0.795,0.0,1.13,3714.258492081563,19.8,0.591,0.0,1.15,4132.353955072098,20.5,1.069,0.0,1.22,1033.3910489258155,40.3,0.562,0.0,0.772,4344.682753131393
1731071819.73,8.32,0.687,0.0,0.905,3714.165009931572,19.8,0.494,0.0,1.08,4132.528984774335,19.8,1.079,0.0,1.56,1033.4347935404548,39.7,1.396,0.0,1.2,4344.56922875496
1731071820.23,8.32,0.602,0.0,1.11,3714.07152785188,20.6,0.584,0.0,0.898,4132.704016742548,19.8,0.677,0.0,0.989,1033.4785387225036,40.3,0.665,0.0,1.37,4344.328001765202
1731071820.73,7.68,0.66,0.0,0.982,3713.97804584249,19.8,0.496,0.0,1.54,4132.879050976449,20.5,0.676,0.0,1.09,1033.5222844718928,39.7,0.728,0.0,0.804,4344.790718770682
1731071821.23,7.68,0.859,0.0,1.08,3713.884563903407,20.5,0.641,0.0,1.1,4133.05408747575,19.8,0.678,0.0,0.865,1033.5660307885505,40.3,0.678,0.0,1.28,4344.841913226694
1731071821.73,8.32,0.756,0.0,0.771,3713.791082034638,19.8,0.6,0.0,2.43,4133.229126240161,19.9,0.673,0.0,1.11,1033.6097776724046,39.7,0.816,0.0,2.01,4344.427274019924
1731071822.23,7.69,0.805,0.0,1.2,3713.697600236185,19.8,0.534,0.0,1.03,4133.404167269394,19.8,0.662,0.0,1.29,1033.653525123386,39.7,0.866,0.016,1.87,4344.669470837622
1731071822.73,8.31,0.462,0.0,1.3,3713.604118508056,19.8,0.585,0.0,0.893,4133.579210563164,20.5,0.676,0.0,0.759,1033.6972731414169,39.7,0.67,0.0,0.821,4344.721463907077
1731071823.23,8.32,0.66,0.0,3.32,3713.510636850257,19.9,0.704,0.0,1.352,4133.754256121184,19.9,0.751,0.0,3.03,1033.7410217264282,40.3,0.467,0.0,1.63,4345.185200389756
1731071823.73,7.68,0.714,0.0,1.04,3713.417155262792,20.5,0.737,0.0,1.81,4133.929303943163,19.8,0.596,0.0,1.14,1033.784770878348,39.7,0.568,0.0,1.46,4345.048341187152
1731071824.23,8.32,0.826,0.0,0.889,3713.323673745666,19.8,0.669,0.0,1.6,4134.104354028816,19.9,0.546,0.0,0.812,1033.8285205971042,40.3,0.609,0.0,0.719,4344.820352525874
1731071824.73,7.68,0.793,0.0,1.14,3713.230192298882,19.8,0.667,0.0,0.965,4134.279406377851,20.5,0.614,0.0,8.31,1033.8722708826283,39.7,0.698,0.0,2.09,4344.890599501017
1731071825.23,8.32,0.497,0.0,1.09,3713.136710922451,20.5,0.703,0.0,2.07,4134.454460989986,19.8,0.784,0.0,1.54,1033.9160217348417,40.3,0.787,0.0,2.86,4345.43316505886
1731071825.73,7.68,0.705,0.0,0.856,3713.0432296163744,19.8,0.617,0.0,1.69,4134.629517864932,19.8,0.67,0.0,0.875,1033.9597731536755,39.7,0.678,0.0,1.39,4345.184684226303
1731071826.23,8.32,0.624,0.0,1.18,3712.94974838066,19.8,0.471,0.0,1.29,4134.804577002402,19.8,0.839,0.0,0.967,1034.003525139058,40.3,0.815,0.0,1.54,4345.076860707369
1731071826.73,7.69,0.792,0.0,1.06,3712.85626721531,19.8,0.622,0.0,0.821,4134.979638402106,20.5,0.719,0.0,1.55,1034.0472776909176,39.7,1.079,0.0,1.93,4345.601826556016
1731071827.23,7.68,0.825,0.0,0.853,3712.7627861203305,20.5,0.891,0.0,1.35,4135.154702063756,19.8,0.829,0.0,0.825,1034.091030809185,39.7,0.387,0.0,1.13,4345.323177902093
1731071827.73,8.32,0.485,0.0,1.24,3712.669305095728,19.8,0.808,0.0,1.12,4135.32976798707,19.8,0.729,0.0,1.13,1034.1347844937825,40.3,0.475,0.0,6.74,4345.468936934288
1731071828.23,7.68,0.67,0.0,1.51,3712.575824141508,19.8,0.582,0.0,1.5,4135.504836171758,19.8,0.756,0.0,1.3,1034.1785387446405,40.3,0.612,0.0,0.828,4345.673735703218
1731071828.73,8.31,0.425,0.0,0.953,3712.482343257676,19.9,0.783,0.0,5.57,4135.679906617533,20.5,0.886,0.0,0.781,1034.222293561688,39.7,0.561,0.0,3.094,4345.479698617012
1731071829.23,8.32,0.764,0.0,3.572,3712.388862444235,19.8,0.738,0.0,1.66,4135.854979324106,19.8,0.907,0.0,1.19,1034.266048944853,40.3,0.542,0.0,5.36,4345.686095481219
1731071829.73,7.68,0.726,0.0,6.19,3712.295381701192,20.5,0.861,0.0,0.888,4136.030054291191,19.8,0.867,0.0,3.855,1034.309804894067,39.7,0.631,0.0,1.15,4345.846037164595
1731071830.23,8.32,0.404,0.0,1.06,3712.201901028552,19.8,0.635,0.0,1.15,4136.205131518503,19.9,0.935,0.0,6.52,1034.3535614092511,40.3,0.798,0.0,0.792,4346.110236252622
1731071830.73,7.68,0.755,0.0,0.93,3712.108420426322,19.8,0.639,0.0,1.03,4136.380211005753,19.8,1.127,0.0,4.08,1034.397318490337,39.7,0.416,0.0,1.14,4346.125479738784
1731071831.23,8.32,0.428,0.0,1.04,3712.014939894505,20.5,0.89,0.0,0.757,4136.555292752655,20.5,1.382,0.0,1.64,1034.4410761372533,40.3,0.461,0.0,1.25,4345.91103463556
1731071831.73,7.68,0.886,0.0,0.866,3711.921459433107,19.8,0.736,0.0,1.75,4136.730376758922,19.8,1.018,0.0,1.13,1034.4848343499275,39.7,0.455,0.0,0.868,4346.507701197776
1731071832.23,7.68,0.739,0.0,1.17,3711.827979042131,19.8,0.713,0.0,0.788,4136.905463024264,19.8,0.934,0.0,0.97,1034.5285931282915,40.3,0.39,0.0,1.17,4346.067864008088
1731071832.73,8.32,0.609,0.0,1.47,3711.734498721587,19.9,0.896,0.0,0.889,4137.080551548398,19.8,0.7,0.0,1.01,1034.5723524722673,39.7,0.86,0.0,1.48,4346.10903497452
1731071833.23,8.32,0.85,0.0,0.86,3711.64101847148,20.5,0.877,0.0,3.05,4137.255642331037,20.5,0.758,0.0,0.807,1034.6161123817858,40.3,0.472,0.0,0.774,4346.565284749685
1731071833.73,7.68,0.479,0.0,0.959,3711.547538291811,19.8,0.942,0.0,6.72,4137.430735371893,19.8,0.717,0.0,1.18,1034.6598728567756,39.7,0.505,0.0,1.18,4346.411874945059
1731071834.23,7.68,0.985,0.0,0.858,3711.454058182588,19.8,0.659,0.0,3.69,4137.60583067068,19.8,0.908,0.0,2.22,1034.7036338971643,40.3,0.582,0.0,6.4,4346.341751935853
1731071834.73,8.32,0.698,0.0,1.23,3711.360578143815,19.8,0.438,0.0,3.38,4137.780928227108,20.5,0.843,0.0,0.9,1034.7473955028845,39.1,0.565,0.016,0.904,4346.415544501061
1731071835.23,8.32,0.647,0.0,1.06,3711.2670981755,19.8,0.483,0.0,3.24,4137.956028040897,19.8,0.748,0.0,1.0,1034.791157673857,40.3,0.739,0.0,1.26,4346.779863907996
1731071835.73,7.68,0.647,0.0,0.786,3711.173618277647,20.5,0.418,0.0,0.843,4138.131130111756,19.9,0.704,0.0,5.83,1034.834920410014,39.7,0.382,0.0,1.3,4346.662297831675
1731071836.23,8.3,0.532,0.0,1.15,3711.08013845026,19.8,0.457,0.0,1.22,4138.3062344394,19.8,0.821,0.0,0.839,1034.8786837112834,40.3,0.462,0.0,1.03,4346.745098609911
1731071836.73,7.7,1.068,0.0,1.34,3710.986658693346,19.8,0.507,0.0,1.55,4138.481341023541,19.8,1.075,0.0,1.47,1034.922447577594,39.7,0.862,0.0,0.913,4346.91948749636
1731071837.23,7.68,0.651,0.0,0.902,3710.893179006908,20.5,0.535,0.0,0.828,4138.656449863892,20.5,1.023,0.0,1.35,1034.9662120088765,40.3,0.62,0.0,0.859,4346.941627766222
1731071837.73,8.32,0.5,0.0,1.03,3710.799699390954,19.8,0.473,0.0,1.21,4138.83156096017,19.8,0.876,0.0,0.802,1035.0099770050535,39.7,0.616,0.0,1.21,4346.487715271879
1731071838.23,8.32,0.309,0.0,0.824,3710.706219845489,19.8,0.41,0.0,4.68,4139.006674312087,19.8,0.94,0.0,1.11,1035.0537425660564,40.3,0.59,0.0,1.3,4346.84461019046
1731071838.73,7.68,0.46,0.0,1.23,3710.612740370518,19.8,0.402,0.0,0.82,4139.181789919357,20.5,1.004,0.0,1.3,1035.0975086918131,39.7,0.726,0.0,0.798,4347.130122973767
1731071839.23,7.69,0.897,0.0,1.2,3710.519260966045,19.8,0.38,0.0,1.26,4139.356907781692,19.8,1.034,0.0,0.789,1035.141275382253,40.3,0.946,0.0,1.11,4347.126841403353
1731071839.73,8.31,0.636,0.0,0.846,3710.425781632075,20.5,0.429,0.0,1.53,4139.532027898805,19.8,1.08,0.0,1.23,1035.1850426373069,39.0,0.678,0.016,4.75,4347.317407864686
1731071840.23,8.32,0.543,0.0,1.18,3710.332302368616,19.8,0.591,0.0,0.742,4139.707150270415,19.9,1.109,0.0,1.62,1035.2288104568968,40.3,0.474,0.0,0.759,4347.188006310723
1731071840.73,7.68,0.349,0.0,1.13,3710.2388231756727,19.8,0.437,0.0,1.18,4139.882274896232,20.5,1.19,0.0,6.42,1035.2725788409543,39.7,0.677,0.0,1.21,4347.170884996764
1731071841.23,7.69,0.637,0.0,0.816,3710.1453440532496,20.5,0.448,0.0,1.45,4140.057401775971,19.2,0.595,0.0,1.07,1035.3163477894082,40.3,0.568,0.0,3.66,4347.504155223805
1731071841.73,8.31,0.591,0.0,1.53,3710.051865001351,19.8,0.479,0.0,0.783,4140.232530909346,20.5,0.682,0.0,1.63,1035.3601173021866,39.7,0.613,0.0,2.48,4347.440685642227
1731071842.23,7.68,0.74,0.0,4.31,3709.958386019983,19.9,0.649,0.0,1.21,4140.407662296068,19.8,0.712,0.0,0.742,1035.403887379221,40.3,0.679,0.0,1.05,4347.7464788410525
1731071842.73,8.32,0.656,0.0,0.797,3709.8649071091513,19.8,0.528,0.0,2.96,4140.582795935857,19.9,0.67,0.0,1.24,1035.447658020434,39.7,0.747,0.0,1.02,4347.135728951528
1731071843.23,8.32,0.372,0.0,1.1,3709.771428268864,19.8,0.541,0.0,6.5,4140.757931828423,20.5,0.692,0.0,1.33,1035.4914292257563,40.3,0.746,0.0,0.864,4347.247620573098
1731071843.73,7.68,0.601,0.0,1.0,3709.677949499121,20.5,0.583,0.0,1.02,4140.933069973482,19.8,0.875,0.0,0.95,1035.5352009951175,39.7,0.778,0.0,0.838,4347.885649984528
1731071844.23,8.32,0.621,0.0,0.829,3709.584470799931,19.8,0.699,0.0,0.819,4141.108210370747,19.8,0.794,0.0,0.779,1035.5789733284455,39.7,0.473,0.0,2.29,4347.577712570692
1731071844.73,7.69,0.711,0.0,1.49,3709.490992171297,19.8,0.613,0.0,1.23,4141.2833530199305,20.5,0.657,0.0,1.2,1035.622746225672,40.3,0.55,0.0,0.99,4348.106479384192
1731071845.23,8.31,0.596,0.0,1.54,3709.397513613228,20.5,0.54,0.0,2.39,4141.45849792075,19.8,0.668,0.0,1.26,1035.666519686719,40.3,0.483,0.0,6.55,4348.341716868497
1731071845.73,7.68,0.349,0.0,0.829,3709.3040351257273,19.8,0.6,0.0,0.96,4141.63364507292,19.8,0.656,0.0,2.36,1035.7102937115185,39.7,0.699,0.0,1.31,4348.167861077172
1731071846.23,7.68,0.864,0.0,1.22,3709.2105567087992,19.8,0.719,0.0,1.26,4141.808794476153,19.9,0.647,0.0,1.27,1035.7540682999988,40.3,0.77,0.0,1.65,4348.163520116959
1731071846.73,8.32,0.771,0.0,1.65,3709.117078362451,19.8,0.74,0.0,0.89,4141.983946130164,19.8,0.622,0.0,1.0,1035.7978434520885,39.7,0.759,0.0,0.998,4347.981843641072
