Time,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1S1Distance,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1F2Distance,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,F1C1Distance,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F4Distance
1731070800.55,40.3,0.551,0.0,0.854,4208.730806087726,19.8,0.592,0.0,0.993,945.698688801038,8.32,0.808,0.0,0.885,3904.539576697872,19.9,0.471,0.0,5.92,3781.4722542946142
1731070801.05,39.7,0.807,0.0,0.84,4208.549661300135,19.8,0.611,0.0,0.851,945.7411128316254,7.69,0.877,0.0,0.788,3904.445961849132,19.8,0.464,0.0,0.828,3781.6420097624255
1731070801.55,40.3,0.627,0.0,0.862,4208.97433495893,20.5,0.623,0.0,1.69,945.7835376025532,8.31,0.418,0.0,2.2,3904.352347060905,20.5,0.458,0.0,4.02,3781.8117681873055
1731070802.05,39.7,0.673,0.0,0.992,4208.695309235442,19.9,0.599,0.0,0.989,945.8259631137214,7.68,0.668,0.0,0.865,3904.258732333195,19.8,0.538,0.0,0.882,3781.9815295688586
1731070802.55,40.3,0.902,0.0,0.702,4209.221497834941,19.8,0.582,0.0,1.24,945.8683893650308,8.32,0.334,0.0,1.17,3904.165117666004,19.8,0.511,0.0,3.42,3782.151293906684
1731070803.05,39.7,0.754,0.0,0.906,4208.702341851895,19.8,0.615,0.0,1.03,945.9108163563848,7.68,0.823,0.0,0.788,3904.0715030593374,19.9,0.488,0.0,1.02,3782.321061200383
1731070803.55,40.3,1.343,0.0,0.726,4209.0892025110825,20.3,0.835,0.0,0.909,945.9532440876776,8.32,0.952,0.0,0.754,3903.9778885132014,19.8,1.168,0.0,1.11,3782.4908314495615
1731070804.05,39.0,0.377,0.0,0.842,4209.325416159048,20.0,0.751,0.0,0.82,945.9956725588124,7.68,0.46,0.0,0.702,3903.8842740276,20.5,0.583,0.0,0.835,3782.66060465382
1731070804.55,41.0,0.309,0.0,0.838,4209.302902284256,19.8,0.772,0.0,0.849,946.0381017696902,7.69,0.753,0.0,0.917,3903.790659602536,19.8,0.531,0.0,1.25,3782.83038081276
1731070805.05,39.7,0.49,0.0,0.921,4209.173233416736,19.8,0.761,0.0,0.909,946.0805317202112,8.32,0.37,0.0,1.02,3903.697045238015,19.9,0.661,0.0,0.793,3783.000159925982
1731070805.55,40.3,0.406,0.0,0.741,4209.42646997582,20.5,0.826,0.0,0.775,946.1229624102792,8.32,1.002,0.0,1.7,3903.603430934038,19.8,0.585,0.0,0.865,3783.169941993089
1731070806.05,39.7,0.425,0.0,0.875,4209.09400444672,19.8,0.962,0.0,1.33,946.165393839788,7.68,0.788,0.0,0.99,3903.509816690615,20.5,0.636,0.0,0.735,3783.339727013686
1731070806.55,39.7,0.373,0.0,0.806,4209.410643979269,19.8,0.551,0.0,6.31,946.2078260086416,8.32,0.585,0.0,1.02,3903.416202507747,19.9,0.602,0.0,0.712,3783.509514987375
1731070807.05,40.3,0.43,0.0,0.777,4209.112176871699,19.8,0.621,0.0,1.43,946.2502589167408,7.68,1.021,0.0,0.936,3903.322588385439,19.8,0.613,0.0,0.743,3783.679305913756
1731070807.55,40.3,0.491,0.0,0.877,4209.332913712225,20.5,0.617,0.0,0.882,946.2926925639856,8.32,0.486,0.0,3.75,3903.228974323695,19.8,0.696,0.0,0.877,3783.849099792433
1731070808.05,39.0,0.555,0.0,0.773,4209.7670230514905,19.8,0.757,0.0,0.856,946.33512695028,7.68,1.055,0.0,1.43,3903.1353603225184,20.5,0.823,0.0,0.706,3784.018896623006
1731070808.55,40.3,0.47,0.016,0.886,4209.612536747178,19.8,0.648,0.0,0.852,946.377562075518,8.32,0.692,0.0,0.789,3903.041746381916,19.8,0.784,0.0,0.928,3784.1886964050814
1731070809.05,39.7,0.474,0.0,0.894,4209.93761672339,19.8,0.735,0.0,1.2,946.419997939604,7.68,0.54,0.0,1.04,3902.948132501891,19.8,0.83,0.0,0.86,3784.3584991382622
1731070809.55,40.3,0.634,0.0,2.45,4209.536138248652,20.5,0.897,0.0,1.06,946.462434542438,7.67,0.381,0.0,0.92,3902.854518682448,19.9,1.153,0.0,0.763,3784.5283048221486
1731070810.05,39.0,0.509,0.016,0.958,4209.554495457578,19.8,0.794,0.0,2.21,946.504871883921,8.33,0.454,0.0,0.815,3902.760904923591,20.5,0.868,0.0,1.28,3784.698113456344
1731070810.55,40.3,0.586,0.0,0.911,4210.348888716326,19.8,0.803,0.0,0.846,946.5473099639564,8.32,1.17,0.0,0.998,3902.667291225322,19.8,0.882,0.0,0.951,3784.867925040449
1731070811.05,39.7,0.722,0.0,0.841,4210.098990911066,19.8,1.003,0.0,0.912,946.5897487824392,7.68,0.714,0.0,1.57,3902.5736775876494,19.8,0.699,0.0,1.54,3785.037739574072
1731070811.55,40.3,0.635,0.0,0.901,4209.837103385408,20.5,0.819,0.0,0.816,946.6321883392726,8.32,0.594,0.0,1.03,3902.480064010577,19.8,0.627,0.0,0.771,3785.207557056812
1731070812.05,39.7,0.703,0.0,0.776,4210.081195947511,19.8,0.834,0.0,0.842,946.6746286343576,7.68,0.43,0.0,0.996,3902.386450494109,20.5,0.588,0.0,0.85,3785.3773774882734
1731070812.55,39.7,0.508,0.0,0.973,4210.251649191833,19.9,0.907,0.0,0.733,946.7170696675948,7.69,0.457,0.0,1.08,3902.292837038246,19.8,0.623,0.0,0.817,3785.547200868061
1731070813.05,40.3,0.558,0.0,0.799,4210.180444675388,19.8,1.063,0.0,0.817,946.7595114388882,8.31,0.824,0.0,0.786,3902.199223642996,19.8,0.758,0.0,1.02,3785.717027195772
1731070813.55,40.3,0.64,0.0,0.798,4210.773486487776,20.5,0.966,0.0,0.721,946.8019539481325,7.68,0.575,0.0,5.39,3902.105610308362,19.8,0.678,0.0,0.809,3785.886856471017
1731070814.05,39.7,0.635,0.0,0.733,4210.289331880685,19.8,1.147,0.0,0.763,946.8443971952308,8.32,0.633,0.0,0.891,3902.0119970343503,20.5,0.616,0.0,0.685,3786.056688693396
1731070814.55,40.3,0.59,0.0,0.88,4210.872493502452,19.8,0.875,0.0,1.33,946.8868411800846,8.32,0.399,0.0,1.01,3901.918383820964,19.8,0.612,0.0,0.732,3786.226523862512
1731070815.05,39.7,0.789,0.0,0.738,4210.776236112405,19.8,0.49,0.0,1.03,946.9292859025944,7.68,0.595,0.0,0.918,3901.8247706682064,19.8,0.908,0.0,0.767,3786.39636197797
1731070815.55,40.3,0.744,0.0,0.834,4210.674788367395,20.5,0.689,0.0,1.97,946.9717313626644,8.33,0.548,0.0,1.9,3901.7311575760814,19.8,0.908,0.0,0.951,3786.56620303937
1731070816.05,39.7,0.818,0.0,0.931,4210.537875241335,19.8,0.576,0.0,1.09,947.0141775601892,7.68,0.644,0.0,1.03,3901.637544544597,19.8,0.768,0.0,0.84,3786.736047046321
1731070816.55,40.3,1.103,0.0,0.927,4210.412057925558,19.8,0.519,0.0,5.7,947.056624495072,8.32,0.69,0.0,0.942,3901.543931573756,19.8,0.858,0.0,0.829,3786.905893998424
1731070817.05,39.7,0.643,0.0,0.725,4211.201667009715,19.9,0.507,0.0,1.09,947.0990721672148,7.68,0.414,0.0,0.979,3901.450318663561,19.8,0.938,0.0,0.844,3787.0757438952814
1731070817.55,40.3,0.606,0.0,0.991,4211.108823039133,20.5,0.66,0.0,0.808,947.1415205765176,7.69,0.505,0.0,0.919,3901.356705814018,19.8,0.943,0.0,3.16,3787.2455967365
1731070818.05,39.7,0.823,0.0,0.869,4211.040565380833,19.8,0.611,0.0,1.15,947.1839697228846,8.32,0.549,0.0,2.64,3901.263093025129,20.5,0.953,0.0,0.785,3787.415452521679
1731070818.55,40.3,0.842,0.0,0.965,4210.807886468328,19.8,0.666,0.0,0.752,947.2264196062108,8.31,0.644,0.0,0.963,3901.169480296901,19.8,1.233,0.0,0.818,3787.585311250427
1731070819.05,39.6,0.844,0.0,1.07,4211.379362906304,19.8,0.554,0.0,0.832,947.2688702263998,7.69,0.744,0.0,1.29,3901.0758676293394,19.8,1.083,0.0,0.766,3787.7551729223474
1731070819.55,40.3,1.138,0.0,1.59,4211.224955007129,20.5,0.64,0.0,0.836,947.311321583353,8.31,0.415,0.0,1.14,3900.982255022445,19.9,0.816,0.0,1.06,3787.9250375370425
1731070820.05,39.7,1.051,0.0,0.762,4211.710258840869,19.8,0.821,0.0,0.803,947.3537736769712,7.68,0.702,0.0,0.996,3900.888642476225,19.8,0.706,0.0,0.736,3788.094905094117
1731070820.55,40.3,0.948,0.0,0.819,4211.071555708225,19.8,0.69,0.0,0.84,947.396226507158,8.32,0.694,0.0,1.23,3900.7950299906806,20.5,0.533,0.0,0.928,3788.264775593173
1731070821.05,39.0,0.713,0.0,0.88,4211.501590562783,19.8,0.597,0.0,0.923,947.4386800738088,7.68,0.76,0.0,0.806,3900.70141756582,19.8,0.474,0.0,1.12,3788.434649033819
1731070821.55,41.0,0.661,0.0,0.876,4211.408409545599,20.5,0.543,0.0,0.844,947.4811343768276,8.32,0.813,0.0,0.871,3900.6078052016455,19.8,0.55,0.0,0.833,3788.6045254156575
1731070822.05,39.7,0.62,0.0,0.802,4211.608135444093,19.8,0.559,0.0,0.761,947.5235894161152,7.68,0.512,0.0,0.826,3900.5141928981625,20.5,0.757,0.0,0.956,3788.774404738293
1731070822.55,40.3,0.571,0.0,0.758,4211.587613126678,19.8,0.555,0.0,0.794,947.5660451915728,8.32,0.697,0.0,1.18,3900.420580655375,19.8,0.513,0.0,0.853,3788.944287001329
1731070823.05,39.7,0.704,0.0,0.798,4211.664149632932,19.8,0.565,0.0,2.77,947.6085017031044,7.69,0.403,0.0,0.755,3900.326968473284,19.9,0.72,0.0,0.81,3789.114172204368
1731070823.55,40.3,0.66,0.0,0.882,4211.875588608698,19.9,0.636,0.0,0.838,947.650958950605,8.31,0.807,0.0,0.882,3900.2333563518982,20.5,0.603,0.0,0.774,3789.28406034702
1731070824.05,39.0,0.846,0.016,0.899,4212.009869222673,20.5,0.858,0.0,0.749,947.6934169339788,7.66,0.881,0.0,0.966,3900.1397442912216,19.8,0.55,0.0,0.758,3789.4539514288863
1731070824.55,39.0,0.945,0.016,0.894,4211.9602838762485,19.8,0.703,0.0,1.38,947.7358756531268,8.34,0.549,0.0,0.793,3900.046132291259,19.8,0.501,0.0,0.739,3789.623845449573
1731070825.05,40.3,0.934,0.0,0.786,4211.99020511681,19.9,0.692,0.0,0.743,947.77833510795,7.68,0.802,0.0,1.56,3899.952520352011,19.8,0.495,0.0,0.749,3789.793742408682
1731070825.55,39.7,0.33,0.0,1.06,4211.72481818617,20.5,0.629,0.0,1.152,947.820795298353,8.32,0.386,0.0,1.23,3899.858908473485,19.8,0.629,0.0,0.999,3789.96364230582
1731070826.05,40.3,0.544,0.0,0.821,4212.116893241885,19.8,0.775,0.0,1.56,947.8632562242304,7.68,0.896,0.0,1.26,3899.765296655684,20.5,0.622,0.0,0.827,3790.133545140593
1731070826.55,40.3,0.556,0.0,1.16,4212.038584282356,19.8,0.763,0.0,0.766,947.9057178854868,7.68,0.582,0.0,1.25,3899.671684898615,19.8,0.544,0.0,0.773,3790.3034509126046
1731070827.05,39.7,0.512,0.0,0.776,4212.058672537959,19.8,0.686,0.0,0.905,947.948180282023,8.32,0.481,0.0,0.967,3899.57807320228,19.8,0.637,0.0,0.868,3790.473359621461
1731070827.55,40.3,0.314,0.0,0.759,4212.279514738064,19.8,0.661,0.0,1.05,947.9906434137404,8.32,0.851,0.0,2.66,3899.484461566683,19.9,0.63,0.0,0.828,3790.6432712667656
1731070828.05,39.6,0.473,0.0,0.848,4212.057610671511,20.5,0.658,0.0,0.971,948.0331072805434,7.68,0.423,0.0,0.961,3899.390849991829,20.5,0.593,0.0,1.48,3790.8131858481215
1731070828.55,40.3,0.374,0.0,1.18,4212.19914993062,19.8,0.59,0.0,0.842,948.0755718823268,8.32,0.969,0.0,1.06,3899.297238477722,19.8,0.67,0.0,0.872,3790.983103365141
1731070829.05,39.7,0.382,0.0,1.17,4212.394766694307,19.8,0.576,0.0,0.864,948.1180372189953,7.68,0.652,0.0,1.15,3899.20362702437,19.8,0.768,0.0,0.846,3791.153023817424
1731070829.55,39.7,0.426,0.0,1.46,4212.843502833697,20.5,0.646,0.0,0.969,948.1605032904496,7.68,0.642,0.0,1.12,3899.110015631773,20.5,0.728,0.0,1.05,3791.3229472045778
1731070830.05,40.3,0.503,0.0,5.91,4212.443058515408,19.8,0.642,0.0,0.814,948.2029700965916,8.32,0.69,0.0,0.76,3899.016404299936,19.8,0.741,0.0,0.959,3791.492873526206
1731070830.55,39.7,0.508,0.0,2.65,4212.851694597617,19.8,0.929,0.0,2.47,948.2454376373252,7.69,0.478,0.0,0.871,3898.922793028864,19.8,0.723,0.0,1.95,3791.662802781913
1731070831.05,40.3,0.577,0.0,3.83,4212.483338813579,19.9,0.824,0.0,1.07,948.2879059125456,8.31,1.071,0.0,0.788,3898.8291818185617,19.8,0.943,0.0,2.69,3791.8327349713086
1731070831.55,39.7,0.692,0.0,4.15,4212.772732880668,20.5,0.791,0.0,1.0,948.3303749221576,8.32,0.646,0.0,0.816,3898.735570669034,19.9,0.832,0.0,0.922,3792.0026700939966
1731070832.05,40.3,0.592,0.0,0.829,4212.790056566783,19.8,0.771,0.0,0.831,948.3728446660622,7.68,0.553,0.0,0.742,3898.641959580285,20.5,0.97,0.0,0.827,3792.172608149582
1731070832.55,40.3,0.908,0.0,0.928,4212.660170955855,19.8,0.822,0.0,0.829,948.4153151441608,8.32,0.36,0.0,0.95,3898.5483485523177,19.8,0.709,0.0,0.824,3792.342549137671
1731070833.05,39.7,0.895,0.0,1.14,4213.193116326143,19.8,0.817,0.0,0.8,948.4577863563576,7.68,0.424,0.0,0.817,3898.4547375851366,19.8,0.553,0.0,0.791,3792.5124930578654
1731070833.55,40.3,0.703,0.0,1.66,4212.90509840588,20.5,0.86,0.0,0.861,948.5002583025484,8.32,1.097,0.0,0.731,3898.361126678748,20.5,0.523,0.0,0.645,3792.682439909779
1731070834.05,39.7,0.516,0.0,1.08,4212.829077920233,19.8,0.867,0.0,0.685,948.5427309826374,7.69,0.625,0.0,1.08,3898.2675158331554,19.8,0.585,0.0,0.741,3792.852389693013
1731070834.55,40.3,0.502,0.0,0.874,4213.403066205704,19.8,0.916,0.0,1.18,948.585204396526,8.31,0.559,0.0,0.813,3898.173905048363,19.8,0.559,0.0,0.865,3793.0223424071737
1731070835.05,39.7,0.875,0.0,0.904,4213.607131438766,19.8,1.034,0.0,0.839,948.6276785441156,7.68,0.375,0.0,0.666,3898.0802943243752,19.8,0.662,0.0,0.861,3793.192298051868
1731070835.55,40.3,0.65,0.0,1.33,4213.704666165677,20.5,1.118,0.0,1.12,948.6701534253108,8.32,0.431,0.0,0.719,3897.986683661194,19.9,0.7,0.0,0.812,3793.3622566266977
1731070836.05,39.7,0.948,0.0,0.837,4213.240520529992,19.2,0.555,0.0,0.77,948.7126290400066,7.68,0.488,0.0,1.23,3897.8930730588286,20.5,0.799,0.0,0.714,3793.5322181312754
1731070836.55,40.3,0.698,0.0,1.55,4213.399087980159,20.5,0.46,0.0,0.824,948.755105388108,7.69,0.74,0.0,1.61,3897.79946251728,19.8,0.8,0.0,0.816,3793.702182565205
1731070837.05,39.0,1.042,0.016,1.29,4213.602698734579,19.8,0.441,0.0,0.904,948.7975824695164,8.32,0.703,0.0,2.21,3897.705852036555,19.9,0.761,0.0,0.793,3793.872149928092
1731070837.55,39.1,0.872,0.016,2.34,4213.71325672103,20.5,0.557,0.0,0.809,948.8400602841332,8.31,0.494,0.0,0.904,3897.6122416166554,19.8,0.772,0.0,0.707,3794.042120219543
1731070838.05,39.6,0.804,0.016,4.47,4213.531866119758,19.8,0.608,0.0,1.12,948.8825388318631,7.68,0.556,0.0,0.972,3897.518631257585,20.5,1.084,0.0,0.94,3794.212093439163
1731070838.55,40.3,0.56,0.0,0.848,4213.505751604957,19.8,0.862,0.0,1.49,948.9250181126016,8.32,0.822,0.0,0.822,3897.42502095935,19.8,0.968,0.0,0.858,3794.382069586561
1731070839.05,39.7,0.649,0.0,1.07,4213.726420876636,19.8,0.561,0.0,9.09,948.967498126253,7.68,0.949,0.0,3.77,3897.331410721957,19.8,0.921,0.0,0.753,3794.552048661344
1731070839.55,40.3,0.939,0.0,1.05,4214.099942366849,20.5,0.567,0.0,0.993,949.0099788727192,7.68,0.849,0.0,0.992,3897.237800545408,20.5,0.986,0.0,0.83,3794.722030663116
1731070840.05,39.7,0.793,0.0,1.76,4214.073780931393,19.8,0.466,0.0,1.0,949.0524603519016,8.32,0.428,0.0,1.19,3897.144190429705,19.8,0.936,0.0,0.915,3794.8920155914857
1731070840.55,39.7,0.816,0.0,0.819,4213.975279349032,19.8,0.586,0.0,1.12,949.0949425637048,8.32,0.574,0.0,0.869,3897.050580374855,19.8,1.098,0.0,0.8,3795.062003446056
1731070841.05,40.3,0.87,0.0,2.64,4213.804770903076,19.9,0.568,0.0,0.913,949.1374255080248,7.68,0.631,0.0,0.871,3896.956970380863,19.8,0.876,0.0,2.82,3795.23199422644
1731070841.55,40.3,0.968,0.0,1.65,4213.975014175115,19.8,0.549,0.0,0.92,949.1799091847656,8.32,0.989,0.0,0.959,3896.8633604477336,19.9,0.588,0.0,1.68,3795.40198793224
1731070842.05,39.7,1.077,0.0,1.82,4214.169688255028,20.5,0.681,0.0,0.761,949.2223935938296,7.68,0.927,0.0,0.799,3896.769750575469,20.5,0.601,0.0,2.11,3795.571984563065
1731070842.55,39.7,0.613,0.0,1.73,4214.169265444988,19.8,0.604,0.0,0.793,949.2648787351176,8.32,0.549,0.0,1.044,3896.676140764075,19.8,0.614,0.0,1.5,3795.741984118521
1731070843.05,40.3,0.507,0.0,1.59,4214.368997090478,19.8,0.744,0.0,0.948,949.3073646085352,7.68,0.707,0.0,1.29,3896.5825310135538,19.8,0.553,0.0,1.11,3795.911986598213
1731070843.55,39.7,0.664,0.0,2.2,4214.051532329641,20.5,0.655,0.0,0.929,949.3498512139774,7.68,0.483,0.0,0.802,3896.4889213239135,19.8,0.756,0.0,1.6,3796.081992001753
1731070844.05,40.3,0.734,0.0,1.04,4214.207332731061,19.8,0.645,0.0,1.29,949.3923385513492,8.32,0.88,0.0,1.46,3896.3953116951575,20.5,0.533,0.0,1.04,3796.2520003287455
1731070844.55,40.3,0.723,0.0,5.62,4214.753305865749,19.8,0.589,0.0,0.868,949.4348266205526,8.32,0.788,0.0,1.97,3896.301702127288,19.8,0.655,0.0,5.57,3796.422011578798
1731070845.05,39.7,0.836,0.0,2.11,4214.38049980675,19.9,0.615,0.0,1.07,949.4773154214888,7.68,0.461,0.0,1.73,3896.208092620312,19.9,0.613,0.0,1.52,3796.5920257515168
1731070845.55,40.3,0.869,0.0,0.815,4214.823935403149,20.5,0.645,0.0,0.914,949.5198049540631,8.32,0.695,0.0,1.13,3896.1144831742295,19.8,0.742,0.0,0.93,3796.762042846509
