Time,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4S1Distance,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4C1Distance,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F2Distance,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F1Distance
1731070803.55,40.3,0.855,0.0,2.31,5328.892381724115,8.32,0.965,0.0,0.8,3825.6588504465462,19.8,1.327,0.0,1.71,4728.443956525233,20.5,1.118,0.0,0.868,3782.4908314495615
1731070804.05,39.7,0.767,0.0,6.15,5329.025215940457,7.68,0.741,0.0,0.869,3825.6104382176713,20.5,1.311,0.0,1.7,4728.65615820182,19.8,0.886,0.0,1.36,3782.66060465382
1731070804.55,40.3,0.465,0.0,1.27,5329.120555415219,7.68,0.543,0.0,0.887,3825.562047595098,19.8,1.134,0.0,2.4,4728.868363572833,19.8,0.876,0.0,0.873,3782.83038081276
1731070805.05,39.7,0.55,0.0,2.51,5329.42779401554,8.33,0.953,0.0,1.67,3825.5136785796494,19.8,1.281,0.0,2.0,4729.080572637772,19.8,1.019,0.0,1.1,3783.000159925982
1731070805.55,40.3,0.794,0.0,0.975,5329.623915755848,8.31,0.74,0.0,0.941,3825.465331172143,19.8,1.198,0.0,2.31,4729.292785396143,19.9,0.652,0.0,0.745,3783.169941993089
1731070806.05,39.0,0.466,0.016,1.5,5329.911887586435,7.69,1.128,0.0,1.33,3825.417005373401,20.5,1.331,0.0,11.4,4729.505001847445,19.8,0.417,0.0,1.03,3783.339727013686
1731070806.55,40.3,0.751,0.0,1.38,5330.358766408238,8.32,0.701,0.0,0.849,3825.36870118424,19.8,1.417,0.0,1.51,4729.717221991184,20.5,0.345,0.0,0.834,3783.509514987375
1731070807.05,39.7,0.974,0.0,0.94,5330.280677054091,7.68,0.6,0.0,0.833,3825.32041860548,19.8,0.866,0.0,3.24,4729.929445826861,19.8,0.356,0.0,0.851,3783.679305913756
1731070807.55,40.3,1.013,0.0,1.14,5330.852350028511,8.32,0.914,0.0,0.845,3825.2721576379377,19.8,0.606,0.0,1.69,4730.141673353981,20.5,0.508,0.0,0.891,3783.849099792433
1731070808.05,39.7,0.697,0.0,0.786,5331.207905019065,7.69,0.603,0.0,1.31,3825.223918282432,20.5,0.792,0.0,2.59,4730.353904572046,19.8,0.513,0.0,0.866,3784.018896623006
1731070808.55,40.3,0.41,0.0,0.806,5331.221640372506,8.32,1.071,0.0,0.841,3825.17570053978,19.8,0.822,0.0,2.83,4730.566139480559,19.9,0.576,0.0,0.854,3784.1886964050814
1731070809.05,39.7,0.476,0.0,0.825,5331.802909048113,7.68,0.819,0.0,0.782,3825.1275044108006,19.8,0.684,0.0,1.79,4730.778378079024,19.8,0.679,0.0,0.744,3784.3584991382622
1731070809.55,39.0,0.532,0.032,0.849,5331.570724840967,8.32,0.67,0.0,0.849,3825.07932989631,19.8,0.816,0.0,1.73,4730.990620366943,20.5,0.555,0.0,0.912,3784.5283048221486
1731070810.05,39.7,0.489,0.0,0.789,5331.899242083476,7.69,0.384,0.0,0.755,3825.031176997125,20.5,0.759,0.0,2.5,4731.202866343822,19.8,0.473,0.0,0.833,3784.698113456344
1731070810.55,40.4,0.534,0.0,0.814,5332.601204501251,8.32,0.541,0.0,0.89,3824.9830457140574,19.8,0.883,0.0,8.88,4731.415116009163,19.8,0.429,0.0,0.72,3784.867925040449
1731070811.05,39.7,0.81,0.0,0.757,5332.459041929276,7.68,1.254,0.0,0.852,3824.934936047932,19.8,0.818,0.0,1.69,4731.627369362469,19.8,0.56,0.0,0.777,3785.037739574072
1731070811.55,40.3,0.631,0.0,0.831,5332.64890541102,8.32,0.697,0.0,0.793,3824.886847999559,19.9,0.779,0.0,2.54,4731.839626403244,20.5,0.502,0.0,0.677,3785.207557056812
1731070812.05,39.7,0.792,0.0,1.23,5333.13401803428,7.68,0.639,0.0,0.779,3824.8387815697542,20.5,0.774,0.0,1.73,4732.051887130994,19.8,0.615,0.0,0.8,3785.3773774882734
1731070812.55,39.7,0.286,0.0,0.786,5333.207025572342,8.32,0.47,0.0,0.9,3824.790736759334,19.8,0.929,0.0,1.89,4732.26415154522,19.8,0.558,0.0,0.862,3785.547200868061
1731070813.05,40.3,0.383,0.0,1.23,5333.31284832711,7.68,1.045,0.0,0.922,3824.7427135691096,19.9,0.886,0.0,1.93,4732.476419645427,19.8,0.603,0.0,0.774,3785.717027195772
1731070813.55,40.3,0.227,0.0,1.18,5334.179867339155,7.68,0.92,0.0,2.27,3824.6947119999,19.8,0.857,0.0,2.2,4732.688691431119,19.9,0.592,0.0,0.686,3785.886856471017
1731070814.05,39.7,0.228,0.0,1.23,5333.8406439745,8.32,0.777,0.0,0.937,3824.646732052517,20.5,0.796,0.0,1.61,4732.9009669018005,20.5,0.572,0.0,1.24,3786.056688693396
1731070814.55,40.3,0.298,0.0,0.846,5334.722776557954,8.32,0.681,0.0,0.753,3824.598773727775,19.8,1.139,0.0,1.68,4733.113246056975,19.9,0.56,0.0,0.771,3786.226523862512
1731070815.05,39.7,0.527,0.0,0.925,5334.97798268109,7.67,0.571,0.0,0.808,3824.550837026488,19.8,1.148,0.0,3.7,4733.325528896147,19.8,0.921,0.0,1.46,3786.39636197797
1731070815.55,40.3,0.299,0.0,0.869,5334.817288274091,8.33,0.651,0.0,0.81,3824.502921949465,20.5,0.958,0.0,1.96,4733.537815418823,20.5,0.704,0.0,1.23,3786.56620303937
1731070816.05,39.7,0.46,0.0,0.947,5335.057728748912,7.68,0.688,0.0,0.854,3824.455028497524,19.8,1.057,0.0,1.72,4733.750105624504,19.8,0.798,0.0,2.5,3786.736047046321
1731070816.55,40.3,0.436,0.0,0.748,5335.0780511886815,8.31,0.951,0.0,0.784,3824.407156671476,19.8,1.079,0.0,3.37,4733.962399512696,19.8,0.847,0.0,0.93,3786.905893998424
1731070817.05,39.0,0.376,0.016,0.776,5335.884925933674,7.68,0.817,0.0,0.818,3824.359306472132,19.8,1.261,0.0,1.66,4734.174697082904,19.8,0.858,0.0,0.92,3787.0757438952814
1731070817.55,40.3,0.424,0.0,0.817,5335.730793591468,7.69,0.453,0.0,1.58,3824.311477900304,19.8,1.256,0.0,1.78,4734.386998334631,19.9,0.904,0.0,0.856,3787.2455967365
1731070818.05,39.7,0.465,0.0,0.78,5336.356454227048,8.32,0.756,0.0,1.52,3824.263670956802,20.5,1.15,0.0,2.82,4734.599303267385,20.5,0.794,0.0,1.19,3787.415452521679
1731070818.55,40.3,0.486,0.0,1.19,5336.082298474909,8.32,0.717,0.0,8.11,3824.2158856424408,19.8,1.452,0.0,1.84,4734.811611880667,19.8,0.809,0.0,0.856,3787.585311250427
1731070819.05,39.7,0.691,0.0,8.72,5336.725169702174,7.68,0.9,0.0,1.22,3824.168121958029,19.8,1.364,0.0,1.7,4735.023924173985,19.8,0.556,0.0,1.54,3787.7551729223474
1731070819.55,40.3,0.688,0.0,1.02,5337.1577831331015,8.32,0.813,0.0,1.12,3824.1203799043774,20.5,1.49,0.0,2.99,4735.236240146842,20.5,0.787,0.0,0.983,3787.9250375370425
1731070820.05,39.7,0.588,0.0,0.892,5337.637278454161,7.68,0.475,0.0,1.19,3824.072659482296,19.2,1.227,0.0,8.18,4735.448559798744,19.9,0.82,0.0,10.1,3788.094905094117
1731070820.55,40.3,0.637,0.0,2.74,5337.483140263264,8.32,0.754,0.0,1.07,3824.024960692594,20.5,1.005,0.0,1.99,4735.660883129197,19.8,0.62,0.0,0.892,3788.264775593173
1731070821.05,39.7,0.492,0.0,1.0,5337.998179175972,7.68,0.593,0.0,1.25,3823.977283536083,19.8,0.842,0.0,1.89,4735.873210137704,19.8,0.657,0.0,1.04,3788.434649033819
1731070821.55,39.7,0.437,0.0,1.13,5337.98126109459,8.32,0.804,0.0,1.3,3823.9296280135695,20.5,0.92,0.0,1.99,4736.085540823772,20.5,0.735,0.0,0.885,3788.6045254156575
1731070822.05,40.3,0.557,0.0,1.03,5338.2647428049895,7.68,0.916,0.0,1.71,3823.881994125865,19.8,1.028,0.0,1.56,4736.297875186906,19.9,0.745,0.0,1.32,3788.774404738293
1731070822.55,40.3,0.614,0.0,1.1,5338.294123123868,8.28,0.569,0.0,0.935,3823.834381873776,19.9,0.929,0.0,1.6,4736.510213226611,19.8,0.687,0.0,1.04,3788.944287001329
1731070823.05,39.5,0.531,0.0,1.12,5338.73661324842,7.72,0.817,0.0,7.45,3823.78679125811,19.8,1.09,0.0,3.05,4736.722554942395,19.8,0.84,0.0,0.822,3789.114172204368
1731070823.55,40.4,0.707,0.0,0.742,5339.022268621382,7.68,0.485,0.0,1.65,3823.739222279678,20.5,1.151,0.0,1.5,4736.934900333759,20.5,0.823,0.0,1.05,3789.28406034702
1731070824.05,39.7,0.642,0.0,0.815,5339.055516481188,8.32,0.872,0.0,1.33,3823.691674939285,19.7,0.948,0.0,1.73,4737.147249400213,19.9,0.848,0.0,0.811,3789.4539514288863
1731070824.55,40.3,0.748,0.0,0.756,5339.602275528022,8.32,0.96,0.0,1.38,3823.6441492377407,19.3,1.135,0.032,8.22,4737.35960214126,19.8,0.978,0.0,0.787,3789.623845449573
1731070825.05,39.7,0.555,0.0,0.87,5339.897204319832,7.68,0.561,0.0,0.719,3823.596645175849,19.8,1.038,0.0,1.56,4737.571958556408,19.8,0.86,0.0,1.24,3789.793742408682
1731070825.55,40.3,0.756,0.0,0.724,5339.832852822594,7.68,0.937,0.0,0.718,3823.549162754416,19.8,1.54,0.0,1.87,4737.784318645162,20.5,0.892,0.0,0.827,3789.96364230582
1731070826.05,39.7,0.851,0.0,0.758,5340.358716722355,8.32,0.488,0.0,0.716,3823.501701974252,20.5,1.021,0.0,1.87,4737.996682407028,19.8,0.963,0.0,0.847,3790.133545140593
1731070826.55,39.7,0.623,0.0,0.749,5340.1687838345815,8.32,0.918,0.0,1.35,3823.45426283616,19.8,1.408,0.0,1.56,4738.209049841512,19.8,1.077,0.0,1.05,3790.3034509126046
1731070827.05,40.3,0.614,0.0,0.733,5340.723943440501,7.67,0.725,0.0,0.951,3823.4068453409454,19.8,1.307,0.0,2.16,4738.42142094812,19.8,0.762,0.0,0.849,3790.473359621461
1731070827.55,40.3,0.843,0.0,0.874,5341.02087400956,8.33,0.528,0.0,1.95,3823.359449489415,20.5,1.248,0.0,2.13,4738.633795726359,19.9,0.429,0.0,0.93,3790.6432712667656
1731070828.05,39.7,0.73,0.0,3.05,5341.145334701402,7.68,1.001,0.0,0.889,3823.312075282371,19.8,1.439,0.0,2.29,4738.846174175736,20.5,0.485,0.0,1.55,3790.8131858481215
1731070828.55,40.3,0.91,0.0,1.75,5341.301587528792,8.32,0.533,0.0,0.804,3823.2647227206216,19.8,1.014,0.0,1.58,4739.058556295754,19.8,0.439,0.0,1.97,3790.983103365141
1731070829.05,39.7,1.031,0.0,0.842,5341.492507774151,7.68,1.037,0.0,0.94,3823.2173918049702,19.9,0.807,0.0,5.64,4739.270942085924,19.8,0.482,0.0,0.821,3791.153023817424
1731070829.55,39.0,0.613,0.016,0.731,5342.276267921733,8.32,0.725,0.0,0.766,3823.17008253622,19.8,0.969,0.0,2.69,4739.48333154575,19.9,0.666,0.0,0.994,3791.3229472045778
1731070830.05,39.7,0.78,0.016,0.945,5342.3576440698935,7.68,0.641,0.0,0.803,3823.1227949151735,20.5,0.598,0.0,1.91,4739.695724674739,20.5,0.502,0.0,0.919,3791.492873526206
1731070830.55,40.3,0.448,0.0,0.893,5342.644986594269,7.68,0.381,0.0,0.742,3823.075528942634,19.8,0.712,0.0,1.71,4739.908121472398,19.8,0.684,0.0,2.06,3791.662802781913
1731070831.05,38.4,0.765,0.032,0.811,5342.571090733795,8.33,0.575,0.0,0.782,3823.028284619406,19.8,0.855,0.0,2.69,4740.120521938235,19.8,0.549,0.0,0.834,3791.8327349713086
1731070831.55,39.7,0.588,0.016,0.766,5342.798590368492,8.31,1.121,0.0,0.719,3822.981061946292,19.8,0.895,0.0,1.53,4740.332926071755,19.9,0.467,0.0,0.714,3792.0026700939966
1731070832.05,39.7,0.601,0.0,0.786,5343.114975175938,7.69,0.627,0.0,0.875,3822.933860924094,20.5,0.702,0.0,1.65,4740.545333872465,20.5,0.459,0.0,0.76,3792.172608149582
1731070832.55,39.7,0.592,0.016,0.983,5343.41112718651,8.31,0.571,0.0,0.786,3822.886681553614,19.8,0.813,0.0,3.1,4740.757745339873,19.8,0.462,0.0,0.84,3792.342549137671
1731070833.05,39.7,0.773,0.0,1.18,5343.806984468401,7.68,0.367,0.0,0.818,3822.839523835653,19.8,0.743,0.0,1.66,4740.970160473487,19.8,0.689,0.0,1.27,3792.5124930578654
1731070833.55,39.0,0.445,0.016,0.697,5344.208179876405,8.33,0.527,0.0,0.862,3822.792387771012,19.9,0.767,0.0,2.93,4741.182579272812,20.5,0.483,0.0,0.646,3792.682439909779
1731070834.05,40.3,0.22,0.0,0.813,5343.85019112085,7.67,0.83,0.0,0.855,3822.745273360494,20.5,0.709,0.0,1.68,4741.395001737358,19.8,0.443,0.0,0.817,3792.852389693013
1731070834.55,40.3,0.328,0.0,0.746,5344.839467305157,7.68,0.624,0.0,0.969,3822.698180604899,19.8,1.178,0.0,1.72,4741.60742786663,19.8,0.828,0.0,0.866,3793.0223424071737
1731070835.05,38.4,0.287,0.032,0.753,5345.147450731637,8.32,0.655,0.0,0.803,3822.651109505026,19.8,0.855,0.0,2.71,4741.819857660136,19.8,0.724,0.0,0.767,3793.192298051868
1731070835.55,39.1,0.243,0.032,0.908,5345.353558584407,8.32,0.544,0.0,0.842,3822.604060061674,20.5,0.725,0.0,4.95,4742.032291117386,20.5,0.692,0.0,0.903,3793.3622566266977
1731070836.05,39.7,0.264,0.0,0.805,5345.34590508433,7.68,0.783,0.0,0.947,3822.557032275646,19.8,0.998,0.0,1.79,4742.244728237884,19.8,0.697,0.0,0.81,3793.5322181312754
1731070836.55,39.7,0.317,0.016,0.802,5345.519292936743,8.32,0.701,0.0,0.809,3822.51002614774,19.8,1.003,0.0,1.58,4742.45716902114,19.8,0.636,0.0,0.881,3793.702182565205
1731070837.05,39.0,0.456,0.016,0.8,5345.744957706171,7.69,0.783,0.0,0.943,3822.463041678756,19.8,0.93,0.0,2.79,4742.66961346666,19.8,0.84,0.0,0.797,3793.872149928092
1731070837.55,40.3,0.426,0.0,0.882,5346.093547189496,8.31,0.678,0.0,0.818,3822.41607886949,20.5,1.211,0.0,2.11,4742.882061573953,20.5,0.959,0.0,0.787,3794.042120219543
1731070838.05,39.7,0.318,0.0,0.806,5346.094998223502,7.68,0.399,0.0,0.829,3822.36913772074,19.8,1.138,0.0,1.82,4743.094513342529,19.8,0.847,0.0,1.15,3794.212093439163
1731070838.55,39.7,0.339,0.0,0.951,5346.453196383684,8.32,0.662,0.0,0.747,3822.322218233309,19.8,1.093,0.0,5.5,4743.306968771893,19.9,0.744,0.0,2.13,3794.382069586561
1731070839.05,39.7,0.393,0.016,0.998,5346.686565261259,7.68,0.647,0.0,0.821,3822.2753204079895,19.8,1.308,0.0,3.92,4743.519427861554,19.8,0.813,0.0,3.16,3794.552048661344
1731070839.55,39.7,0.464,0.016,2.36,5347.170945637602,8.32,0.755,0.0,1.22,3822.228444245582,19.9,1.191,0.0,4.05,4743.73189061102,20.5,0.857,0.0,0.739,3794.722030663116
1731070840.05,39.7,0.406,0.0,0.895,5347.481933503864,7.68,0.737,0.0,0.793,3822.1815897468814,20.5,1.133,0.0,1.67,4743.944357019799,19.8,0.709,0.0,0.743,3794.8920155914857
1731070840.55,40.3,0.617,0.0,0.873,5347.802993757961,7.69,0.577,0.0,0.918,3822.134756912685,19.8,1.637,0.0,1.65,4744.156827087402,19.9,0.579,0.0,0.718,3795.062003446056
1731070841.05,38.4,0.823,0.032,0.758,5347.516043044145,8.32,0.905,0.0,0.694,3822.087945743791,19.8,1.197,0.0,2.52,4744.369300813333,19.8,0.898,0.0,0.799,3795.23199422644
1731070841.55,40.3,0.629,0.0,1.34,5347.881080795146,8.31,0.787,0.0,0.874,3822.0411562409954,19.2,0.835,0.032,2.07,4744.5817781971045,20.5,0.625,0.0,0.839,3795.40198793224
1731070842.05,39.7,0.57,0.0,1.0,5348.199932278531,7.68,0.872,0.0,0.864,3821.994388405091,20.5,0.79,0.0,1.97,4744.794259238223,19.8,0.598,0.0,0.834,3795.571984563065
1731070842.55,40.3,0.533,0.0,1.43,5348.549580864247,8.32,0.898,0.0,0.865,3821.947642236875,19.9,1.133,0.0,1.66,4745.006743936197,19.8,0.715,0.0,0.83,3795.741984118521
1731070843.05,39.7,0.783,0.0,0.944,5348.845930205446,7.68,0.826,0.0,0.894,3821.900917737141,19.8,1.537,0.0,1.57,4745.2192322905385,19.9,1.035,0.0,0.752,3795.911986598213
1731070843.55,39.7,0.438,0.016,1.11,5348.682752554762,8.32,0.919,0.0,0.762,3821.854214906685,20.5,0.961,0.0,8.48,4745.431724300751,20.5,0.75,0.0,0.971,3796.081992001753
1731070844.05,39.7,0.612,0.0,0.679,5349.232525000128,7.68,0.504,0.0,0.84,3821.807533746303,19.9,0.943,0.0,2.0,4745.644219966347,19.8,0.735,0.0,0.872,3796.2520003287455
1731070844.55,39.7,0.548,0.016,0.807,5349.563614077018,7.68,1.058,0.0,0.848,3821.760874256787,19.8,1.058,0.0,1.76,4745.856719286835,19.9,0.799,0.0,1.62,3796.422011578798
1731070845.05,39.7,0.729,0.0,1.07,5349.871925722984,8.31,1.177,0.0,1.25,3821.714236438931,19.2,1.265,0.032,3.21,4746.069222261723,19.8,1.13,0.0,0.946,3796.5920257515168
1731070845.55,39.7,0.595,0.0,0.777,5350.166226719247,7.68,0.726,0.0,0.832,3821.667620293528,19.8,1.0,0.0,1.57,4746.281728890523,20.5,0.82,0.0,1.45,3796.762042846509
