Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4C1Distance,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4S1Distance,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F2Distance,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F1Distance
1731068852.31,7.68,0.58,0.0,3.03,4167.529275841982,40.3,0.477,0.0,1.42,4349.000401805272,19.8,0.469,0.0,1.83,3935.7439020469815,19.8,0.615,0.0,1.1,3148.2775433560487
1731068852.81,8.32,0.669,0.0,1.02,4167.4053918475465,39.7,0.469,0.0,6.32,4349.319635488053,19.8,0.568,0.0,2.38,3935.936991365588,19.8,0.784,0.0,1.63,3148.432030392272
1731068853.31,7.68,0.742,0.0,0.81,4167.281524567305,40.3,0.538,0.0,0.649,4349.650301726525,19.9,0.784,0.0,2.21,3936.1300870906175,19.8,0.744,0.0,1.24,3148.5865225526204
1731068853.81,8.33,0.809,0.0,1.02,4167.157674002749,40.3,0.698,0.0,1.01,4350.093870608984,20.5,0.709,0.0,1.6,3936.323189221129,20.5,0.761,0.0,0.869,3148.741019836342
1731068854.31,7.68,0.71,0.0,1.35,4167.033840155369,39.7,0.642,0.0,1.17,4350.235260227901,19.8,0.754,0.0,4.73,3936.516297756177,19.8,0.46,0.0,1.03,3148.895522242679
1731068854.81,8.31,0.401,0.0,0.885,4166.910023026655,40.3,0.714,0.0,0.856,4350.716788830376,19.8,0.617,0.0,1.86,3936.709412694821,19.8,0.182,0.0,1.52,3149.0500297708827
1731068855.31,7.68,0.718,0.0,0.862,4166.786222618099,39.7,0.855,0.0,0.974,4350.405147716141,19.8,0.689,0.0,1.55,3936.902534036117,19.8,0.253,0.0,0.718,3149.2045424201965
1731068855.81,8.32,0.632,0.0,1.01,4166.662438931189,39.7,0.882,0.0,0.7,4351.16041850177,20.5,0.893,0.0,1.54,3937.095661779125,19.8,0.287,0.0,0.676,3149.3590601898677
1731068856.31,7.69,0.716,0.0,1.39,4166.538671967417,39.7,0.236,0.0,0.817,4350.823372929787,19.8,0.688,0.0,1.7,3937.2887959229,20.5,0.298,0.0,1.38,3149.5135830791405
1731068856.81,8.32,0.687,0.0,0.94,4166.414921728271,41.0,0.313,0.0,0.811,4351.587938975109,19.8,0.778,0.0,2.18,3937.481936466503,19.8,0.342,0.0,0.929,3149.668111087261
1731068857.31,7.67,0.343,0.0,0.884,4166.291188215245,39.7,0.579,0.0,0.817,4351.828838774968,19.9,1.086,0.0,1.5,3937.6750834089903,19.8,0.422,0.0,0.802,3149.82264421348
1731068857.81,8.32,0.715,0.0,0.787,4166.167471429827,40.3,0.346,0.0,0.995,4352.1199455029655,20.5,0.929,0.0,1.68,3937.8682367494216,20.5,0.339,0.0,0.822,3149.977182457041
1731068858.31,7.68,0.368,0.0,0.83,4166.043771373508,39.7,0.317,0.0,1.51,4352.056822871045,19.8,1.029,0.0,2.37,3938.0613964868553,19.8,0.274,0.0,0.911,3150.1317258171925
1731068858.81,8.32,0.965,0.0,0.748,4165.920088047778,40.3,0.346,0.0,0.863,4352.624814203823,19.8,0.859,0.0,5.13,3938.2545626203496,19.8,0.343,0.0,3.28,3150.28627429318
1731068859.31,7.68,0.893,0.0,1.0,4165.796421454125,39.7,0.519,0.0,1.24,4352.480344515377,19.8,0.699,0.0,10.5,3938.447735148964,19.8,0.286,0.0,0.875,3150.440827884249
1731068859.81,8.32,0.432,0.0,1.11,4165.672771594043,39.7,0.395,0.016,2.87,4353.114431396074,19.8,0.369,0.0,4.77,3938.640914071757,20.5,0.467,0.0,3.8,3150.5953865896518
1731068860.31,7.68,0.781,0.0,7.87,4165.54913846902,39.7,0.53,0.0,1.07,4353.370825470302,20.5,0.509,0.0,3.47,3938.8340993877873,19.8,0.327,0.0,3.62,3150.7499504086327
1731068860.81,8.32,0.449,0.0,0.848,4165.425522080547,40.3,0.341,0.0,0.853,4353.64008981519,19.8,0.742,0.0,2.54,3939.0272910961153,19.8,0.394,0.0,1.94,3150.904519340439
1731068861.31,7.68,0.838,0.0,1.01,4165.301922430114,39.7,0.356,0.0,1.06,4353.449673237094,19.8,0.478,0.0,2.31,3939.2204891958,19.8,0.391,0.0,2.31,3151.059093384319
1731068861.81,7.68,0.542,0.0,1.36,4165.178339519209,39.5,0.582,0.016,1.04,4353.698688353194,20.5,0.651,0.0,3.93,3939.4136936859018,20.5,0.312,0.0,0.882,3151.2136725395176
1731068862.31,8.32,0.425,0.0,0.776,4165.054773349325,39.8,0.378,0.0,0.872,4353.966792244129,19.8,0.717,0.0,4.88,3939.60690456548,19.8,0.485,0.0,0.956,3151.368256805288
1731068862.81,8.32,0.821,0.0,0.72,4164.931223921951,40.3,0.478,0.0,0.787,4354.480678868919,19.8,0.457,0.0,4.97,3939.800121833594,19.8,0.387,0.0,1.03,3151.5228461808747
1731068863.31,7.68,0.405,0.0,0.917,4164.807691238577,39.7,0.536,0.0,0.726,4354.659860552205,19.8,0.636,0.0,1.77,3939.993345489304,19.9,0.375,0.0,1.4,3151.6774406655263
1731068863.81,8.32,1.087,0.0,0.937,4164.684175300692,40.3,0.531,0.0,1.08,4354.85996413202,20.5,0.605,0.0,14.2,3940.186575531671,20.5,0.612,0.0,0.75,3151.832040258492
1731068864.31,7.68,0.581,0.0,1.23,4164.560676109785,39.7,0.502,0.0,1.43,4355.169079612316,19.8,0.568,0.0,2.31,3940.379811959756,19.8,0.436,0.0,1.01,3151.9866449590163
1731068864.81,8.32,0.537,0.0,1.19,4164.437193667351,39.7,0.368,0.0,0.806,4355.081885563881,19.8,0.727,0.0,1.79,3940.5730547726175,19.8,0.561,0.0,1.37,3152.1412547663526
1731068865.31,7.68,0.673,0.0,0.944,4164.313727974874,40.3,0.449,0.0,0.926,4355.649387414455,19.8,0.49,0.0,1.82,3940.766303969318,19.8,0.471,0.0,7.44,3152.295869679748
1731068865.81,8.32,0.466,0.0,0.831,4164.190279033848,39.7,0.47,0.0,1.14,4355.483786530866,20.5,0.496,0.0,2.11,3940.9595595489177,20.5,0.426,0.0,0.867,3152.450489698451
1731068866.31,7.68,1.035,0.0,0.995,4164.066846845762,40.3,0.603,0.0,4.72,4356.201375629383,19.8,0.638,0.0,1.97,3941.1528215104777,19.8,0.475,0.0,0.772,3152.60511482171
1731068866.81,8.32,0.632,0.0,1.11,4163.943431412103,40.3,0.506,0.0,8.3,4356.341285860202,19.8,0.664,0.0,1.74,3941.3460898530593,19.8,0.419,0.0,1.35,3152.7597450487715
1731068867.31,7.68,0.633,0.0,2.24,4163.820032734364,39.7,0.698,0.0,0.93,4357.016049721944,19.8,0.667,0.0,2.51,3941.539364575724,19.8,0.347,0.0,0.991,3152.9143803788893
1731068867.81,8.32,0.415,0.0,0.985,4163.696650814034,39.7,0.608,0.0,0.861,4357.201042102623,20.5,0.55,0.0,1.87,3941.7326456775327,19.9,0.339,0.0,0.864,3153.069020811311
1731068868.31,7.68,0.516,0.0,0.855,4163.573285652602,40.3,0.647,0.0,0.97,4357.390739390344,19.8,0.684,0.0,6.71,3941.925933157547,20.5,0.464,0.0,0.98,3153.223666345285
1731068868.81,8.32,1.081,0.0,1.02,4163.449937251558,40.3,0.852,0.0,1.42,4357.125162519141,19.8,0.528,0.0,2.06,3942.11922701483,19.8,0.458,0.0,1.06,3153.3783169800618
1731068869.31,7.67,0.642,0.0,0.994,4163.326605612391,39.7,0.551,0.0,0.798,4357.834956204591,19.8,0.556,0.0,2.58,3942.312527248442,19.9,0.48,0.0,0.883,3153.532972714888
1731068869.81,8.32,0.582,0.0,1.06,4163.203290736593,39.7,0.486,0.0,3.78,4358.118592543711,20.5,0.557,0.0,1.83,3942.505833857447,20.5,0.499,0.0,0.787,3153.687633549017
1731068870.31,7.68,0.411,0.0,0.841,4163.079992625652,40.3,0.544,0.0,3.53,4357.995163915356,19.8,0.74,0.0,1.83,3942.699146840905,19.8,0.571,0.0,1.23,3153.8422994816974
1731068870.81,8.32,0.54,0.0,1.03,4162.956711281058,39.7,0.627,0.0,3.36,4358.432852871844,19.8,1.023,0.0,1.82,3942.89246619788,19.8,0.547,0.0,1.42,3153.99697051218
1731068871.31,7.68,0.507,0.0,0.96,4162.8334467043005,40.3,0.612,0.0,2.66,4358.496138806632,19.8,0.906,0.0,2.17,3943.085791927434,19.8,0.641,0.0,2.25,3154.151646639712
1731068871.81,8.32,0.586,0.0,1.06,4162.710198896867,39.7,0.695,0.0,3.34,4358.839630342203,20.5,0.752,0.0,1.42,3943.27912402863,20.5,0.697,0.0,0.867,3154.306327863544
1731068872.31,7.68,0.575,0.0,6.8,4162.586967860251,40.3,0.833,0.0,4.56,4358.8188896809215,19.8,0.679,0.0,1.75,3943.4724625005306,19.8,0.572,0.0,1.05,3154.4610141829294
1731068872.81,8.32,0.437,0.0,1.48,4162.46375359594,39.7,0.903,0.016,0.874,4359.141837949507,19.9,0.537,0.0,5.08,3943.665807342199,19.8,0.521,0.0,1.24,3154.615705597117
1731068873.31,7.68,0.735,0.0,0.854,4162.340556105423,39.1,0.431,0.0,1.2,4359.429971969813,19.8,0.709,0.0,1.9,3943.859158552699,19.9,0.689,0.0,0.841,3154.7704021053582
1731068873.81,7.68,0.449,0.077,0.973,4162.217375390191,40.3,0.567,0.0,1.17,4359.735277971231,20.5,0.702,0.0,1.95,3944.052516131093,20.5,0.702,0.0,1.03,3154.925103706902
1731068874.31,7.68,0.658,0.0,1.39,4162.094211451729,40.3,0.586,0.0,0.888,4359.986918409942,19.8,0.792,0.0,1.53,3944.245880076444,19.9,0.754,0.0,1.35,3155.0798104009973
1731068874.81,8.32,0.621,0.0,0.86,4161.9710642915325,40.3,0.558,0.0,0.983,4360.3010371616,19.8,0.678,0.0,1.82,3944.4392503878166,19.8,0.738,0.0,0.731,3155.2345221869004
1731068875.31,7.69,0.324,0.0,1.04,4161.847933911089,39.7,0.63,0.0,1.47,4361.008568064004,19.8,0.568,0.0,2.28,3944.6326270642735,19.8,0.46,0.0,1.3,3155.38923906386
1731068875.81,8.32,0.598,0.0,1.4,4161.724820311886,40.3,0.637,0.0,0.867,4361.278687662561,20.5,0.752,0.0,2.3,3944.826010104882,19.9,0.21,0.0,1.55,3155.543961031125
1731068876.31,7.68,0.591,0.0,0.794,4161.601723495415,39.7,0.777,0.0,1.0,4361.358344966681,19.8,0.919,0.0,1.62,3945.019399508702,20.5,0.352,0.0,0.883,3155.698688087949
1731068876.81,8.32,0.768,0.0,0.911,4161.4786434631615,40.3,0.983,0.0,1.44,4361.42434737021,19.8,0.724,0.0,1.87,3945.2127952748,19.8,0.215,0.0,5.26,3155.853420233582
1731068877.31,7.68,0.766,0.0,1.38,4161.355580216619,39.7,0.887,0.0,0.787,4361.9393509127285,19.9,0.863,0.0,1.57,3945.40619740224,19.8,0.411,0.0,1.6,3156.0081574672768
1731068877.81,8.32,0.545,0.0,0.866,4161.232533757276,39.7,0.363,0.0,4.99,4361.903053821995,20.5,0.853,0.0,9.35,3945.599605890086,20.5,0.338,0.0,0.852,3156.162899788286
1731068878.31,7.68,0.764,0.0,1.04,4161.10950408662,40.3,0.294,0.0,1.21,4362.436234988183,19.8,0.767,0.0,1.64,3945.793020737403,19.9,0.433,0.0,3.14,3156.317647195859
1731068878.81,7.68,0.413,0.0,1.31,4160.986491206142,40.3,0.247,0.0,1.0,4362.661937633232,19.8,1.031,0.0,1.6,3945.986441943257,19.8,0.25,0.0,0.972,3156.472399689249
1731068879.31,8.32,0.769,0.0,0.765,4160.86349511733,39.7,0.399,0.0,1.26,4362.636446335943,19.8,1.055,0.0,2.34,3946.1798695067114,19.8,0.279,0.0,0.925,3156.627157267705
1731068879.81,8.32,0.701,0.0,3.75,4160.7405158216725,39.7,0.337,0.0,0.922,4362.677238897016,20.5,1.11,0.0,7.02,3946.373303426831,19.8,0.525,0.0,1.16,3156.7819199304845
1731068880.31,7.68,0.375,0.0,1.23,4160.617553320661,39.7,0.368,0.0,0.923,4363.448162839876,19.8,1.086,0.0,11.7,3946.566743702683,20.5,0.315,0.0,0.851,3156.936687676837
1731068880.81,8.32,0.753,0.0,0.904,4160.494607615782,40.3,0.372,0.0,1.36,4363.288746353414,19.8,1.037,0.0,4.7,3946.760190333332,19.8,0.296,0.0,0.842,3157.091460506015
1731068881.31,7.68,0.492,0.0,0.925,4160.371678708527,39.7,0.391,0.0,1.42,4363.603011509784,19.8,0.707,0.0,4.15,3946.953643317844,19.8,0.4,0.0,0.884,3157.246238417271
1731068881.81,8.32,0.843,0.0,4.12,4160.248766600381,39.6,0.398,0.0,0.757,4363.85704431358,20.5,0.54,0.0,4.35,3947.147102655284,20.5,0.317,0.0,1.4,3157.401021409855
1731068882.31,7.69,0.874,0.0,1.05,4160.125871292838,40.4,0.358,0.0,0.919,4363.875326427876,19.8,0.665,0.0,5.62,3947.3405683447177,19.8,0.294,0.0,0.873,3157.5558094830244
1731068882.81,8.31,0.493,0.0,1.01,4160.002992787385,39.7,0.349,0.0,1.14,4364.282053373959,19.9,0.75,0.0,6.89,3947.534040385213,19.8,0.311,0.0,0.825,3157.71060263603
1731068883.31,7.68,0.831,0.0,0.796,4159.880131085511,40.3,0.406,0.0,0.79,4364.515465206914,19.8,1.056,0.0,1.98,3947.7275187758337,19.8,0.337,0.0,0.71,3157.865400868125
1731068883.81,8.32,0.392,0.0,1.02,4159.757286188704,39.7,0.462,0.0,0.989,4364.618312554092,20.5,0.494,0.0,1.835,3947.921003515648,20.5,0.388,0.0,3.63,3158.020204178562
1731068884.31,7.68,0.87,0.0,1.2,4159.634458098451,40.3,0.492,0.0,1.44,4365.220721429926,19.8,0.516,0.0,1.69,3948.1144946037216,19.8,0.367,0.0,6.35,3158.175012566592
1731068884.81,8.32,0.437,0.0,0.98,4159.511646816246,39.7,0.535,0.0,0.86,4365.473286817203,19.9,0.436,0.0,1.71,3948.3079920391215,19.8,0.385,0.0,0.997,3158.329826031473
1731068885.31,7.68,0.438,0.0,1.09,4159.388852343574,40.3,0.654,0.0,1.57,4365.332188776327,19.8,0.527,0.0,2.18,3948.5014958209135,19.8,0.491,0.0,0.894,3158.484644572457
1731068885.81,8.32,0.878,0.0,0.831,4159.266074681927,40.3,0.777,0.0,1.73,4366.0079455063205,20.5,0.504,0.0,2.17,3948.695005948168,20.5,0.409,0.0,1.0,3158.6394681887964
1731068886.31,7.68,0.542,0.0,0.946,4159.14331383279,39.7,0.406,0.0,1.81,4365.980845097716,19.8,0.441,0.0,1.86,3948.888522419948,19.8,0.42,0.0,1.37,3158.7942968797456
1731068886.81,8.32,0.978,0.0,1.06,4159.020569797653,40.3,0.431,0.0,1.19,4366.428473944271,19.8,0.771,0.0,1.8,3949.0820452353223,19.8,0.6,0.0,0.826,3158.949130644556
1731068887.31,7.68,0.556,0.0,1.06,4158.897842578006,39.7,0.451,0.0,4.72,4366.763532180764,19.8,0.496,0.0,4.18,3949.27557439336,19.8,0.504,0.0,1.04,3159.1039694824854
1731068887.81,8.32,0.425,0.0,0.878,4158.7751321753385,40.3,0.545,0.0,1.2,4367.292940219218,20.5,1.066,0.0,2.52,3949.4691098931257,20.5,0.516,0.0,1.49,3159.258813392787
1731068888.31,7.68,0.366,0.0,1.31,4158.652438591136,39.7,0.605,0.0,0.995,4367.331872326275,19.8,0.815,0.0,1.84,3949.6626517336895,19.8,0.428,0.0,0.638,3159.413662374714
1731068888.81,8.32,0.451,0.0,1.42,4158.52976182689,40.3,0.682,0.0,1.05,4367.483139755354,19.8,0.642,0.0,1.75,3949.8561999141184,19.8,0.395,0.0,0.889,3159.568516427521
1731068889.31,7.68,1.007,0.0,7.2,4158.407101884085,39.0,0.687,0.016,1.9,4367.702169541152,19.8,0.676,0.0,1.57,3950.0497544334808,19.8,0.491,0.0,3.93,3159.7233755504603
1731068889.81,8.32,0.525,0.0,0.921,4158.284458764215,40.3,0.693,0.0,1.13,4368.117038277367,20.5,0.555,0.0,2.61,3950.243315290844,20.5,0.381,0.0,0.974,3159.8782397427904
1731068890.31,7.68,0.463,0.0,0.827,4158.161832468765,39.7,0.548,0.0,0.822,4368.018854602868,19.8,0.591,0.0,1.91,3950.4368824852777,19.8,0.391,0.0,0.974,3160.033109003765
1731068890.81,8.32,0.326,0.0,0.979,4158.039222999225,40.3,0.485,0.0,0.885,4368.66308401579,19.8,0.608,0.0,2.23,3950.6304560158496,19.9,0.488,0.0,0.736,3160.187983332637
1731068891.31,7.68,0.588,0.0,1.45,4157.916630357084,39.7,0.581,0.0,1.17,4368.900847268476,19.8,0.655,0.0,1.68,3950.824035881629,19.8,0.429,0.0,1.07,3160.342862728664
1731068891.81,7.68,0.702,0.0,0.731,4157.794054543827,40.3,0.545,0.0,1.21,4368.894478869725,20.5,0.715,0.0,1.61,3951.0176220816834,19.9,0.565,0.0,1.61,3160.497747191096
1731068892.31,8.33,0.68,0.0,0.826,4157.671495560947,39.7,0.62,0.0,0.882,4368.94942077761,19.8,0.62,0.0,8.15,3951.211214615083,20.5,0.582,0.0,1.26,3160.6526367191946
1731068892.81,8.31,0.645,0.0,0.812,4157.54895340993,39.0,0.662,0.016,0.917,4369.237156408451,19.8,0.797,0.0,3.01,3951.404813480897,19.8,0.534,0.0,0.877,3160.807531312212
1731068893.31,7.68,0.479,0.0,0.868,4157.426428092264,40.3,0.715,0.0,1.89,4369.638167651156,19.8,0.711,0.0,2.27,3951.5984186781934,19.8,0.502,0.0,0.754,3160.962430969404
1731068893.81,7.69,0.639,0.0,0.904,4157.30391960944,39.1,0.859,0.016,0.883,4370.111208454806,19.8,0.636,0.0,1.93,3951.792030206043,20.5,0.606,0.0,1.02,3161.117335690026
1731068894.31,8.31,0.541,0.0,0.744,4157.181427962941,40.3,0.875,0.0,1.04,4370.425248419984,20.5,0.553,0.0,2.16,3951.985648063515,19.8,0.557,0.0,1.41,3161.2722454733307
1731068894.81,8.32,0.903,0.0,0.922,4157.058953154261,39.7,0.518,0.0,1.42,4370.787264316635,19.9,0.748,0.0,2.52,3952.179272249679,19.8,0.634,0.0,0.771,3161.42716031858
1731068895.31,7.68,0.763,0.0,1.42,4156.936495184885,40.4,0.719,0.0,0.852,4370.938614362719,19.8,0.632,0.0,2.91,3952.372902763605,19.8,0.742,0.0,0.816,3161.582080225025
1731068895.81,7.68,0.565,0.0,0.745,4156.814054056304,39.7,0.558,0.0,0.926,4371.204453824308,19.9,0.592,0.0,1.67,3952.566539604362,20.5,0.617,0.0,1.1,3161.737005191925
1731068896.31,8.32,0.781,0.0,1.19,4156.691629770004,40.3,0.832,0.0,1.25,4371.192075155741,20.5,0.862,0.0,2.35,3952.760182771021,19.8,0.807,0.0,1.29,3161.891935218534
1731068896.81,8.33,0.605,0.0,1.83,4156.569222327471,40.3,0.892,0.0,0.76,4371.6381710313135,19.8,0.894,0.0,10.4,3952.9538322626536,19.8,0.626,0.0,7.15,3162.046870304106
1731068897.31,7.67,0.671,0.0,2.66,4156.446831730197,39.7,0.953,0.0,0.769,4371.937142629564,19.8,0.96,0.0,1.86,3953.147488078329,19.8,0.375,0.0,0.863,3162.201810447903
1731068897.81,7.68,0.662,0.0,1.25,4156.32445797967,40.3,0.709,0.0,0.744,4371.772579336637,20.5,0.723,0.0,1.68,3953.3411502171175,20.5,0.225,0.0,0.728,3162.356755649179
1731068898.31,8.32,0.323,0.0,0.946,4156.202101077377,39.7,0.841,0.0,0.725,4372.529337690754,19.8,0.82,0.0,2.15,3953.53481867809,19.9,0.207,0.0,0.736,3162.511705907189
1731068898.81,8.32,0.62,0.0,0.97,4156.0797610248055,39.7,0.611,0.0,0.863,4372.787274800905,19.8,0.791,0.0,1.79,3953.728493460319,19.8,0.389,0.0,1.05,3162.666661221193
1731068899.31,7.68,0.51,0.0,0.972,4155.957437823443,40.3,0.269,0.0,0.735,4372.3460208976085,19.8,0.761,0.0,1.74,3953.922174562874,19.8,0.294,0.0,1.45,3162.821621590442
1731068899.81,8.32,0.705,0.0,1.04,4155.835131474779,40.3,0.287,0.0,1.28,4373.195694403971,20.5,0.897,0.0,2.41,3954.1158619848256,20.5,0.35,0.0,0.779,3162.9765870142
1731068900.31,7.68,0.744,0.0,0.914,4155.712841980303,39.7,0.264,0.0,1.46,4373.47594957279,19.8,1.067,0.0,2.24,3954.309555725247,19.8,0.323,0.0,1.02,3163.1315574917207
1731068900.81,8.32,0.355,0.0,0.876,4155.590569341499,40.3,0.507,0.0,2.22,4373.782719009949,19.8,0.913,0.0,1.54,3954.503255783209,19.8,0.369,0.0,1.39,3163.286533022262
1731068901.31,7.68,0.742,0.0,0.975,4155.468313559858,39.7,0.355,0.0,1.08,4373.827340854114,19.8,0.808,0.0,7.95,3954.696962157783,19.8,0.315,0.0,0.843,3163.441513605081
1731068901.81,8.32,0.422,0.0,1.15,4155.346074636864,39.7,0.668,0.016,0.837,4374.277687458817,20.5,1.424,0.0,1.7,3954.8906748480417,20.5,0.256,0.0,0.843,3163.596499239433
1731068902.31,7.68,0.811,0.0,0.816,4155.2238525740095,39.7,0.466,0.0,0.835,4374.241978515839,19.8,0.726,0.0,1.8,3955.084393853057,19.8,0.399,0.0,1.14,3163.75148992458
1731068902.81,8.32,0.954,0.0,5.07,4155.101647372781,40.3,0.369,0.0,1.01,4374.511539592858,19.8,0.494,0.0,1.62,3955.2781191719,19.8,0.352,0.0,1.8,3163.906485659777
1731068903.31,7.68,0.456,0.0,1.15,4154.9794590346655,39.7,0.352,0.0,1.09,4375.00551485177,19.8,0.539,0.0,1.82,3955.471850803644,19.8,0.273,0.0,0.961,3164.0614864442828
1731068903.81,8.33,0.766,0.0,1.11,4154.857287561151,39.7,0.376,0.0,0.857,4375.036460560259,20.5,0.609,0.0,2.15,3955.66558874736,20.5,0.321,0.0,0.844,3164.2164922773545
1731068904.31,7.68,0.588,0.0,1.12,4154.735132953724,40.3,0.409,0.0,0.724,4375.269296196886,19.8,0.69,0.0,1.79,3955.859333002122,19.8,0.289,0.0,1.05,3164.3715031582487
1731068904.81,8.33,0.943,0.0,0.855,4154.6129952138745,40.3,0.564,0.0,0.988,4375.503916099865,19.8,0.893,0.0,1.62,3956.053083567004,19.8,0.391,0.0,1.22,3164.5265190862274
1731068905.31,7.67,0.697,0.0,0.816,4154.490874343089,39.7,0.459,0.0,1.44,4376.007719064667,19.9,0.766,0.0,2.08,3956.246840441077,19.9,0.469,0.0,0.883,3164.681540060548
1731068905.81,8.32,0.498,0.0,0.732,4154.368770342855,40.3,0.553,0.0,0.9,4375.75760554454,20.5,0.877,0.0,1.82,3956.4406036234136,20.5,0.433,0.0,0.728,3164.8365660804675
1731068906.31,7.68,0.897,0.0,2.08,4154.24668321466,39.7,0.642,0.0,1.24,4376.528885428464,19.8,0.831,0.0,7.88,3956.634373113088,19.8,0.403,0.0,1.07,3164.9915971452447
1731068906.81,8.32,0.429,0.0,3.61,4154.12461295999,40.3,0.641,0.0,1.33,4376.18162140186,19.8,0.47,0.0,1.94,3956.828148909174,19.8,0.72,0.0,1.39,3165.1466332541363
1731068907.31,7.67,0.915,0.0,2.75,4154.002559580338,39.6,0.753,0.0,0.832,4376.943280877307,19.8,0.533,0.0,1.94,3957.021931010745,19.8,0.432,0.0,0.797,3165.301674406406
1731068907.81,8.32,0.463,0.0,2.4,4153.880523077186,40.3,0.537,0.0,4.97,4377.226155456004,20.5,0.634,0.0,2.31,3957.215719416873,20.5,0.432,0.0,1.01,3165.45672060131
1731068908.31,7.68,0.42,0.0,1.75,4153.758503452025,39.7,0.721,0.0,1.3,4377.138301643062,19.8,0.467,0.0,1.92,3957.409514126634,19.8,0.585,0.0,1.39,3165.611771838108
1731068908.81,7.68,0.322,0.0,2.55,4153.63650070634,40.3,0.533,0.0,0.743,4377.245630097234,19.8,0.541,0.0,1.4,3957.6033151391007,19.8,0.449,0.0,2.57,3165.766828116058
1731068909.31,8.32,0.454,0.0,5.25,4153.514514841618,39.7,0.668,0.0,0.713,4377.867880882381,19.8,1.207,0.0,3.48,3957.797122453348,19.8,0.449,0.0,5.18,3165.9218894344176
1731068909.81,8.32,1.046,0.0,2.65,4153.3925458593485,40.3,0.631,0.0,0.639,4378.320754721552,20.5,0.965,0.0,3.63,3957.990936068449,19.8,0.451,0.0,1.35,3166.076955792452
1731068910.31,7.68,0.574,0.0,2.25,4153.270593761018,39.7,0.67,0.0,1.26,4378.436641429929,19.8,0.801,0.0,4.08,3958.18475598348,20.5,0.416,0.0,0.8,3166.2320271894164
