Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4C1Distance,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4S1Distance,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F2Distance,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F1Distance
1731069342.81,8.32,0.757,0.0,1.06,4054.265815163086,39.7,0.509,0.0,1.01,4595.1509048245625,19.8,0.832,0.0,2.47,4128.10186405326,19.8,0.769,0.0,0.793,3302.178712607784
1731069343.31,7.68,0.654,0.0,1.67,4054.159037951028,40.4,0.551,0.0,1.45,4595.862076555114,19.8,0.595,0.0,1.48,4128.300808141286,19.8,0.714,0.0,0.806,3302.337882470539
1731069343.81,7.68,0.343,0.0,2.67,4054.052278893306,40.3,0.487,0.0,0.7,4595.80221595864,20.5,0.728,0.0,2.04,4128.499757781269,20.5,0.618,0.0,1.28,3302.49705677386
1731069344.31,8.32,0.62,0.0,0.961,4053.945537991352,39.7,0.555,0.0,0.916,4596.107846335036,19.8,0.649,0.0,1.97,4128.698712972406,19.8,0.679,0.0,1.55,3302.656235517102
1731069344.81,8.32,0.711,0.0,0.817,4053.838815246605,40.3,0.717,0.0,1.05,4596.560400275324,19.8,0.822,0.0,1.84,4128.897673713894,19.8,0.49,0.0,1.2,3302.815418699628
1731069345.31,7.68,0.749,0.0,1.46,4053.732110660496,39.7,0.727,0.0,1.3,4596.71327139042,19.8,0.617,0.0,2.03,4129.09664000493,19.9,0.251,0.0,1.02,3302.9746063207936
1731069345.81,8.32,0.686,0.0,1.28,4053.62542423446,40.3,0.744,0.0,7.34,4596.965132682532,20.5,0.647,0.0,2.08,4129.295611844713,20.4,0.338,0.0,3.39,3303.133798379957
1731069346.31,7.69,0.446,0.0,1.17,4053.51875596993,39.7,0.888,0.0,0.852,4596.823052177606,19.8,0.686,0.0,1.57,4129.49458923244,19.9,0.338,0.0,0.935,3303.292994876477
1731069346.81,8.32,0.868,0.0,1.3,4053.412105868338,39.7,0.873,0.016,0.849,4597.056369033835,19.8,0.877,0.0,1.7,4129.693572167311,19.8,0.301,0.0,0.954,3303.45219580971
1731069347.31,7.68,0.802,0.0,0.695,4053.305473931122,39.7,0.307,0.0,0.712,4597.491464964914,19.8,0.725,0.0,1.44,4129.892560648521,19.8,0.265,0.0,0.695,3303.6114011790182
1731069347.81,8.32,1.024,0.0,1.02,4053.1988601597136,39.7,0.305,0.0,0.989,4597.5189843770295,20.5,0.896,0.0,2.13,4130.091554675271,20.5,0.221,0.0,1.23,3303.770610983759
1731069348.31,7.68,0.847,0.0,1.15,4053.0922645555456,40.3,0.532,0.0,1.04,4597.842591456969,19.8,1.185,0.0,1.67,4130.290554246759,19.9,0.393,0.0,1.59,3303.9298252232907
1731069348.81,8.32,0.403,0.0,1.34,4052.9856871200527,40.3,0.401,0.0,1.01,4598.406030054186,19.8,0.915,0.0,9.3,4130.489559362183,19.8,0.305,0.0,0.836,3304.0890438969723
1731069349.31,7.68,0.881,0.0,6.71,4052.879127854665,39.0,0.476,0.0,0.776,4598.645534801522,19.8,1.023,0.0,2.47,4130.688570020741,19.9,0.276,0.0,0.789,3304.24826700416
1731069349.81,8.32,0.434,0.0,0.83,4052.772586760821,40.3,0.483,0.016,0.897,4599.055512205574,20.5,0.949,0.0,1.47,4130.887586221635,20.5,0.577,0.0,1.25,3304.407494544218
1731069350.31,7.69,0.829,0.0,4.89,4052.666063839951,39.7,0.446,0.0,1.09,4599.037688908422,19.8,0.728,0.0,1.66,4131.08660796406,19.8,0.368,0.0,1.19,3304.5667265165034
1731069350.81,8.31,0.892,0.0,1.12,4052.559559093488,40.3,0.454,0.0,0.885,4599.399212766103,19.8,0.436,0.0,2.14,4131.285635247217,19.8,0.351,0.0,0.888,3304.725962920376
1731069351.31,7.68,0.464,0.0,0.752,4052.453072522865,39.7,0.368,0.0,0.962,4599.283876815492,19.8,0.559,0.0,2.4,4131.484668070305,19.8,0.378,0.0,0.911,3304.8852037551933
1731069351.81,8.32,0.807,0.0,0.885,4052.346604129513,38.4,0.355,0.048,1.31,4600.244275010146,20.5,0.444,0.0,2.19,4131.683706432524,20.5,0.288,0.0,0.866,3305.0444490203145
1731069352.31,7.68,0.456,0.0,0.773,4052.2401539148686,39.7,0.455,0.0,2.4,4600.207093601105,19.8,0.533,0.0,2.11,4131.882750333073,19.8,0.297,0.0,1.34,3305.2036987151027
1731069352.81,8.32,1.03,0.0,0.963,4052.1337218803615,39.0,0.428,0.0,1.03,4600.468229827159,19.8,0.507,0.0,1.7,4132.081799771152,19.8,0.394,0.0,1.14,3305.3629528389165
1731069353.31,7.68,0.641,0.0,1.24,4052.0273080274274,40.3,0.581,0.016,0.781,4600.2722169292665,19.8,0.523,0.0,8.46,4132.28085474596,19.8,0.485,0.0,7.48,3305.5222113911145
1731069353.81,8.33,0.627,0.0,0.848,4051.920912357496,39.7,0.505,0.0,0.743,4600.897033290451,20.5,0.64,0.0,1.95,4132.4799152566975,20.5,0.403,0.0,0.865,3305.681474371057
1731069354.31,7.68,0.986,0.0,0.961,4051.814534872,40.3,0.543,0.0,0.83,4601.139871373506,19.8,0.507,0.0,2.2,4132.678981302564,19.8,0.473,0.0,0.826,3305.8407417781023
1731069354.81,8.32,0.46,0.0,1.41,4051.708175572372,40.3,0.625,0.0,0.913,4601.392697223028,19.8,0.42,0.0,1.55,4132.878052882761,19.8,0.475,0.0,1.5,3306.0000136116146
1731069355.31,7.68,0.945,0.0,0.801,4051.6018344600448,39.7,0.554,0.0,1.02,4601.418820773928,19.8,0.545,0.0,1.74,4133.077129996487,19.8,0.411,0.0,1.17,3306.1592898709523
1731069355.81,8.32,0.493,0.0,3.39,4051.49551153645,40.3,0.447,0.0,1.43,4601.921628034267,20.5,1.164,0.0,2.46,4133.276212642944,20.5,0.546,0.0,1.12,3306.318570555476
1731069356.31,7.68,0.519,0.0,6.91,4051.389206803021,39.7,0.782,0.0,0.779,4601.969381220342,19.8,0.704,0.0,1.97,4133.475300821332,19.8,0.55,0.0,1.08,3306.4778556645447
1731069356.81,7.68,0.451,0.0,3.14,4051.2829202611847,40.3,0.547,0.0,0.797,4602.578516364564,19.9,0.54,0.0,1.93,4133.674394530852,19.8,0.505,0.0,1.04,3306.6371451975183
1731069357.31,8.33,0.514,0.0,3.88,4051.1766519123794,39.7,0.522,0.0,1.27,4602.415488560031,19.8,0.724,0.0,2.07,4133.873493770703,19.8,0.415,0.0,0.876,3306.796439153761
1731069357.81,8.31,1.001,0.0,0.769,4051.0704017580338,40.3,0.519,0.0,1.46,4602.933610177817,20.5,0.646,0.0,6.61,4134.072598540089,19.8,0.363,0.0,0.926,3306.955737532633
1731069358.31,7.68,0.511,0.0,0.849,4050.9641697995808,39.7,0.651,0.0,0.898,4603.466192285217,19.8,0.693,0.0,1.83,4134.271708838209,20.5,0.358,0.0,1.48,3307.1150403334937
1731069358.81,8.32,0.479,0.0,1.22,4050.8579560384496,40.3,0.75,0.0,1.02,4603.629682779863,19.8,0.597,0.0,1.74,4134.470824664264,19.8,0.368,0.0,1.62,3307.274347555704
1731069359.31,7.69,0.398,0.0,1.34,4050.751760476072,39.7,0.751,0.0,1.08,4603.891296862196,19.9,0.657,0.0,1.92,4134.669946017457,19.8,0.554,0.0,0.738,3307.433659198623
1731069359.81,8.32,0.526,0.0,0.824,4050.6455831138815,39.7,0.743,0.0,0.92,4603.806983817149,20.5,0.847,0.0,1.97,4134.869072896989,19.9,0.712,0.0,0.854,3307.592975261617
1731069360.31,7.68,1.036,0.0,1.25,4050.539423953309,40.3,0.5,0.0,7.54,4604.498676470493,19.8,1.04,0.0,2.17,4135.06820530206,20.5,0.527,0.0,0.971,3307.752295744045
1731069360.81,8.32,0.64,0.0,1.14,4050.433282995784,39.7,0.533,0.0,0.798,4604.505930554336,19.9,0.704,0.0,1.8,4135.267343231873,19.8,0.538,0.0,1.03,3307.911620645268
1731069361.31,7.68,0.57,0.0,0.828,4050.327160242738,40.3,0.581,0.0,4.94,4604.474055685445,19.8,0.742,0.0,1.98,4135.466486685631,19.8,0.478,0.0,0.866,3308.070949964648
1731069361.81,8.32,0.49,0.0,0.737,4050.2210556956015,40.3,0.613,0.0,1.58,4604.907500856474,20.5,0.796,0.0,2.01,4135.665635662535,20.5,0.465,0.0,1.01,3308.230283701543
1731069362.31,7.69,0.583,0.0,0.945,4050.114969355808,39.7,0.755,0.0,1.14,4604.835054525674,19.8,0.848,0.0,5.53,4135.864790161787,19.8,0.485,0.0,1.16,3308.3896218553214
1731069362.81,8.32,0.627,0.0,3.89,4050.0089012247863,40.3,0.724,0.0,1.13,4605.435754934705,19.8,0.77,0.0,1.73,4136.063950182589,19.8,0.546,0.0,0.837,3308.5489644253416
1731069363.31,7.68,0.626,0.0,0.794,4049.902851303968,39.7,0.839,0.0,0.811,4605.617351841193,19.8,0.65,0.0,2.17,4136.263115724144,19.8,0.597,0.0,0.893,3308.708311410966
1731069363.81,8.32,0.542,0.0,1.12,4049.7968195947815,40.3,0.845,0.0,1.47,4605.7322310340205,20.5,0.783,0.0,2.82,4136.462286785653,20.5,0.561,0.0,0.853,3308.8676628115554
1731069364.31,7.68,0.351,0.0,1.5,4049.690806098657,39.1,0.538,0.016,1.18,4605.951130173436,19.9,0.556,0.0,1.88,4136.661463366322,19.8,0.654,0.0,1.06,3309.027018626471
1731069364.81,7.69,0.616,0.0,1.12,4049.58481081703,40.3,0.463,0.0,0.877,4606.024255643289,19.8,0.566,0.0,1.92,4136.860645465351,19.8,0.695,0.0,2.3,3309.18637885508
1731069365.31,8.32,0.712,0.0,0.953,4049.478833751326,39.7,0.567,0.0,1.09,4606.538413228099,19.9,1.067,0.0,1.61,4137.059833081944,19.8,0.68,0.0,1.31,3309.3457434967413
1731069365.81,8.31,0.746,0.0,0.828,4049.372874902977,40.3,0.583,0.0,1.43,4606.672741746523,20.5,0.753,0.0,1.9,4137.259026215304,20.5,0.648,0.0,9.72,3309.505112550818
1731069366.31,7.68,0.711,0.0,0.935,4049.266934273413,39.7,0.606,0.0,0.835,4607.068196944988,19.8,0.676,0.0,1.93,4137.458224864633,19.8,0.766,0.0,3.0,3309.6644860166725
1731069366.81,8.32,0.325,0.0,1.13,4049.1610118640624,40.3,0.863,0.0,1.18,4607.59261853952,19.8,0.679,0.0,1.81,4137.657429029136,19.8,0.506,0.0,1.91,3309.823863893665
1731069367.31,7.68,0.646,0.0,0.862,4049.0551076763577,39.7,0.789,0.0,1.83,4607.480941791772,19.8,0.94,0.0,9.12,4137.856638708016,19.9,0.484,0.0,3.57,3309.983246181164
1731069367.81,7.68,0.549,0.0,0.77,4048.949221711727,39.7,0.788,0.016,0.982,4608.169540816037,20.5,0.872,0.0,2.36,4138.055853900476,19.8,0.254,0.0,2.53,3310.142632878529
1731069368.31,8.32,0.754,0.0,1.32,4048.843353971601,39.0,0.312,0.0,1.51,4608.358414509826,19.8,0.811,0.0,2.3,4138.25507460572,20.5,0.315,0.0,1.36,3310.3020239851235
1731069368.81,7.04,0.801,0.083,1.63,4048.737504457409,41.0,0.235,0.0,1.32,4608.434793376,19.8,0.859,0.0,2.23,4138.454300822953,19.8,0.353,0.0,1.88,3310.4614195003096
1731069369.31,8.32,0.558,0.0,7.58,4048.631673170578,39.0,0.262,0.016,0.794,4608.565810860205,19.9,0.854,0.0,1.71,4138.653532551378,19.9,0.399,0.0,1.03,3310.6208194234496
1731069369.81,8.31,1.014,0.0,1.15,4048.525860112542,40.3,0.393,0.0,0.853,4609.011516648636,20.5,1.142,0.0,1.74,4138.852769790199,20.5,0.341,0.0,0.765,3310.780223753911
1731069370.31,7.68,0.486,0.0,1.55,4048.420065284728,39.7,0.277,0.0,1.07,4608.882055313283,19.8,0.921,0.0,1.7,4139.05201253862,19.8,0.328,0.0,0.958,3310.9396324910545
1731069370.81,8.32,0.771,0.0,0.969,4048.3142886885657,40.3,0.336,0.0,1.48,4609.717462933466,19.8,0.897,0.0,1.94,4139.251260795846,19.8,0.421,0.0,1.41,3311.099045634244
1731069371.31,7.68,0.74,0.0,1.14,4048.208530325483,39.7,0.34,0.0,0.8,4609.667052648659,19.8,0.882,0.0,1.74,4139.450514561081,19.8,0.353,0.0,0.782,3311.258463182844
1731069371.81,8.32,0.49,0.0,0.943,4048.102790196908,40.3,0.557,0.0,0.799,4609.989063842426,19.8,0.489,0.0,9.81,4139.64977383353,19.9,0.328,0.0,1.02,3311.417885136213
1731069372.31,7.69,0.86,0.0,0.935,4047.997068304274,39.7,0.442,0.0,1.06,4610.279104603518,20.5,0.37,0.0,2.46,4139.849038612399,20.5,0.516,0.0,1.3,3311.5773114937238
1731069372.81,7.66,0.422,0.0,1.42,4047.891364649007,39.7,0.359,0.016,3.84,4610.646978727292,19.8,0.529,0.0,1.76,4140.04830889689,19.8,0.335,0.0,0.841,3311.736742254734
1731069373.31,7.69,8.283,0.077,1.225,4047.785679232536,35.9,1.389,0.097,21.4,4610.418415005406,17.9,5.673,0.097,28.63,4140.247584686211,17.9,4.062,0.097,1.01,3311.8961774186105
1731069373.81,7.68,3.942,0.0,1.03,4047.680012056289,39.7,0.43,0.0,0.893,4610.892571272361,20.5,1.3,0.0,55.5,4140.446865979565,20.5,0.781,0.0,0.86,3312.055616984716
1731069374.31,8.32,1.971,0.0,1.44,4047.574363121695,40.3,0.436,0.0,1.17,4610.941270112056,19.8,1.009,0.0,2.14,4140.646152776159,19.8,0.46,0.0,0.994,3312.2150609524124
1731069374.81,8.32,1.698,0.0,2.03,4047.468732430184,40.3,0.66,0.0,0.978,4611.4687313643135,19.8,0.784,0.0,1.66,4140.845445075196,19.8,0.586,0.0,1.43,3312.3745093210696
1731069375.31,7.68,0.896,0.0,1.02,4047.3631199831834,39.7,0.717,0.0,0.787,4611.780125770488,19.9,0.627,0.0,1.6,4141.044742875884,19.8,0.46,0.0,0.902,3312.533962090049
1731069375.81,8.32,1.084,0.0,0.745,4047.25752578212,40.3,0.538,0.0,1.02,4611.708957474175,20.5,0.426,0.0,1.94,4141.244046177429,20.5,0.388,0.0,0.686,3312.6934192587164
1731069376.31,7.68,0.66,0.0,0.931,4047.151949828423,39.7,0.665,0.0,1.47,4611.72512208876,19.8,0.803,0.0,6.73,4141.443354979035,19.8,0.453,0.0,0.733,3312.8528808264346
1731069376.81,8.32,0.545,0.0,1.09,4047.046392123519,39.7,0.571,0.0,0.791,4612.164234162331,19.8,0.622,0.0,1.66,4141.642669279908,19.8,0.434,0.0,1.26,3313.0123467925678
1731069377.31,7.68,0.727,0.0,0.874,4046.94085266884,40.3,0.42,0.0,0.925,4612.5975847922655,19.8,0.674,0.0,1.9,4141.841989079255,19.9,0.43,0.0,3.15,3313.171817156484
1731069377.81,7.68,0.53,0.0,1.05,4046.83533146581,40.3,0.523,0.0,0.982,4612.855634159847,20.5,0.64,0.0,2.28,4142.041314376283,20.5,0.472,0.0,0.845,3313.331291917547
1731069378.31,8.32,1.075,0.0,1.06,4046.72982851586,39.7,0.52,0.0,1.04,4613.145046457393,19.8,0.48,0.0,2.15,4142.240645170195,19.8,0.516,0.0,1.09,3313.4907710751218
1731069378.81,8.32,0.536,0.0,2.77,4046.624343820415,40.3,0.533,0.0,1.42,4613.404929924433,19.8,0.539,0.0,1.95,4142.439981460202,19.9,0.467,0.0,1.01,3313.650254628573
1731069379.31,7.68,0.597,0.0,1.08,4046.5188773809023,39.7,0.592,0.0,7.37,4613.223457526447,19.8,0.637,0.0,1.77,4142.639323245508,19.8,0.401,0.0,0.971,3313.8097425772644
1731069379.81,8.32,0.427,0.0,0.78,4046.413429198752,40.3,0.611,0.0,0.984,4613.864099134573,20.5,0.538,0.0,1.77,4142.83867052532,20.5,0.356,0.0,0.716,3313.969234920565
1731069380.31,7.68,0.513,0.0,1.35,4046.3079992753887,39.7,0.86,0.0,0.949,4614.1617697928095,19.8,0.673,0.0,2.19,4143.038023298845,19.8,0.406,0.0,1.49,3314.12873165784
1731069380.81,8.32,1.086,0.0,1.69,4046.202587612242,40.3,0.769,0.0,0.877,4614.3799406002645,19.8,0.691,0.0,3.33,4143.23738156529,19.8,0.389,0.0,1.26,3314.2882327884527
1731069381.31,7.68,0.612,0.0,0.797,4046.097194210738,39.7,0.593,0.0,0.996,4614.839495956241,19.8,0.64,0.0,1.62,4143.436745323862,19.8,0.473,0.0,1.06,3314.4477383117696
1731069381.81,8.32,0.493,0.0,5.46,4045.991819072302,39.7,0.609,0.0,1.51,4614.545910192721,20.5,0.836,0.0,1.93,4143.636114573769,20.5,0.46,0.0,1.1,3314.607248227155
1731069382.31,7.68,0.391,0.0,1.28,4045.886462198365,40.3,0.639,0.0,0.866,4615.009636568199,19.8,0.77,0.0,1.85,4143.835489314218,19.9,0.408,0.0,1.64,3314.766762533979
1731069382.81,8.32,0.56,0.0,0.879,4045.78112359035,40.3,0.787,0.0,0.823,4615.259897935185,19.9,0.971,0.0,2.0,4144.034869544415,19.8,0.462,0.0,7.63,3314.926281231605
1731069383.31,7.68,0.51,0.0,0.893,4045.675803249688,39.7,0.723,0.0,2.7,4616.011632743765,19.8,0.796,0.0,1.76,4144.23425526357,19.8,0.511,0.0,1.27,3315.0858043194003
1731069383.81,8.32,0.595,0.0,1.01,4045.570501177802,40.3,0.714,0.0,1.89,4616.106831322813,20.5,1.025,0.0,1.82,4144.43364647089,20.5,0.556,0.0,1.13,3315.2453317967293
1731069384.31,7.68,0.629,0.0,1.23,4045.465217376117,39.7,0.79,0.0,0.861,4616.271399374324,19.8,0.906,0.0,2.37,4144.633043165582,19.8,0.684,0.0,1.66,3315.4048636629573
1731069384.81,7.69,0.403,0.0,0.81,4045.359951846065,40.3,0.977,0.0,0.783,4616.686831891107,19.9,0.569,0.0,2.08,4144.832445346856,19.8,0.724,0.0,0.981,3315.5643999174554
1731069385.31,8.31,0.592,0.0,1.13,4045.2547045890697,39.7,0.935,0.0,1.23,4616.534369073487,19.8,0.553,0.0,1.65,4145.031853013918,19.8,0.735,0.0,0.943,3315.723940559588
1731069385.81,8.32,0.578,0.0,1.39,4045.1494756065567,40.3,0.481,0.0,1.85,4616.93726370596,20.5,1.345,0.0,7.08,4145.231266165978,20.5,0.631,0.0,0.898,3315.8834855887208
1731069386.31,7.68,0.656,0.0,0.823,4045.044264899953,39.7,0.616,0.0,1.35,4617.286052893906,19.8,0.712,0.0,1.58,4145.430684802243,19.8,0.806,0.0,0.774,3316.0430350042216
1731069386.81,8.32,0.61,0.0,0.932,4044.939072470683,40.3,0.569,0.0,0.882,4617.184805381309,19.8,0.737,0.0,2.05,4145.630108921923,19.8,0.781,0.0,0.735,3316.2025888054536
1731069387.31,7.68,0.407,0.0,1.05,4044.833898320177,39.7,0.628,0.0,0.893,4617.424067128527,19.9,0.813,0.0,1.76,4145.829538524226,19.8,0.489,0.0,0.755,3316.3621469917903
1731069387.81,8.33,0.629,0.0,0.86,4044.728742449857,40.3,0.656,0.0,1.47,4618.001571826689,20.5,0.66,0.0,1.67,4146.028973608361,19.8,0.292,0.0,0.936,3316.521709562596
1731069388.31,7.67,0.576,0.0,1.05,4044.62360486115,39.0,0.66,0.016,1.09,4618.409422641839,19.8,0.665,0.0,2.38,4146.228414173536,20.5,0.312,0.0,0.98,3316.6812765172363
1731069388.81,8.32,0.682,0.0,1.61,4044.5184855554817,40.3,0.822,0.0,0.871,4618.219512041635,19.8,0.888,0.0,2.1,4146.427860218962,19.8,0.249,0.0,2.54,3316.84084785508
1731069389.31,7.68,0.68,0.0,0.97,4044.413384534276,39.7,0.824,0.0,0.823,4618.872438880617,19.8,0.912,0.0,2.085,4146.627311743847,19.8,0.348,0.0,1.07,3317.000423575492
1731069389.81,7.69,0.42,0.0,1.11,4044.308301798961,39.7,0.289,0.0,0.943,4618.782175783279,20.5,0.816,0.0,2.07,4146.8267687474,19.9,0.241,0.0,1.04,3317.1600036778445
1731069390.31,8.32,0.801,0.0,0.876,4044.203237350962,40.3,0.369,0.0,1.51,4619.285033299654,19.8,1.125,0.0,1.62,4147.026231228831,20.5,0.367,0.0,0.905,3317.3195881615025
1731069390.81,7.68,0.438,0.0,1.24,4044.0981911917024,40.3,0.553,0.0,0.809,4619.230045469468,19.8,0.871,0.0,8.74,4147.225699187349,19.8,0.275,0.0,1.16,3317.479177025834
1731069391.31,8.32,0.757,0.0,1.8,4043.993163322609,39.7,0.399,0.0,5.59,4619.976252986153,19.8,1.118,0.0,2.25,4147.4251726221655,19.8,0.325,0.0,1.33,3317.638770270206
1731069391.81,8.31,0.794,0.0,1.19,4043.888153745105,40.3,0.299,0.0,1.5,4619.7022811069255,20.5,0.888,0.0,2.09,4147.624651532489,20.5,0.486,0.0,0.774,3317.7983678939854
1731069392.31,7.68,0.419,0.0,1.31,4043.7831624606174,39.7,0.505,0.0,0.83,4620.161796981575,19.8,0.907,0.0,1.68,4147.824135917529,19.9,0.291,0.0,0.966,3317.957969896544
1731069392.81,7.68,0.855,0.0,4.58,4043.678189470572,40.3,0.492,0.0,0.877,4620.294375678961,19.8,1.06,0.0,1.91,4148.023625776497,19.8,0.309,0.0,1.36,3318.117576277248
1731069393.31,8.32,0.443,0.0,1.37,4043.573234776391,39.0,0.617,0.016,3.17,4620.559736237154,19.8,0.645,0.0,2.32,4148.223121108603,19.8,0.28,0.0,0.812,3318.277187035466
1731069393.81,8.32,1.053,0.0,1.74,4043.4682983795,39.7,0.373,0.0,1.06,4621.079020243197,20.5,0.581,0.0,2.23,4148.422621913057,20.5,0.325,0.0,6.54,3318.436802170565
1731069394.31,7.68,0.729,0.0,0.976,4043.3633802813215,40.3,0.743,0.0,0.887,4620.918751461457,19.8,0.496,0.0,1.74,4148.622128189069,19.8,0.414,0.0,0.883,3318.5964216819125
1731069394.81,7.67,0.456,0.0,1.43,4043.258480483284,40.3,0.364,0.0,0.839,4621.700409709076,19.8,0.525,0.0,1.69,4148.821639935851,19.8,0.321,0.0,4.91,3318.756045568881
1731069395.31,8.32,0.886,0.0,1.34,4043.15359898681,39.7,0.402,0.0,0.796,4621.665325393472,19.8,0.491,0.0,4.83,4149.021157152612,19.8,0.404,0.0,1.52,3318.915673830837
1731069395.81,8.32,0.467,0.0,1.31,4043.048735793325,40.4,0.543,0.0,0.994,4621.953629893977,20.5,0.481,0.0,1.86,4149.220679838564,20.5,0.585,0.0,0.9,3319.07530646715
1731069396.31,7.68,0.91,0.0,1.21,4042.943890904252,39.7,0.622,0.0,1.39,4622.157420872507,19.8,0.619,0.0,1.72,4149.420207992919,19.8,0.462,0.0,1.51,3319.2349434771872
1731069396.81,7.68,0.582,0.0,0.703,4042.839064321012,40.3,0.528,0.0,0.967,4622.455526665774,19.8,0.658,0.0,2.63,4149.619741614887,19.8,0.369,0.0,0.817,3319.3945848603166
1731069397.31,8.31,0.602,0.0,1.25,4042.734256045034,39.7,0.551,0.0,1.13,4622.596617051424,19.8,0.687,0.0,1.55,4149.819280703679,19.8,0.475,0.0,1.07,3319.554230615912
1731069397.81,8.32,1.112,0.0,1.84,4042.6294660777407,40.3,0.633,0.0,0.836,4623.24509968627,20.5,0.547,0.0,1.69,4150.018825258508,19.8,0.474,0.0,1.22,3319.713880743339
1731069398.31,7.68,0.557,0.0,7.68,4042.524694420555,39.7,0.533,0.0,1.19,4623.331805842237,19.8,0.743,0.0,1.6,4150.218375278583,20.5,0.625,0.0,0.82,3319.873535241968
1731069398.81,8.32,0.968,0.0,1.07,4042.4199410749006,40.3,0.454,0.0,6.41,4623.559616853728,19.8,0.483,0.0,2.13,4150.4179307631175,19.8,0.528,0.0,1.0,3320.0331941111685
1731069399.31,7.68,0.537,0.0,0.81,4042.3152060422,39.7,0.548,0.0,0.823,4623.517611630006,19.8,0.449,0.0,1.93,4150.617491711324,19.9,0.483,0.0,1.43,3320.1928573503064
1731069399.81,8.32,0.48,0.0,1.18,4042.210489323879,39.0,0.572,0.032,1.06,4623.849857434381,20.5,0.648,0.0,2.44,4150.817058122412,20.5,0.473,0.0,0.825,3320.3525249587574
1731069400.31,7.68,0.345,0.0,1.36,4042.1057909213614,39.7,0.726,0.0,1.08,4624.246288821066,19.8,0.624,0.0,1.6,4151.016629995596,19.8,0.615,0.0,1.09,3320.5121969358884
1731069400.81,8.32,0.442,0.0,1.0,4042.0011108360673,40.4,0.581,0.0,0.811,4624.291844903336,19.8,0.747,0.0,1.81,4151.216207330088,19.8,0.549,0.0,1.16,3320.671873281069
1731069401.31,7.68,1.118,0.0,0.802,4041.896449069423,39.7,0.636,0.0,1.03,4624.6347001750055,19.8,0.652,0.0,2.35,4151.415790125099,19.8,0.42,0.0,0.896,3320.831553993669
1731069401.81,8.32,0.56,0.0,1.47,4041.791805622847,40.3,0.757,0.0,1.38,4624.929521697611,20.5,0.65,0.0,1.79,4151.615378379842,20.5,0.376,0.0,1.03,3320.991239073056
1731069402.31,7.68,0.718,0.0,1.24,4041.687180497768,39.7,0.608,0.0,0.981,4625.3103526302,19.8,0.816,0.0,1.67,4151.81497209353,19.8,0.569,0.0,0.967,3321.1509285186057
1731069402.81,8.31,0.531,0.0,0.855,4041.5825736956062,40.3,0.481,0.0,0.936,4625.339282289707,19.8,0.811,0.0,1.77,4152.014571265376,19.8,0.589,0.0,0.883,3321.310622329685
1731069403.31,7.68,0.856,0.0,1.05,4041.477985217784,39.7,0.519,0.0,4.6,4625.865778334017,19.8,0.687,0.0,1.94,4152.214175894591,19.8,0.524,0.0,0.835,3321.470320505665
1731069403.81,7.68,0.708,0.0,1.01,4041.373415065725,40.3,0.564,0.0,1.0,4625.757712671996,20.5,1.377,0.0,1.68,4152.413785980391,20.5,0.79,0.0,1.07,3321.630023045915
1731069404.31,7.68,0.675,0.077,2.33,4041.2688632408494,39.7,0.638,0.0,1.11,4626.121873701492,19.8,0.816,0.0,1.93,4152.613401521986,19.8,0.612,0.0,1.39,3321.7897299498045
1731069404.81,7.68,0.634,0.0,0.919,4041.164329744585,39.7,0.766,0.0,1.03,4626.515047019405,19.9,0.732,0.0,8.01,4152.813022518591,19.8,0.614,0.0,0.765,3321.949441216708
1731069405.31,8.32,0.455,0.0,0.785,4041.059814578349,40.3,0.686,0.0,0.941,4627.144189570352,19.8,0.741,0.0,2.19,4153.01264896942,19.8,0.524,0.0,1.05,3322.1091568459938
1731069405.81,8.32,0.689,0.0,0.778,4040.955317743566,40.3,0.786,0.0,0.737,4627.003238539386,19.8,0.537,0.0,2.08,4153.212280873686,20.5,0.791,0.0,3.37,3322.268876837033
1731069406.31,7.68,0.674,0.0,0.772,4040.8508392416575,39.7,0.976,0.0,1.07,4627.055925053406,20.5,0.807,0.0,1.8,4153.411918230601,19.8,0.622,0.0,0.9,3322.4286011891973
1731069406.81,8.32,0.646,0.0,1.04,4040.746379074043,39.7,0.542,0.0,1.36,4627.389598275446,19.8,0.658,0.0,1.65,4153.611561039381,19.8,0.588,0.0,1.28,3322.588329901854
1731069407.31,7.67,0.735,0.0,1.3,4040.64193724215,40.3,0.515,0.0,0.857,4627.849482344976,19.8,0.746,0.0,2.32,4153.811209299238,19.8,0.696,0.0,0.837,3322.74806297438
1731069407.81,7.68,0.569,0.0,1.26,4040.537513747397,40.3,0.607,0.0,0.746,4627.936625029718,20.5,0.737,0.0,2.01,4154.010863009388,20.5,0.619,0.0,1.23,3322.9078004061444
1731069408.31,8.32,0.853,0.0,1.14,4040.433108591207,39.7,0.595,0.0,0.833,4627.998396748847,19.8,0.63,0.0,1.65,4154.210522169044,19.8,0.703,0.0,1.24,3323.067542196517
1731069408.81,8.33,0.712,0.0,0.779,4040.328721775,39.7,0.767,0.0,0.942,4628.87248051882,19.8,0.747,0.0,1.54,4154.410186777421,19.8,0.416,0.0,0.89,3323.227288344872
